Stored fact information:
LecturerCandidate(ID0) => Min Interval: 31, Max Interval: 40
LecturerCandidate(ID6487) => Min Interval: 38, Max Interval: 41
LecturerCandidate(ID6489) => Min Interval: 9, Max Interval: 49
LecturerCandidate(ID6494) => Min Interval: 21, Max Interval: 43
LecturerCandidate(ID6495) => Min Interval: 9, Max Interval: 20
LecturerCandidate(ID6497) => Min Interval: 25, Max Interval: 33
LecturerCandidate(ID6499) => Min Interval: 5, Max Interval: 46
LecturerCandidate(ID6502) => Min Interval: 12, Max Interval: 48
LecturerCandidate(ID6504) => Min Interval: 10, Max Interval: 49
LecturerCandidate(ID6506) => Min Interval: 5, Max Interval: 48
LecturerCandidate(ID6508) => Min Interval: 14, Max Interval: 44
LecturerCandidate(ID6510) => Min Interval: 9, Max Interval: 46
LecturerCandidate(ID6511) => Min Interval: 33, Max Interval: 48
LecturerCandidate(ID6518) => Min Interval: 14, Max Interval: 35
LecturerCandidate(ID6520) => Min Interval: 19, Max Interval: 47
LecturerCandidate(ID6521) => Min Interval: 27, Max Interval: 42
LecturerCandidate(ID6522) => Min Interval: 15, Max Interval: 41
LecturerCandidate(ID6524) => Min Interval: 18, Max Interval: 42
LecturerCandidate(ID6525) => Min Interval: 12, Max Interval: 39
LecturerCandidate(ID6526) => Min Interval: 9, Max Interval: 26
LecturerCandidate(ID6528) => Min Interval: 20, Max Interval: 45
LecturerCandidate(ID6529) => Min Interval: 15, Max Interval: 45
LecturerCandidate(ID6530) => Min Interval: 8, Max Interval: 42
LecturerCandidate(ID6532) => Min Interval: 29, Max Interval: 31
LecturerCandidate(ID6539) => Min Interval: 37, Max Interval: 49
LecturerCandidate(ID6540) => Min Interval: 11, Max Interval: 46
LecturerCandidate(ID6541) => Min Interval: 27, Max Interval: 48
LecturerCandidate(ID6543) => Min Interval: 11, Max Interval: 42
LecturerCandidate(ID6547) => Min Interval: 9, Max Interval: 34
LecturerCandidate(ID6552) => Min Interval: 35, Max Interval: 50
LecturerCandidate(ID6557) => Min Interval: 35, Max Interval: 46
LecturerCandidate(ID6558) => Min Interval: 14, Max Interval: 36
LecturerCandidate(ID6560) => Min Interval: 18, Max Interval: 41
LecturerCandidate(ID6561) => Min Interval: 11, Max Interval: 47
LecturerCandidate(ID6562) => Min Interval: 21, Max Interval: 32
LecturerCandidate(ID6567) => Min Interval: 27, Max Interval: 46
LecturerCandidate(ID6568) => Min Interval: 20, Max Interval: 45
LecturerCandidate(ID6570) => Min Interval: 24, Max Interval: 28
LecturerCandidate(ID6572) => Min Interval: 3, Max Interval: 52
LecturerCandidate(ID6573) => Min Interval: 9, Max Interval: 47
LecturerCandidate(ID6579) => Min Interval: 12, Max Interval: 36
LecturerCandidate(ID6580) => Min Interval: 1, Max Interval: 47
LecturerCandidate(ID6587) => Min Interval: 13, Max Interval: 36
LecturerCandidate(ID6588) => Min Interval: 14, Max Interval: 46
LecturerCandidate(ID6589) => Min Interval: 4, Max Interval: 45
LecturerCandidate(ID6591) => Min Interval: 29, Max Interval: 47
LecturerCandidate(ID6594) => Min Interval: 29, Max Interval: 38
LecturerCandidate(ID6596) => Min Interval: 24, Max Interval: 37
LecturerCandidate(ID6598) => Min Interval: 24, Max Interval: 36
LecturerCandidate(ID6599) => Min Interval: 19, Max Interval: 50
LecturerCandidate(ID6600) => Min Interval: 17, Max Interval: 50
LecturerCandidate(ID6601) => Min Interval: 11, Max Interval: 44
LecturerCandidate(ID6602) => Min Interval: 4, Max Interval: 38
LecturerCandidate(ID6605) => Min Interval: 37, Max Interval: 47
LecturerCandidate(ID6608) => Min Interval: 12, Max Interval: 52
LecturerCandidate(ID6611) => Min Interval: 22, Max Interval: 49
LecturerCandidate(ID6613) => Min Interval: 21, Max Interval: 41
LecturerCandidate(ID6614) => Min Interval: 18, Max Interval: 40
LecturerCandidate(ID6618) => Min Interval: 35, Max Interval: 50
LecturerCandidate(ID6620) => Min Interval: 2, Max Interval: 48
LecturerCandidate(ID6622) => Min Interval: 17, Max Interval: 47
LecturerCandidate(ID6624) => Min Interval: 27, Max Interval: 44
LecturerCandidate(ID6626) => Min Interval: 4, Max Interval: 42
LecturerCandidate(ID6629) => Min Interval: 3, Max Interval: 42
LecturerCandidate(ID6633) => Min Interval: 14, Max Interval: 41
LecturerCandidate(ID6634) => Min Interval: 18, Max Interval: 52
LecturerCandidate(ID6638) => Min Interval: 19, Max Interval: 52
LecturerCandidate(ID6642) => Min Interval: 16, Max Interval: 32
LecturerCandidate(ID6643) => Min Interval: 9, Max Interval: 44
LecturerCandidate(ID6646) => Min Interval: 35, Max Interval: 38
LecturerCandidate(ID6647) => Min Interval: 19, Max Interval: 42
LecturerCandidate(ID6648) => Min Interval: 10, Max Interval: 33
LecturerCandidate(ID6650) => Min Interval: 14, Max Interval: 48
LecturerCandidate(ID6652) => Min Interval: 37, Max Interval: 49
LecturerCandidate(ID6655) => Min Interval: 14, Max Interval: 48
LecturerCandidate(ID6657) => Min Interval: 13, Max Interval: 42
LecturerCandidate(ID6659) => Min Interval: 24, Max Interval: 43
LecturerCandidate(ID6660) => Min Interval: 6, Max Interval: 42
LecturerCandidate(ID6661) => Min Interval: 16, Max Interval: 21
LecturerCandidate(ID6667) => Min Interval: 6, Max Interval: 47
LecturerCandidate(ID6668) => Min Interval: 7, Max Interval: 39
LecturerCandidate(ID6670) => Min Interval: 26, Max Interval: 35
LecturerCandidate(ID6672) => Min Interval: 25, Max Interval: 50
LecturerCandidate(ID6674) => Min Interval: 20, Max Interval: 50
LecturerCandidate(ID6676) => Min Interval: 28, Max Interval: 30
LecturerCandidate(ID6677) => Min Interval: 11, Max Interval: 42
LecturerCandidate(ID6680) => Min Interval: 11, Max Interval: 39
LecturerCandidate(ID6682) => Min Interval: 30, Max Interval: 46
LecturerCandidate(ID6683) => Min Interval: 36, Max Interval: 50
LecturerCandidate(ID6685) => Min Interval: 2, Max Interval: 34
LecturerCandidate(ID6686) => Min Interval: 26, Max Interval: 35
LecturerCandidate(ID6687) => Min Interval: 3, Max Interval: 37
LecturerCandidate(ID6688) => Min Interval: 22, Max Interval: 49
LecturerCandidate(ID6690) => Min Interval: 4, Max Interval: 49
LecturerCandidate(ID6692) => Min Interval: 22, Max Interval: 45
LecturerCandidate(ID6693) => Min Interval: 26, Max Interval: 26
LecturerCandidate(ID6697) => Min Interval: 9, Max Interval: 44
LecturerCandidate(ID6701) => Min Interval: 39, Max Interval: 45
LecturerCandidate(ID6702) => Min Interval: 14, Max Interval: 48
LecturerCandidate(ID6703) => Min Interval: 6, Max Interval: 46
LecturerCandidate(ID6704) => Min Interval: 15, Max Interval: 45
LecturerCandidate(ID6706) => Min Interval: 14, Max Interval: 49
LecturerCandidate(ID6710) => Min Interval: 5, Max Interval: 42
LecturerCandidate(ID6713) => Min Interval: 11, Max Interval: 49
LecturerCandidate(ID6715) => Min Interval: 14, Max Interval: 23
LecturerCandidate(ID6717) => Min Interval: 16, Max Interval: 47
LecturerCandidate(ID6719) => Min Interval: 22, Max Interval: 51
LecturerCandidate(ID6721) => Min Interval: 4, Max Interval: 47
LecturerCandidate(ID6727) => Min Interval: 12, Max Interval: 49
LecturerCandidate(ID6732) => Min Interval: 16, Max Interval: 38
LecturerCandidate(ID6733) => Min Interval: 13, Max Interval: 44
LecturerCandidate(ID6735) => Min Interval: 10, Max Interval: 47
LecturerCandidate(ID6736) => Min Interval: 5, Max Interval: 52
LecturerCandidate(ID6738) => Min Interval: 13, Max Interval: 41
LecturerCandidate(ID6739) => Min Interval: 17, Max Interval: 45
LecturerCandidate(ID6740) => Min Interval: 23, Max Interval: 33
LecturerCandidate(ID6741) => Min Interval: 4, Max Interval: 42
LecturerCandidate(ID6743) => Min Interval: 10, Max Interval: 32
LecturerCandidate(ID6744) => Min Interval: 17, Max Interval: 37
LecturerCandidate(ID6746) => Min Interval: 23, Max Interval: 48
LecturerCandidate(ID6747) => Min Interval: 11, Max Interval: 38
LecturerCandidate(ID6748) => Min Interval: 22, Max Interval: 34
LecturerCandidate(ID6752) => Min Interval: 22, Max Interval: 26
LecturerCandidate(ID6753) => Min Interval: 13, Max Interval: 34
LecturerCandidate(ID6757) => Min Interval: 26, Max Interval: 42
LecturerCandidate(ID6758) => Min Interval: 10, Max Interval: 50
LecturerCandidate(ID6759) => Min Interval: 4, Max Interval: 49
LecturerCandidate(ID6761) => Min Interval: 17, Max Interval: 49
LecturerCandidate(ID6766) => Min Interval: 5, Max Interval: 29
LecturerCandidate(ID6768) => Min Interval: 21, Max Interval: 30
LecturerCandidate(ID6771) => Min Interval: 12, Max Interval: 31
LecturerCandidate(ID6772) => Min Interval: 11, Max Interval: 48
LecturerCandidate(ID6773) => Min Interval: 6, Max Interval: 49
LecturerCandidate(ID6778) => Min Interval: 17, Max Interval: 34
LecturerCandidate(ID6779) => Min Interval: 9, Max Interval: 35
LecturerCandidate(ID6781) => Min Interval: 20, Max Interval: 40
LecturerCandidate(ID6782) => Min Interval: 25, Max Interval: 37
LecturerCandidate(ID6783) => Min Interval: 13, Max Interval: 17
LecturerCandidate(ID6784) => Min Interval: 12, Max Interval: 49
LecturerCandidate(ID6788) => Min Interval: 2, Max Interval: 41
LecturerCandidate(ID6789) => Min Interval: 20, Max Interval: 32
LecturerCandidate(ID6791) => Min Interval: 11, Max Interval: 37
LecturerCandidate(ID6792) => Min Interval: 12, Max Interval: 49
LecturerCandidate(ID6793) => Min Interval: 4, Max Interval: 30
LecturerCandidate(ID6798) => Min Interval: 17, Max Interval: 20
LecturerCandidate(ID6800) => Min Interval: 9, Max Interval: 37
LecturerCandidate(ID6801) => Min Interval: 9, Max Interval: 35
LecturerCandidate(ID6806) => Min Interval: 34, Max Interval: 50
LecturerCandidate(ID6808) => Min Interval: 6, Max Interval: 26
LecturerCandidate(ID6810) => Min Interval: 15, Max Interval: 46
LecturerCandidate(ID6813) => Min Interval: 45, Max Interval: 49
LecturerCandidate(ID6817) => Min Interval: 13, Max Interval: 42
LecturerCandidate(ID6821) => Min Interval: 14, Max Interval: 33
LecturerCandidate(ID6822) => Min Interval: 16, Max Interval: 35
LecturerCandidate(ID6824) => Min Interval: 8, Max Interval: 45
LecturerCandidate(ID6825) => Min Interval: 31, Max Interval: 50
LecturerCandidate(ID6826) => Min Interval: 37, Max Interval: 49
LecturerCandidate(ID6827) => Min Interval: 11, Max Interval: 16
LecturerCandidate(ID6828) => Min Interval: 23, Max Interval: 41
LecturerCandidate(ID6829) => Min Interval: 46, Max Interval: 49
LecturerCandidate(ID6830) => Min Interval: 9, Max Interval: 13
LecturerCandidate(ID6831) => Min Interval: 29, Max Interval: 43
LecturerCandidate(ID6834) => Min Interval: 10, Max Interval: 47
LecturerCandidate(ID6837) => Min Interval: 16, Max Interval: 50
LecturerCandidate(ID6842) => Min Interval: 5, Max Interval: 45
LecturerCandidate(ID6843) => Min Interval: 17, Max Interval: 47
LecturerCandidate(ID6845) => Min Interval: 4, Max Interval: 22
LecturerCandidate(ID6847) => Min Interval: 23, Max Interval: 25
LecturerCandidate(ID6848) => Min Interval: 13, Max Interval: 46
LecturerCandidate(ID6849) => Min Interval: 20, Max Interval: 49
LecturerCandidate(ID6850) => Min Interval: 35, Max Interval: 46
LecturerCandidate(ID6852) => Min Interval: 11, Max Interval: 38
LecturerCandidate(ID6853) => Min Interval: 20, Max Interval: 50
LecturerCandidate(ID6854) => Min Interval: 34, Max Interval: 48
LecturerCandidate(ID6855) => Min Interval: 5, Max Interval: 37
LecturerCandidate(ID6857) => Min Interval: 16, Max Interval: 44
LecturerCandidate(ID6861) => Min Interval: 23, Max Interval: 48
LecturerCandidate(ID6862) => Min Interval: 38, Max Interval: 44
LecturerCandidate(ID6865) => Min Interval: 25, Max Interval: 44
LecturerCandidate(ID6868) => Min Interval: 11, Max Interval: 47
LecturerCandidate(ID6870) => Min Interval: 29, Max Interval: 32
LecturerCandidate(ID6872) => Min Interval: 14, Max Interval: 41
LecturerCandidate(ID6874) => Min Interval: 38, Max Interval: 45
LecturerCandidate(ID6881) => Min Interval: 16, Max Interval: 19
LecturerCandidate(ID6885) => Min Interval: 21, Max Interval: 35
LecturerCandidate(ID6887) => Min Interval: 9, Max Interval: 47
LecturerCandidate(ID6888) => Min Interval: 7, Max Interval: 52
LecturerCandidate(ID6889) => Min Interval: 13, Max Interval: 19
LecturerCandidate(ID6890) => Min Interval: 9, Max Interval: 45
LecturerCandidate(ID6892) => Min Interval: 25, Max Interval: 34
LecturerCandidate(ID6893) => Min Interval: 21, Max Interval: 40
LecturerCandidate(ID6894) => Min Interval: 20, Max Interval: 42
LecturerCandidate(ID6895) => Min Interval: 13, Max Interval: 45
LecturerCandidate(ID6899) => Min Interval: 27, Max Interval: 27
LecturerCandidate(ID6904) => Min Interval: 13, Max Interval: 42
LecturerCandidate(ID6906) => Min Interval: 9, Max Interval: 11
LecturerCandidate(ID6907) => Min Interval: 11, Max Interval: 37
LecturerCandidate(ID6908) => Min Interval: 19, Max Interval: 50
LecturerCandidate(ID6909) => Min Interval: 8, Max Interval: 49
LecturerCandidate(ID6910) => Min Interval: 14, Max Interval: 45
LecturerCandidate(ID6911) => Min Interval: 4, Max Interval: 50
LecturerCandidate(ID6914) => Min Interval: 12, Max Interval: 47
LecturerCandidate(ID6915) => Min Interval: 24, Max Interval: 40
LecturerCandidate(ID6918) => Min Interval: 13, Max Interval: 45
LecturerCandidate(ID6919) => Min Interval: 10, Max Interval: 50
LecturerCandidate(ID6920) => Min Interval: 36, Max Interval: 48
LecturerCandidate(ID6921) => Min Interval: 4, Max Interval: 47
LecturerCandidate(ID6923) => Min Interval: 11, Max Interval: 42
LecturerCandidate(ID6924) => Min Interval: 16, Max Interval: 28
LecturerCandidate(ID6926) => Min Interval: 22, Max Interval: 45
LecturerCandidate(ID6931) => Min Interval: 16, Max Interval: 44
LecturerCandidate(ID6933) => Min Interval: 12, Max Interval: 50
LecturerCandidate(ID6935) => Min Interval: 10, Max Interval: 34
LecturerCandidate(ID6936) => Min Interval: 11, Max Interval: 49
LecturerCandidate(ID6937) => Min Interval: 11, Max Interval: 46
LecturerCandidate(ID6938) => Min Interval: 7, Max Interval: 42
LecturerCandidate(ID6939) => Min Interval: 26, Max Interval: 43
LecturerCandidate(ID6941) => Min Interval: 18, Max Interval: 33
LecturerCandidate(ID6943) => Min Interval: 12, Max Interval: 43
LecturerCandidate(ID6945) => Min Interval: 49, Max Interval: 50
LecturerCandidate(ID6946) => Min Interval: 23, Max Interval: 49
LecturerCandidate(ID6949) => Min Interval: 10, Max Interval: 47
LecturerCandidate(ID6950) => Min Interval: 21, Max Interval: 25
LecturerCandidate(ID6951) => Min Interval: 9, Max Interval: 38
LecturerCandidate(ID6954) => Min Interval: 13, Max Interval: 41
LecturerCandidate(ID6955) => Min Interval: 31, Max Interval: 32
LecturerCandidate(ID6957) => Min Interval: 14, Max Interval: 44
LecturerCandidate(ID6960) => Min Interval: 12, Max Interval: 31
LecturerCandidate(ID6961) => Min Interval: 4, Max Interval: 49
LecturerCandidate(ID6963) => Min Interval: 13, Max Interval: 29
LecturerCandidate(ID6965) => Min Interval: 20, Max Interval: 48
LecturerCandidate(ID6966) => Min Interval: 20, Max Interval: 35
LecturerCandidate(ID6968) => Min Interval: 28, Max Interval: 41
LecturerCandidate(ID6973) => Min Interval: 25, Max Interval: 37
LecturerCandidate(ID6974) => Min Interval: 9, Max Interval: 31
LecturerCandidate(ID6975) => Min Interval: 21, Max Interval: 34
LecturerCandidate(ID6976) => Min Interval: 6, Max Interval: 45
LecturerCandidate(ID6979) => Min Interval: 9, Max Interval: 23
LecturerCandidate(ID6981) => Min Interval: 2, Max Interval: 43
LecturerCandidate(ID6983) => Min Interval: 10, Max Interval: 12
LecturerCandidate(ID6987) => Min Interval: 4, Max Interval: 51
LecturerCandidate(ID6989) => Min Interval: 3, Max Interval: 37
LecturerCandidate(ID6993) => Min Interval: 11, Max Interval: 37
LecturerCandidate(ID6994) => Min Interval: 26, Max Interval: 48
LecturerCandidate(ID6995) => Min Interval: 22, Max Interval: 43
LecturerCandidate(ID6997) => Min Interval: 5, Max Interval: 46
LecturerCandidate(ID6998) => Min Interval: 12, Max Interval: 31
LecturerCandidate(ID7004) => Min Interval: 34, Max Interval: 48
LecturerCandidate(ID7006) => Min Interval: 16, Max Interval: 38
LecturerCandidate(ID7007) => Min Interval: 11, Max Interval: 33
LecturerCandidate(ID7009) => Min Interval: 11, Max Interval: 17
LecturerCandidate(ID7010) => Min Interval: 4, Max Interval: 13
LecturerCandidate(ID7013) => Min Interval: 14, Max Interval: 40
LecturerCandidate(ID7015) => Min Interval: 13, Max Interval: 43
LecturerCandidate(ID7018) => Min Interval: 10, Max Interval: 37
LecturerCandidate(ID7019) => Min Interval: 12, Max Interval: 40
LecturerCandidate(ID7020) => Min Interval: 2, Max Interval: 49
LecturerCandidate(ID7021) => Min Interval: 23, Max Interval: 48
LecturerCandidate(ID7022) => Min Interval: 10, Max Interval: 48
LecturerCandidate(ID7026) => Min Interval: 3, Max Interval: 47
LecturerCandidate(ID7028) => Min Interval: 14, Max Interval: 26
LecturerCandidate(ID7029) => Min Interval: 5, Max Interval: 48
LecturerCandidate(ID7031) => Min Interval: 3, Max Interval: 52
LecturerCandidate(ID7032) => Min Interval: 27, Max Interval: 50
LecturerCandidate(ID7035) => Min Interval: 13, Max Interval: 52
LecturerCandidate(ID7037) => Min Interval: 24, Max Interval: 52
LecturerCandidate(ID7039) => Min Interval: 15, Max Interval: 50
LecturerCandidate(ID7041) => Min Interval: 14, Max Interval: 48
LecturerCandidate(ID7042) => Min Interval: 15, Max Interval: 47
LecturerCandidate(ID7045) => Min Interval: 41, Max Interval: 42
LecturerCandidate(ID7046) => Min Interval: 17, Max Interval: 35
LecturerCandidate(ID7050) => Min Interval: 15, Max Interval: 15
LecturerCandidate(ID7053) => Min Interval: 37, Max Interval: 40
LecturerCandidate(ID7054) => Min Interval: 23, Max Interval: 45
LecturerCandidate(ID7055) => Min Interval: 18, Max Interval: 47
LecturerCandidate(ID7056) => Min Interval: 14, Max Interval: 30
LecturerCandidate(ID7059) => Min Interval: 11, Max Interval: 22
LecturerCandidate(ID7062) => Min Interval: 12, Max Interval: 48
LecturerCandidate(ID7067) => Min Interval: 19, Max Interval: 30
LecturerCandidate(ID7068) => Min Interval: 20, Max Interval: 48
LecturerCandidate(ID7070) => Min Interval: 19, Max Interval: 47
LecturerCandidate(ID7076) => Min Interval: 10, Max Interval: 11
LecturerCandidate(ID7077) => Min Interval: 11, Max Interval: 49
LecturerCandidate(ID7078) => Min Interval: 21, Max Interval: 33
