Stored fact information:
Student(ID0) => Min Interval: 3, Max Interval: 44
Student(ID6739) => Min Interval: 8, Max Interval: 46
Student(ID6740) => Min Interval: 8, Max Interval: 44
Student(ID6741) => Min Interval: 6, Max Interval: 47
Student(ID6743) => Min Interval: 1, Max Interval: 47
Student(ID6744) => Min Interval: 8, Max Interval: 46
Student(ID6746) => Min Interval: 3, Max Interval: 48
Student(ID6747) => Min Interval: 2, Max Interval: 39
Student(ID6748) => Min Interval: 5, Max Interval: 42
Student(ID6752) => Min Interval: 13, Max Interval: 39
Student(ID6753) => Min Interval: 4, Max Interval: 46
Student(ID6757) => Min Interval: 5, Max Interval: 42
Student(ID6758) => Min Interval: 1, Max Interval: 50
Student(ID6759) => Min Interval: 11, Max Interval: 48
Student(ID6761) => Min Interval: 8, Max Interval: 49
Student(ID6766) => Min Interval: 16, Max Interval: 48
Student(ID6768) => Min Interval: 6, Max Interval: 39
Student(ID6771) => Min Interval: 3, Max Interval: 42
Student(ID6772) => Min Interval: 10, Max Interval: 33
Student(ID6773) => Min Interval: 23, Max Interval: 48
Student(ID6774) => Min Interval: 6, Max Interval: 43
Student(ID6778) => Min Interval: 6, Max Interval: 47
Student(ID6779) => Min Interval: 0, Max Interval: 43
Student(ID6781) => Min Interval: 8, Max Interval: 46
Student(ID6782) => Min Interval: 16, Max Interval: 38
Student(ID6783) => Min Interval: 3, Max Interval: 45
Student(ID6784) => Min Interval: 5, Max Interval: 40
Student(ID6788) => Min Interval: 7, Max Interval: 29
Student(ID6789) => Min Interval: 6, Max Interval: 40
Student(ID6791) => Min Interval: 2, Max Interval: 38
Student(ID6792) => Min Interval: 3, Max Interval: 49
Student(ID6793) => Min Interval: 1, Max Interval: 48
Student(ID6798) => Min Interval: 8, Max Interval: 47
Student(ID6800) => Min Interval: 0, Max Interval: 46
Student(ID6801) => Min Interval: 0, Max Interval: 41
Student(ID6803) => Min Interval: 3, Max Interval: 42
Student(ID6806) => Min Interval: 7, Max Interval: 50
Student(ID6808) => Min Interval: 3, Max Interval: 47
Student(ID6810) => Min Interval: 2, Max Interval: 47
Student(ID6811) => Min Interval: 15, Max Interval: 48
Student(ID6813) => Min Interval: 4, Max Interval: 49
Student(ID6817) => Min Interval: 4, Max Interval: 47
Student(ID6819) => Min Interval: 14, Max Interval: 49
Student(ID6821) => Min Interval: 3, Max Interval: 47
Student(ID6822) => Min Interval: 7, Max Interval: 46
Student(ID6824) => Min Interval: 11, Max Interval: 32
Student(ID6825) => Min Interval: 4, Max Interval: 50
Student(ID6826) => Min Interval: 6, Max Interval: 49
Student(ID6827) => Min Interval: 2, Max Interval: 47
Student(ID6828) => Min Interval: 6, Max Interval: 44
Student(ID6829) => Min Interval: 23, Max Interval: 49
Student(ID6830) => Min Interval: 0, Max Interval: 43
Student(ID6831) => Min Interval: 5, Max Interval: 44
Student(ID6834) => Min Interval: 1, Max Interval: 48
Student(ID6837) => Min Interval: 30, Max Interval: 48
Student(ID6842) => Min Interval: 5, Max Interval: 48
Student(ID6843) => Min Interval: 7, Max Interval: 47
Student(ID6845) => Min Interval: 25, Max Interval: 48
Student(ID6847) => Min Interval: 6, Max Interval: 46
Student(ID6848) => Min Interval: 2, Max Interval: 46
Student(ID6849) => Min Interval: 11, Max Interval: 49
Student(ID6850) => Min Interval: 4, Max Interval: 47
Student(ID6852) => Min Interval: 2, Max Interval: 38
Student(ID6853) => Min Interval: 10, Max Interval: 50
Student(ID6854) => Min Interval: 25, Max Interval: 48
Student(ID6855) => Min Interval: 5, Max Interval: 46
Student(ID6857) => Min Interval: 9, Max Interval: 46
Student(ID6860) => Min Interval: 3, Max Interval: 48
Student(ID6861) => Min Interval: 8, Max Interval: 48
Student(ID6862) => Min Interval: 7, Max Interval: 44
Student(ID6865) => Min Interval: 14, Max Interval: 44
Student(ID6868) => Min Interval: 14, Max Interval: 44
Student(ID6870) => Min Interval: 6, Max Interval: 39
Student(ID6872) => Min Interval: 5, Max Interval: 42
Student(ID6874) => Min Interval: 4, Max Interval: 46
Student(ID6875) => Min Interval: 9, Max Interval: 44
Student(ID6877) => Min Interval: 9, Max Interval: 46
Student(ID6881) => Min Interval: 0, Max Interval: 46
Student(ID6882) => Min Interval: 1, Max Interval: 39
Student(ID6885) => Min Interval: 3, Max Interval: 43
Student(ID6887) => Min Interval: 12, Max Interval: 39
Student(ID6888) => Min Interval: 10, Max Interval: 39
Student(ID6889) => Min Interval: 2, Max Interval: 20
Student(ID6890) => Min Interval: 0, Max Interval: 45
Student(ID6892) => Min Interval: 1, Max Interval: 41
Student(ID6893) => Min Interval: 6, Max Interval: 44
Student(ID6894) => Min Interval: 5, Max Interval: 43
Student(ID6895) => Min Interval: 3, Max Interval: 48
Student(ID6899) => Min Interval: 5, Max Interval: 42
Student(ID6904) => Min Interval: 4, Max Interval: 43
Student(ID6905) => Min Interval: 6, Max Interval: 43
Student(ID6906) => Min Interval: 0, Max Interval: 42
Student(ID6907) => Min Interval: 2, Max Interval: 45
Student(ID6908) => Min Interval: 10, Max Interval: 50
Student(ID6909) => Min Interval: 6, Max Interval: 43
Student(ID6910) => Min Interval: 5, Max Interval: 45
Student(ID6911) => Min Interval: 6, Max Interval: 43
Student(ID6913) => Min Interval: 8, Max Interval: 20
Student(ID6914) => Min Interval: 2, Max Interval: 47
Student(ID6915) => Min Interval: 13, Max Interval: 40
Student(ID6918) => Min Interval: 4, Max Interval: 46
Student(ID6919) => Min Interval: 16, Max Interval: 29
Student(ID6920) => Min Interval: 13, Max Interval: 48
Student(ID6921) => Min Interval: 6, Max Interval: 42
Student(ID6923) => Min Interval: 8, Max Interval: 42
Student(ID6924) => Min Interval: 7, Max Interval: 45
Student(ID6926) => Min Interval: 6, Max Interval: 19
Student(ID6931) => Min Interval: 5, Max Interval: 45
Student(ID6933) => Min Interval: 3, Max Interval: 50
Student(ID6935) => Min Interval: 1, Max Interval: 45
Student(ID6936) => Min Interval: 1, Max Interval: 49
Student(ID6937) => Min Interval: 2, Max Interval: 46
Student(ID6938) => Min Interval: 17, Max Interval: 34
Student(ID6939) => Min Interval: 6, Max Interval: 46
Student(ID6941) => Min Interval: 9, Max Interval: 47
Student(ID6943) => Min Interval: 3, Max Interval: 44
Student(ID6945) => Min Interval: 7, Max Interval: 50
Student(ID6946) => Min Interval: 4, Max Interval: 49
Student(ID6949) => Min Interval: 9, Max Interval: 48
Student(ID6950) => Min Interval: 10, Max Interval: 43
Student(ID6951) => Min Interval: 0, Max Interval: 40
Student(ID6954) => Min Interval: 4, Max Interval: 47
Student(ID6955) => Min Interval: 6, Max Interval: 32
Student(ID6957) => Min Interval: 14, Max Interval: 48
Student(ID6960) => Min Interval: 3, Max Interval: 49
Student(ID6961) => Min Interval: 4, Max Interval: 49
Student(ID6963) => Min Interval: 4, Max Interval: 47
Student(ID6965) => Min Interval: 8, Max Interval: 48
Student(ID6966) => Min Interval: 5, Max Interval: 36
Student(ID6967) => Min Interval: 13, Max Interval: 40
Student(ID6968) => Min Interval: 9, Max Interval: 41
Student(ID6973) => Min Interval: 3, Max Interval: 48
Student(ID6974) => Min Interval: 0, Max Interval: 39
Student(ID6975) => Min Interval: 12, Max Interval: 35
Student(ID6976) => Min Interval: 4, Max Interval: 49
Student(ID6979) => Min Interval: 0, Max Interval: 49
Student(ID6981) => Min Interval: 10, Max Interval: 42
Student(ID6983) => Min Interval: 1, Max Interval: 43
Student(ID6987) => Min Interval: 22, Max Interval: 39
Student(ID6989) => Min Interval: 7, Max Interval: 48
Student(ID6993) => Min Interval: 2, Max Interval: 47
Student(ID6994) => Min Interval: 14, Max Interval: 48
Student(ID6995) => Min Interval: 25, Max Interval: 49
Student(ID6997) => Min Interval: 16, Max Interval: 43
Student(ID6998) => Min Interval: 3, Max Interval: 46
Student(ID6999) => Min Interval: 20, Max Interval: 44
Student(ID7004) => Min Interval: 4, Max Interval: 48
Student(ID7006) => Min Interval: 4, Max Interval: 41
Student(ID7007) => Min Interval: 2, Max Interval: 34
Student(ID7009) => Min Interval: 2, Max Interval: 36
Student(ID7010) => Min Interval: 19, Max Interval: 44
Student(ID7012) => Min Interval: 6, Max Interval: 45
Student(ID7013) => Min Interval: 4, Max Interval: 42
Student(ID7015) => Min Interval: 4, Max Interval: 43
Student(ID7018) => Min Interval: 1, Max Interval: 43
Student(ID7019) => Min Interval: 3, Max Interval: 41
Student(ID7020) => Min Interval: 3, Max Interval: 42
Student(ID7021) => Min Interval: 14, Max Interval: 48
Student(ID7022) => Min Interval: 1, Max Interval: 48
Student(ID7026) => Min Interval: 4, Max Interval: 48
Student(ID7027) => Min Interval: 7, Max Interval: 37
Student(ID7028) => Min Interval: 3, Max Interval: 26
Student(ID7029) => Min Interval: 7, Max Interval: 31
Student(ID7031) => Min Interval: 1, Max Interval: 50
Student(ID7032) => Min Interval: 10, Max Interval: 50
Student(ID7035) => Min Interval: 4, Max Interval: 47
Student(ID7037) => Min Interval: 4, Max Interval: 47
Student(ID7039) => Min Interval: 6, Max Interval: 50
Student(ID7041) => Min Interval: 5, Max Interval: 48
Student(ID7042) => Min Interval: 3, Max Interval: 47
Student(ID7045) => Min Interval: 4, Max Interval: 43
Student(ID7046) => Min Interval: 7, Max Interval: 47
Student(ID7050) => Min Interval: 6, Max Interval: 42
Student(ID7053) => Min Interval: 4, Max Interval: 50
Student(ID7054) => Min Interval: 9, Max Interval: 46
Student(ID7055) => Min Interval: 9, Max Interval: 48
Student(ID7056) => Min Interval: 5, Max Interval: 43
Student(ID7059) => Min Interval: 2, Max Interval: 45
Student(ID7062) => Min Interval: 2, Max Interval: 48
Student(ID7067) => Min Interval: 6, Max Interval: 31
Student(ID7068) => Min Interval: 11, Max Interval: 48
Student(ID7069) => Min Interval: 10, Max Interval: 46
Student(ID7070) => Min Interval: 9, Max Interval: 48
Student(ID7076) => Min Interval: 1, Max Interval: 32
Student(ID7077) => Min Interval: 10, Max Interval: 50
Student(ID7078) => Min Interval: 10, Max Interval: 34
Student(ID7079) => Min Interval: 1, Max Interval: 46
Student(ID7081) => Min Interval: 5, Max Interval: 47
Student(ID7082) => Min Interval: 2, Max Interval: 43
Student(ID7084) => Min Interval: 3, Max Interval: 49
Student(ID7085) => Min Interval: 0, Max Interval: 43
Student(ID7086) => Min Interval: 4, Max Interval: 42
Student(ID7087) => Min Interval: 4, Max Interval: 41
Student(ID7088) => Min Interval: 2, Max Interval: 49
Student(ID7089) => Min Interval: 7, Max Interval: 48
Student(ID7093) => Min Interval: 3, Max Interval: 50
Student(ID7097) => Min Interval: 8, Max Interval: 49
Student(ID7098) => Min Interval: 2, Max Interval: 27
Student(ID7099) => Min Interval: 1, Max Interval: 46
Student(ID7101) => Min Interval: 14, Max Interval: 34
Student(ID7102) => Min Interval: 9, Max Interval: 47
Student(ID7104) => Min Interval: 9, Max Interval: 45
Student(ID7107) => Min Interval: 4, Max Interval: 50
Student(ID7109) => Min Interval: 16, Max Interval: 49
Student(ID7111) => Min Interval: 0, Max Interval: 42
Student(ID7112) => Min Interval: 3, Max Interval: 43
Student(ID7115) => Min Interval: 3, Max Interval: 50
Student(ID7116) => Min Interval: 5, Max Interval: 48
Student(ID7117) => Min Interval: 2, Max Interval: 40
Student(ID7123) => Min Interval: 1, Max Interval: 41
Student(ID7124) => Min Interval: 1, Max Interval: 46
Student(ID7125) => Min Interval: 1, Max Interval: 42
Student(ID7126) => Min Interval: 12, Max Interval: 46
Student(ID7127) => Min Interval: 10, Max Interval: 49
Student(ID7128) => Min Interval: 5, Max Interval: 46
Student(ID7132) => Min Interval: 1, Max Interval: 50
Student(ID7133) => Min Interval: 6, Max Interval: 46
Student(ID7134) => Min Interval: 5, Max Interval: 30
Student(ID7136) => Min Interval: 6, Max Interval: 44
Student(ID7137) => Min Interval: 3, Max Interval: 29
Student(ID7140) => Min Interval: 5, Max Interval: 44
Student(ID7142) => Min Interval: 10, Max Interval: 35
Student(ID7145) => Min Interval: 2, Max Interval: 47
Student(ID7146) => Min Interval: 3, Max Interval: 49
Student(ID7148) => Min Interval: 5, Max Interval: 43
Student(ID7149) => Min Interval: 18, Max Interval: 23
Student(ID7150) => Min Interval: 2, Max Interval: 48
Student(ID7151) => Min Interval: 4, Max Interval: 47
Student(ID7152) => Min Interval: 3, Max Interval: 31
Student(ID7154) => Min Interval: 5, Max Interval: 42
Student(ID7156) => Min Interval: 6, Max Interval: 48
Student(ID7158) => Min Interval: 10, Max Interval: 48
Student(ID7160) => Min Interval: 4, Max Interval: 43
Student(ID7161) => Min Interval: 3, Max Interval: 47
Student(ID7163) => Min Interval: 4, Max Interval: 43
Student(ID7165) => Min Interval: 15, Max Interval: 46
Student(ID7167) => Min Interval: 1, Max Interval: 47
Student(ID7168) => Min Interval: 5, Max Interval: 49
Student(ID7169) => Min Interval: 0, Max Interval: 46
Student(ID7170) => Min Interval: 0, Max Interval: 46
Student(ID7174) => Min Interval: 8, Max Interval: 47
Student(ID7175) => Min Interval: 9, Max Interval: 48
Student(ID7182) => Min Interval: 1, Max Interval: 45
Student(ID7184) => Min Interval: 17, Max Interval: 31
Student(ID7185) => Min Interval: 0, Max Interval: 49
Student(ID7188) => Min Interval: 13, Max Interval: 47
Student(ID7190) => Min Interval: 26, Max Interval: 48
Student(ID7195) => Min Interval: 2, Max Interval: 49
Student(ID7196) => Min Interval: 4, Max Interval: 48
Student(ID7197) => Min Interval: 1, Max Interval: 37
Student(ID7199) => Min Interval: 3, Max Interval: 49
Student(ID7201) => Min Interval: 0, Max Interval: 41
Student(ID7202) => Min Interval: 4, Max Interval: 49
Student(ID7203) => Min Interval: 5, Max Interval: 47
Student(ID7204) => Min Interval: 2, Max Interval: 48
Student(ID7206) => Min Interval: 7, Max Interval: 42
Student(ID7209) => Min Interval: 7, Max Interval: 36
Student(ID7212) => Min Interval: 7, Max Interval: 50
Student(ID7213) => Min Interval: 1, Max Interval: 50
Student(ID7214) => Min Interval: 7, Max Interval: 42
Student(ID7216) => Min Interval: 9, Max Interval: 46
Student(ID7218) => Min Interval: 2, Max Interval: 49
Student(ID7219) => Min Interval: 4, Max Interval: 49
Student(ID7220) => Min Interval: 17, Max Interval: 45
Student(ID7224) => Min Interval: 0, Max Interval: 45
Student(ID7231) => Min Interval: 6, Max Interval: 50
Student(ID7232) => Min Interval: 4, Max Interval: 45
Student(ID7233) => Min Interval: 2, Max Interval: 46
Student(ID7239) => Min Interval: 9, Max Interval: 42
Student(ID7240) => Min Interval: 6, Max Interval: 50
Student(ID7242) => Min Interval: 3, Max Interval: 47
Student(ID7247) => Min Interval: 5, Max Interval: 46
Student(ID7248) => Min Interval: 8, Max Interval: 44
Student(ID7249) => Min Interval: 3, Max Interval: 47
Student(ID7251) => Min Interval: 0, Max Interval: 39
Student(ID7254) => Min Interval: 8, Max Interval: 48
Student(ID7255) => Min Interval: 2, Max Interval: 38
Student(ID7258) => Min Interval: 10, Max Interval: 50
Student(ID7259) => Min Interval: 11, Max Interval: 44
Student(ID7264) => Min Interval: 4, Max Interval: 37
Student(ID7266) => Min Interval: 3, Max Interval: 35
Student(ID7267) => Min Interval: 0, Max Interval: 36
Student(ID7268) => Min Interval: 2, Max Interval: 40
Student(ID7269) => Min Interval: 4, Max Interval: 39
Student(ID7270) => Min Interval: 21, Max Interval: 45
Student(ID7271) => Min Interval: 6, Max Interval: 45
Student(ID7273) => Min Interval: 6, Max Interval: 44
Student(ID7274) => Min Interval: 0, Max Interval: 46
Student(ID7277) => Min Interval: 4, Max Interval: 34
Student(ID7278) => Min Interval: 6, Max Interval: 42
Student(ID7279) => Min Interval: 3, Max Interval: 50
Student(ID7281) => Min Interval: 16, Max Interval: 47
Student(ID7285) => Min Interval: 3, Max Interval: 43
Student(ID7287) => Min Interval: 4, Max Interval: 41
Student(ID7288) => Min Interval: 10, Max Interval: 50
Student(ID7289) => Min Interval: 7, Max Interval: 39
Student(ID7290) => Min Interval: 5, Max Interval: 42
Student(ID7292) => Min Interval: 11, Max Interval: 48
Student(ID7296) => Min Interval: 0, Max Interval: 50
Student(ID7297) => Min Interval: 5, Max Interval: 44
Student(ID7300) => Min Interval: 2, Max Interval: 47
Student(ID7303) => Min Interval: 14, Max Interval: 45
Student(ID7304) => Min Interval: 9, Max Interval: 48
Student(ID7309) => Min Interval: 14, Max Interval: 35
Student(ID7320) => Min Interval: 6, Max Interval: 40
Student(ID7326) => Min Interval: 3, Max Interval: 47
Student(ID7332) => Min Interval: 6, Max Interval: 48
Student(ID7334) => Min Interval: 11, Max Interval: 50
Student(ID7335) => Min Interval: 14, Max Interval: 43
Student(ID7340) => Min Interval: 5, Max Interval: 47
Student(ID7342) => Min Interval: 6, Max Interval: 45
Student(ID7343) => Min Interval: 8, Max Interval: 47
Student(ID7347) => Min Interval: 0, Max Interval: 43
Student(ID7349) => Min Interval: 3, Max Interval: 47
Student(ID7355) => Min Interval: 9, Max Interval: 49
Student(ID7359) => Min Interval: 7, Max Interval: 50
Student(ID7361) => Min Interval: 7, Max Interval: 35
Student(ID7364) => Min Interval: 2, Max Interval: 42
Student(ID7366) => Min Interval: 26, Max Interval: 47
Student(ID7367) => Min Interval: 7, Max Interval: 42
Student(ID7368) => Min Interval: 0, Max Interval: 21
Student(ID7372) => Min Interval: 5, Max Interval: 49
Student(ID7375) => Min Interval: 4, Max Interval: 50
Student(ID7378) => Min Interval: 12, Max Interval: 47
Student(ID7380) => Min Interval: 6, Max Interval: 48
Student(ID7381) => Min Interval: 13, Max Interval: 36
Student(ID7383) => Min Interval: 8, Max Interval: 49
Student(ID7388) => Min Interval: 1, Max Interval: 50
Student(ID7398) => Min Interval: 4, Max Interval: 49
Student(ID7399) => Min Interval: 0, Max Interval: 45
