Stored fact information:
AssociateProfessor(ID0) => Min Interval: 37, Max Interval: 41
AssociateProfessor(ID6758) => Min Interval: 16, Max Interval: 51
AssociateProfessor(ID6759) => Min Interval: 10, Max Interval: 54
AssociateProfessor(ID6761) => Min Interval: 23, Max Interval: 50
AssociateProfessor(ID6766) => Min Interval: 11, Max Interval: 34
AssociateProfessor(ID6768) => Min Interval: 27, Max Interval: 31
AssociateProfessor(ID6771) => Min Interval: 18, Max Interval: 32
AssociateProfessor(ID6772) => Min Interval: 17, Max Interval: 41
AssociateProfessor(ID6773) => Min Interval: 12, Max Interval: 50
AssociateProfessor(ID6778) => Min Interval: 23, Max Interval: 35
AssociateProfessor(ID6779) => Min Interval: 15, Max Interval: 36
AssociateProfessor(ID6781) => Min Interval: 25, Max Interval: 45
AssociateProfessor(ID6782) => Min Interval: 31, Max Interval: 38
AssociateProfessor(ID6784) => Min Interval: 18, Max Interval: 53
AssociateProfessor(ID6788) => Min Interval: 7, Max Interval: 46
AssociateProfessor(ID6789) => Min Interval: 26, Max Interval: 33
AssociateProfessor(ID6791) => Min Interval: 17, Max Interval: 38
AssociateProfessor(ID6792) => Min Interval: 34, Max Interval: 50
AssociateProfessor(ID6793) => Min Interval: 9, Max Interval: 35
AssociateProfessor(ID6800) => Min Interval: 15, Max Interval: 38
AssociateProfessor(ID6801) => Min Interval: 35, Max Interval: 36
AssociateProfessor(ID6806) => Min Interval: 40, Max Interval: 51
AssociateProfessor(ID6808) => Min Interval: 11, Max Interval: 31
AssociateProfessor(ID6810) => Min Interval: 21, Max Interval: 47
AssociateProfessor(ID6814) => Min Interval: 7, Max Interval: 41
AssociateProfessor(ID6817) => Min Interval: 19, Max Interval: 43
AssociateProfessor(ID6821) => Min Interval: 20, Max Interval: 34
AssociateProfessor(ID6822) => Min Interval: 22, Max Interval: 36
AssociateProfessor(ID6824) => Min Interval: 13, Max Interval: 50
AssociateProfessor(ID6825) => Min Interval: 37, Max Interval: 51
AssociateProfessor(ID6826) => Min Interval: 43, Max Interval: 50
AssociateProfessor(ID6828) => Min Interval: 29, Max Interval: 42
AssociateProfessor(ID6831) => Min Interval: 35, Max Interval: 44
AssociateProfessor(ID6834) => Min Interval: 40, Max Interval: 48
AssociateProfessor(ID6837) => Min Interval: 21, Max Interval: 54
AssociateProfessor(ID6842) => Min Interval: 10, Max Interval: 50
AssociateProfessor(ID6843) => Min Interval: 23, Max Interval: 48
AssociateProfessor(ID6845) => Min Interval: 10, Max Interval: 27
AssociateProfessor(ID6848) => Min Interval: 19, Max Interval: 47
AssociateProfessor(ID6849) => Min Interval: 26, Max Interval: 50
AssociateProfessor(ID6850) => Min Interval: 41, Max Interval: 47
AssociateProfessor(ID6852) => Min Interval: 17, Max Interval: 39
AssociateProfessor(ID6853) => Min Interval: 26, Max Interval: 51
AssociateProfessor(ID6854) => Min Interval: 40, Max Interval: 49
AssociateProfessor(ID6855) => Min Interval: 11, Max Interval: 42
AssociateProfessor(ID6857) => Min Interval: 21, Max Interval: 45
AssociateProfessor(ID6859) => Min Interval: 5, Max Interval: 36
AssociateProfessor(ID6861) => Min Interval: 29, Max Interval: 49
AssociateProfessor(ID6862) => Min Interval: 44, Max Interval: 45
AssociateProfessor(ID6865) => Min Interval: 31, Max Interval: 45
AssociateProfessor(ID6868) => Min Interval: 16, Max Interval: 48
AssociateProfessor(ID6872) => Min Interval: 20, Max Interval: 42
AssociateProfessor(ID6874) => Min Interval: 44, Max Interval: 46
AssociateProfessor(ID6885) => Min Interval: 27, Max Interval: 36
AssociateProfessor(ID6887) => Min Interval: 14, Max Interval: 52
AssociateProfessor(ID6888) => Min Interval: 13, Max Interval: 54
AssociateProfessor(ID6889) => Min Interval: 19, Max Interval: 20
AssociateProfessor(ID6890) => Min Interval: 15, Max Interval: 46
AssociateProfessor(ID6892) => Min Interval: 31, Max Interval: 35
AssociateProfessor(ID6893) => Min Interval: 27, Max Interval: 41
AssociateProfessor(ID6894) => Min Interval: 26, Max Interval: 43
AssociateProfessor(ID6895) => Min Interval: 19, Max Interval: 46
AssociateProfessor(ID6904) => Min Interval: 19, Max Interval: 43
AssociateProfessor(ID6907) => Min Interval: 17, Max Interval: 38
AssociateProfessor(ID6908) => Min Interval: 25, Max Interval: 51
AssociateProfessor(ID6909) => Min Interval: 13, Max Interval: 50
AssociateProfessor(ID6910) => Min Interval: 38, Max Interval: 46
AssociateProfessor(ID6911) => Min Interval: 10, Max Interval: 54
AssociateProfessor(ID6914) => Min Interval: 18, Max Interval: 48
AssociateProfessor(ID6915) => Min Interval: 30, Max Interval: 41
AssociateProfessor(ID6918) => Min Interval: 19, Max Interval: 46
AssociateProfessor(ID6919) => Min Interval: 15, Max Interval: 55
AssociateProfessor(ID6920) => Min Interval: 42, Max Interval: 49
AssociateProfessor(ID6921) => Min Interval: 9, Max Interval: 52
AssociateProfessor(ID6923) => Min Interval: 16, Max Interval: 43
AssociateProfessor(ID6924) => Min Interval: 22, Max Interval: 29
AssociateProfessor(ID6926) => Min Interval: 28, Max Interval: 46
AssociateProfessor(ID6931) => Min Interval: 22, Max Interval: 45
AssociateProfessor(ID6933) => Min Interval: 18, Max Interval: 51
AssociateProfessor(ID6935) => Min Interval: 16, Max Interval: 35
AssociateProfessor(ID6936) => Min Interval: 17, Max Interval: 50
AssociateProfessor(ID6937) => Min Interval: 17, Max Interval: 47
AssociateProfessor(ID6938) => Min Interval: 12, Max Interval: 43
AssociateProfessor(ID6939) => Min Interval: 32, Max Interval: 44
AssociateProfessor(ID6941) => Min Interval: 24, Max Interval: 34
AssociateProfessor(ID6943) => Min Interval: 18, Max Interval: 44
AssociateProfessor(ID6946) => Min Interval: 29, Max Interval: 50
AssociateProfessor(ID6949) => Min Interval: 15, Max Interval: 52
AssociateProfessor(ID6951) => Min Interval: 35, Max Interval: 39
AssociateProfessor(ID6954) => Min Interval: 19, Max Interval: 42
AssociateProfessor(ID6956) => Min Interval: 12, Max Interval: 45
AssociateProfessor(ID6957) => Min Interval: 19, Max Interval: 49
AssociateProfessor(ID6960) => Min Interval: 18, Max Interval: 32
AssociateProfessor(ID6961) => Min Interval: 10, Max Interval: 53
AssociateProfessor(ID6963) => Min Interval: 19, Max Interval: 30
AssociateProfessor(ID6965) => Min Interval: 26, Max Interval: 49
AssociateProfessor(ID6966) => Min Interval: 26, Max Interval: 36
AssociateProfessor(ID6968) => Min Interval: 34, Max Interval: 42
AssociateProfessor(ID6973) => Min Interval: 31, Max Interval: 38
AssociateProfessor(ID6974) => Min Interval: 15, Max Interval: 32
AssociateProfessor(ID6975) => Min Interval: 27, Max Interval: 35
AssociateProfessor(ID6976) => Min Interval: 11, Max Interval: 46
AssociateProfessor(ID6978) => Min Interval: 2, Max Interval: 34
AssociateProfessor(ID6979) => Min Interval: 15, Max Interval: 24
AssociateProfessor(ID6981) => Min Interval: 8, Max Interval: 48
AssociateProfessor(ID6987) => Min Interval: 10, Max Interval: 52
AssociateProfessor(ID6989) => Min Interval: 9, Max Interval: 42
AssociateProfessor(ID6993) => Min Interval: 17, Max Interval: 38
AssociateProfessor(ID6994) => Min Interval: 32, Max Interval: 49
AssociateProfessor(ID6995) => Min Interval: 27, Max Interval: 48
AssociateProfessor(ID6997) => Min Interval: 11, Max Interval: 51
AssociateProfessor(ID6998) => Min Interval: 18, Max Interval: 32
AssociateProfessor(ID7004) => Min Interval: 40, Max Interval: 49
AssociateProfessor(ID7006) => Min Interval: 21, Max Interval: 43
AssociateProfessor(ID7007) => Min Interval: 17, Max Interval: 34
AssociateProfessor(ID7009) => Min Interval: 17, Max Interval: 18
AssociateProfessor(ID7010) => Min Interval: 10, Max Interval: 18
AssociateProfessor(ID7013) => Min Interval: 20, Max Interval: 41
AssociateProfessor(ID7015) => Min Interval: 42, Max Interval: 44
AssociateProfessor(ID7018) => Min Interval: 16, Max Interval: 38
AssociateProfessor(ID7019) => Min Interval: 18, Max Interval: 41
AssociateProfessor(ID7020) => Min Interval: 8, Max Interval: 50
AssociateProfessor(ID7021) => Min Interval: 29, Max Interval: 49
AssociateProfessor(ID7022) => Min Interval: 16, Max Interval: 49
AssociateProfessor(ID7026) => Min Interval: 8, Max Interval: 51
AssociateProfessor(ID7028) => Min Interval: 20, Max Interval: 27
AssociateProfessor(ID7029) => Min Interval: 11, Max Interval: 49
AssociateProfessor(ID7031) => Min Interval: 9, Max Interval: 53
AssociateProfessor(ID7032) => Min Interval: 33, Max Interval: 51
AssociateProfessor(ID7035) => Min Interval: 19, Max Interval: 55
AssociateProfessor(ID7037) => Min Interval: 29, Max Interval: 53
AssociateProfessor(ID7039) => Min Interval: 21, Max Interval: 51
AssociateProfessor(ID7041) => Min Interval: 20, Max Interval: 49
AssociateProfessor(ID7042) => Min Interval: 21, Max Interval: 48
AssociateProfessor(ID7046) => Min Interval: 23, Max Interval: 36
AssociateProfessor(ID7054) => Min Interval: 43, Max Interval: 46
AssociateProfessor(ID7055) => Min Interval: 24, Max Interval: 48
AssociateProfessor(ID7056) => Min Interval: 20, Max Interval: 31
AssociateProfessor(ID7059) => Min Interval: 17, Max Interval: 23
AssociateProfessor(ID7062) => Min Interval: 18, Max Interval: 49
AssociateProfessor(ID7067) => Min Interval: 25, Max Interval: 31
AssociateProfessor(ID7068) => Min Interval: 26, Max Interval: 49
AssociateProfessor(ID7070) => Min Interval: 25, Max Interval: 48
AssociateProfessor(ID7077) => Min Interval: 16, Max Interval: 50
AssociateProfessor(ID7078) => Min Interval: 27, Max Interval: 34
AssociateProfessor(ID7079) => Min Interval: 26, Max Interval: 46
AssociateProfessor(ID7081) => Min Interval: 29, Max Interval: 48
AssociateProfessor(ID7082) => Min Interval: 17, Max Interval: 37
AssociateProfessor(ID7084) => Min Interval: 18, Max Interval: 50
AssociateProfessor(ID7085) => Min Interval: 15, Max Interval: 20
AssociateProfessor(ID7087) => Min Interval: 16, Max Interval: 43
AssociateProfessor(ID7088) => Min Interval: 25, Max Interval: 49
AssociateProfessor(ID7089) => Min Interval: 17, Max Interval: 29
AssociateProfessor(ID7093) => Min Interval: 18, Max Interval: 51
AssociateProfessor(ID7097) => Min Interval: 23, Max Interval: 29
AssociateProfessor(ID7098) => Min Interval: 12, Max Interval: 47
AssociateProfessor(ID7101) => Min Interval: 12, Max Interval: 52
AssociateProfessor(ID7102) => Min Interval: 24, Max Interval: 48
AssociateProfessor(ID7104) => Min Interval: 32, Max Interval: 35
AssociateProfessor(ID7107) => Min Interval: 32, Max Interval: 51
AssociateProfessor(ID7109) => Min Interval: 31, Max Interval: 49
AssociateProfessor(ID7111) => Min Interval: 34, Max Interval: 40
AssociateProfessor(ID7112) => Min Interval: 18, Max Interval: 25
AssociateProfessor(ID7115) => Min Interval: 32, Max Interval: 36
AssociateProfessor(ID7116) => Min Interval: 33, Max Interval: 49
AssociateProfessor(ID7117) => Min Interval: 17, Max Interval: 41
AssociateProfessor(ID7125) => Min Interval: 16, Max Interval: 26
AssociateProfessor(ID7126) => Min Interval: 27, Max Interval: 45
AssociateProfessor(ID7127) => Min Interval: 33, Max Interval: 50
AssociateProfessor(ID7128) => Min Interval: 26, Max Interval: 30
AssociateProfessor(ID7132) => Min Interval: 22, Max Interval: 51
AssociateProfessor(ID7133) => Min Interval: 21, Max Interval: 46
AssociateProfessor(ID7134) => Min Interval: 36, Max Interval: 51
AssociateProfessor(ID7136) => Min Interval: 39, Max Interval: 44
AssociateProfessor(ID7137) => Min Interval: 12, Max Interval: 51
AssociateProfessor(ID7140) => Min Interval: 35, Max Interval: 45
AssociateProfessor(ID7146) => Min Interval: 18, Max Interval: 50
AssociateProfessor(ID7148) => Min Interval: 25, Max Interval: 31
AssociateProfessor(ID7149) => Min Interval: 10, Max Interval: 41
AssociateProfessor(ID7150) => Min Interval: 24, Max Interval: 49
AssociateProfessor(ID7151) => Min Interval: 30, Max Interval: 48
AssociateProfessor(ID7152) => Min Interval: 14, Max Interval: 47
AssociateProfessor(ID7154) => Min Interval: 25, Max Interval: 42
AssociateProfessor(ID7156) => Min Interval: 30, Max Interval: 49
AssociateProfessor(ID7158) => Min Interval: 26, Max Interval: 49
AssociateProfessor(ID7161) => Min Interval: 42, Max Interval: 44
AssociateProfessor(ID7165) => Min Interval: 31, Max Interval: 47
AssociateProfessor(ID7167) => Min Interval: 16, Max Interval: 42
AssociateProfessor(ID7168) => Min Interval: 43, Max Interval: 50
AssociateProfessor(ID7169) => Min Interval: 15, Max Interval: 39
AssociateProfessor(ID7170) => Min Interval: 15, Max Interval: 44
AssociateProfessor(ID7174) => Min Interval: 42, Max Interval: 48
AssociateProfessor(ID7182) => Min Interval: 16, Max Interval: 46
AssociateProfessor(ID7184) => Min Interval: 10, Max Interval: 47
AssociateProfessor(ID7185) => Min Interval: 15, Max Interval: 50
AssociateProfessor(ID7188) => Min Interval: 42, Max Interval: 48
AssociateProfessor(ID7195) => Min Interval: 17, Max Interval: 50
AssociateProfessor(ID7196) => Min Interval: 19, Max Interval: 48
AssociateProfessor(ID7197) => Min Interval: 16, Max Interval: 27
AssociateProfessor(ID7199) => Min Interval: 16, Max Interval: 37
AssociateProfessor(ID7201) => Min Interval: 15, Max Interval: 41
AssociateProfessor(ID7202) => Min Interval: 19, Max Interval: 35
AssociateProfessor(ID7203) => Min Interval: 27, Max Interval: 47
AssociateProfessor(ID7206) => Min Interval: 22, Max Interval: 38
AssociateProfessor(ID7210) => Min Interval: 7, Max Interval: 53
AssociateProfessor(ID7212) => Min Interval: 23, Max Interval: 51
AssociateProfessor(ID7213) => Min Interval: 22, Max Interval: 51
AssociateProfessor(ID7214) => Min Interval: 23, Max Interval: 34
AssociateProfessor(ID7216) => Min Interval: 28, Max Interval: 46
AssociateProfessor(ID7218) => Min Interval: 25, Max Interval: 50
AssociateProfessor(ID7219) => Min Interval: 19, Max Interval: 50
AssociateProfessor(ID7224) => Min Interval: 15, Max Interval: 25
AssociateProfessor(ID7231) => Min Interval: 21, Max Interval: 51
AssociateProfessor(ID7232) => Min Interval: 19, Max Interval: 46
AssociateProfessor(ID7233) => Min Interval: 20, Max Interval: 42
AssociateProfessor(ID7240) => Min Interval: 11, Max Interval: 42
AssociateProfessor(ID7242) => Min Interval: 32, Max Interval: 47
AssociateProfessor(ID7247) => Min Interval: 33, Max Interval: 47
AssociateProfessor(ID7248) => Min Interval: 12, Max Interval: 52
AssociateProfessor(ID7249) => Min Interval: 26, Max Interval: 48
AssociateProfessor(ID7251) => Min Interval: 15, Max Interval: 21
AssociateProfessor(ID7254) => Min Interval: 32, Max Interval: 49
AssociateProfessor(ID7255) => Min Interval: 25, Max Interval: 38
AssociateProfessor(ID7258) => Min Interval: 12, Max Interval: 53
AssociateProfessor(ID7259) => Min Interval: 26, Max Interval: 40
AssociateProfessor(ID7264) => Min Interval: 19, Max Interval: 33
AssociateProfessor(ID7267) => Min Interval: 15, Max Interval: 36
AssociateProfessor(ID7268) => Min Interval: 13, Max Interval: 28
AssociateProfessor(ID7269) => Min Interval: 19, Max Interval: 40
AssociateProfessor(ID7270) => Min Interval: 10, Max Interval: 49
AssociateProfessor(ID7271) => Min Interval: 21, Max Interval: 46
AssociateProfessor(ID7273) => Min Interval: 44, Max Interval: 45
AssociateProfessor(ID7274) => Min Interval: 15, Max Interval: 29
AssociateProfessor(ID7278) => Min Interval: 12, Max Interval: 45
AssociateProfessor(ID7279) => Min Interval: 21, Max Interval: 51
AssociateProfessor(ID7285) => Min Interval: 31, Max Interval: 44
AssociateProfessor(ID7287) => Min Interval: 19, Max Interval: 42
AssociateProfessor(ID7288) => Min Interval: 34, Max Interval: 51
AssociateProfessor(ID7289) => Min Interval: 22, Max Interval: 31
AssociateProfessor(ID7290) => Min Interval: 16, Max Interval: 53
AssociateProfessor(ID7292) => Min Interval: 26, Max Interval: 43
AssociateProfessor(ID7296) => Min Interval: 15, Max Interval: 36
AssociateProfessor(ID7297) => Min Interval: 22, Max Interval: 44
AssociateProfessor(ID7303) => Min Interval: 11, Max Interval: 25
AssociateProfessor(ID7320) => Min Interval: 29, Max Interval: 32
AssociateProfessor(ID7326) => Min Interval: 10, Max Interval: 43
AssociateProfessor(ID7332) => Min Interval: 26, Max Interval: 48
AssociateProfessor(ID7334) => Min Interval: 26, Max Interval: 50
AssociateProfessor(ID7340) => Min Interval: 24, Max Interval: 48
AssociateProfessor(ID7342) => Min Interval: 21, Max Interval: 42
AssociateProfessor(ID7343) => Min Interval: 16, Max Interval: 46
AssociateProfessor(ID7347) => Min Interval: 23, Max Interval: 41
AssociateProfessor(ID7349) => Min Interval: 29, Max Interval: 35
AssociateProfessor(ID7355) => Min Interval: 27, Max Interval: 50
AssociateProfessor(ID7359) => Min Interval: 45, Max Interval: 51
AssociateProfessor(ID7364) => Min Interval: 32, Max Interval: 35
AssociateProfessor(ID7366) => Min Interval: 10, Max Interval: 46
AssociateProfessor(ID7367) => Min Interval: 22, Max Interval: 43
AssociateProfessor(ID7372) => Min Interval: 20, Max Interval: 32
AssociateProfessor(ID7375) => Min Interval: 19, Max Interval: 51
AssociateProfessor(ID7378) => Min Interval: 27, Max Interval: 36
AssociateProfessor(ID7380) => Min Interval: 21, Max Interval: 49
AssociateProfessor(ID7381) => Min Interval: 28, Max Interval: 31
AssociateProfessor(ID7388) => Min Interval: 16, Max Interval: 51
AssociateProfessor(ID7398) => Min Interval: 19, Max Interval: 49
AssociateProfessor(ID7399) => Min Interval: 15, Max Interval: 45
AssociateProfessor(ID7400) => Min Interval: 26, Max Interval: 51
AssociateProfessor(ID7402) => Min Interval: 26, Max Interval: 39
AssociateProfessor(ID7406) => Min Interval: 46, Max Interval: 47
AssociateProfessor(ID7408) => Min Interval: 15, Max Interval: 41
AssociateProfessor(ID7412) => Min Interval: 20, Max Interval: 51
AssociateProfessor(ID7413) => Min Interval: 24, Max Interval: 35
