Stored fact information:
SmartStudent(ID0) => Min Interval: 22, Max Interval: 40
SmartStudent(ID6881) => Min Interval: 24, Max Interval: 29
SmartStudent(ID6882) => Min Interval: 22, Max Interval: 22
SmartStudent(ID6885) => Min Interval: 22, Max Interval: 35
SmartStudent(ID6887) => Min Interval: 31, Max Interval: 45
SmartStudent(ID6888) => Min Interval: 22, Max Interval: 48
SmartStudent(ID6890) => Min Interval: 22, Max Interval: 35
SmartStudent(ID6892) => Min Interval: 22, Max Interval: 34
SmartStudent(ID6893) => Min Interval: 22, Max Interval: 40
SmartStudent(ID6894) => Min Interval: 22, Max Interval: 28
SmartStudent(ID6895) => Min Interval: 22, Max Interval: 43
SmartStudent(ID6899) => Min Interval: 22, Max Interval: 39
SmartStudent(ID6904) => Min Interval: 22, Max Interval: 38
SmartStudent(ID6907) => Min Interval: 22, Max Interval: 37
SmartStudent(ID6908) => Min Interval: 22, Max Interval: 49
SmartStudent(ID6909) => Min Interval: 22, Max Interval: 43
SmartStudent(ID6910) => Min Interval: 23, Max Interval: 45
SmartStudent(ID6911) => Min Interval: 22, Max Interval: 30
SmartStudent(ID6914) => Min Interval: 22, Max Interval: 45
SmartStudent(ID6915) => Min Interval: 22, Max Interval: 38
SmartStudent(ID6918) => Min Interval: 22, Max Interval: 45
SmartStudent(ID6919) => Min Interval: 33, Max Interval: 44
SmartStudent(ID6920) => Min Interval: 27, Max Interval: 46
SmartStudent(ID6921) => Min Interval: 22, Max Interval: 45
SmartStudent(ID6923) => Min Interval: 22, Max Interval: 28
SmartStudent(ID6924) => Min Interval: 24, Max Interval: 37
SmartStudent(ID6926) => Min Interval: 22, Max Interval: 40
SmartStudent(ID6931) => Min Interval: 22, Max Interval: 27
SmartStudent(ID6933) => Min Interval: 22, Max Interval: 46
SmartStudent(ID6935) => Min Interval: 22, Max Interval: 34
SmartStudent(ID6936) => Min Interval: 26, Max Interval: 46
SmartStudent(ID6937) => Min Interval: 22, Max Interval: 46
SmartStudent(ID6938) => Min Interval: 22, Max Interval: 36
SmartStudent(ID6939) => Min Interval: 22, Max Interval: 43
SmartStudent(ID6941) => Min Interval: 22, Max Interval: 33
SmartStudent(ID6943) => Min Interval: 22, Max Interval: 26
SmartStudent(ID6945) => Min Interval: 40, Max Interval: 50
SmartStudent(ID6946) => Min Interval: 22, Max Interval: 48
SmartStudent(ID6949) => Min Interval: 22, Max Interval: 30
SmartStudent(ID6950) => Min Interval: 22, Max Interval: 42
SmartStudent(ID6951) => Min Interval: 22, Max Interval: 30
SmartStudent(ID6954) => Min Interval: 22, Max Interval: 41
SmartStudent(ID6955) => Min Interval: 22, Max Interval: 22
SmartStudent(ID6957) => Min Interval: 22, Max Interval: 42
SmartStudent(ID6960) => Min Interval: 22, Max Interval: 31
SmartStudent(ID6961) => Min Interval: 22, Max Interval: 35
SmartStudent(ID6965) => Min Interval: 22, Max Interval: 48
SmartStudent(ID6966) => Min Interval: 22, Max Interval: 35
SmartStudent(ID6967) => Min Interval: 22, Max Interval: 40
SmartStudent(ID6968) => Min Interval: 25, Max Interval: 38
SmartStudent(ID6973) => Min Interval: 22, Max Interval: 37
SmartStudent(ID6974) => Min Interval: 22, Max Interval: 31
SmartStudent(ID6975) => Min Interval: 27, Max Interval: 31
SmartStudent(ID6976) => Min Interval: 22, Max Interval: 28
SmartStudent(ID6979) => Min Interval: 23, Max Interval: 23
SmartStudent(ID6981) => Min Interval: 22, Max Interval: 33
SmartStudent(ID6983) => Min Interval: 33, Max Interval: 35
SmartStudent(ID6987) => Min Interval: 22, Max Interval: 23
SmartStudent(ID6989) => Min Interval: 23, Max Interval: 35
SmartStudent(ID6993) => Min Interval: 22, Max Interval: 37
SmartStudent(ID6994) => Min Interval: 27, Max Interval: 48
SmartStudent(ID6995) => Min Interval: 29, Max Interval: 41
SmartStudent(ID6997) => Min Interval: 22, Max Interval: 44
SmartStudent(ID6998) => Min Interval: 22, Max Interval: 25
SmartStudent(ID6999) => Min Interval: 24, Max Interval: 38
SmartStudent(ID7004) => Min Interval: 25, Max Interval: 26
SmartStudent(ID7006) => Min Interval: 34, Max Interval: 36
SmartStudent(ID7007) => Min Interval: 22, Max Interval: 26
SmartStudent(ID7009) => Min Interval: 35, Max Interval: 35
SmartStudent(ID7012) => Min Interval: 36, Max Interval: 38
SmartStudent(ID7013) => Min Interval: 22, Max Interval: 40
SmartStudent(ID7015) => Min Interval: 27, Max Interval: 43
SmartStudent(ID7018) => Min Interval: 22, Max Interval: 37
SmartStudent(ID7019) => Min Interval: 24, Max Interval: 40
SmartStudent(ID7021) => Min Interval: 22, Max Interval: 26
SmartStudent(ID7022) => Min Interval: 25, Max Interval: 48
SmartStudent(ID7026) => Min Interval: 24, Max Interval: 39
SmartStudent(ID7028) => Min Interval: 22, Max Interval: 26
SmartStudent(ID7029) => Min Interval: 22, Max Interval: 25
SmartStudent(ID7031) => Min Interval: 22, Max Interval: 28
SmartStudent(ID7032) => Min Interval: 22, Max Interval: 50
SmartStudent(ID7035) => Min Interval: 22, Max Interval: 50
SmartStudent(ID7037) => Min Interval: 35, Max Interval: 38
SmartStudent(ID7039) => Min Interval: 22, Max Interval: 31
SmartStudent(ID7041) => Min Interval: 22, Max Interval: 42
SmartStudent(ID7042) => Min Interval: 22, Max Interval: 47
SmartStudent(ID7045) => Min Interval: 32, Max Interval: 42
SmartStudent(ID7053) => Min Interval: 28, Max Interval: 37
SmartStudent(ID7054) => Min Interval: 22, Max Interval: 45
SmartStudent(ID7055) => Min Interval: 26, Max Interval: 47
SmartStudent(ID7056) => Min Interval: 22, Max Interval: 30
SmartStudent(ID7059) => Min Interval: 22, Max Interval: 22
SmartStudent(ID7062) => Min Interval: 24, Max Interval: 36
SmartStudent(ID7067) => Min Interval: 22, Max Interval: 24
SmartStudent(ID7068) => Min Interval: 23, Max Interval: 46
SmartStudent(ID7069) => Min Interval: 22, Max Interval: 34
SmartStudent(ID7070) => Min Interval: 22, Max Interval: 26
SmartStudent(ID7077) => Min Interval: 22, Max Interval: 47
SmartStudent(ID7078) => Min Interval: 22, Max Interval: 33
SmartStudent(ID7079) => Min Interval: 22, Max Interval: 45
SmartStudent(ID7081) => Min Interval: 22, Max Interval: 47
SmartStudent(ID7082) => Min Interval: 33, Max Interval: 36
SmartStudent(ID7084) => Min Interval: 22, Max Interval: 37
SmartStudent(ID7086) => Min Interval: 22, Max Interval: 22
SmartStudent(ID7087) => Min Interval: 22, Max Interval: 36
SmartStudent(ID7088) => Min Interval: 22, Max Interval: 46
SmartStudent(ID7089) => Min Interval: 22, Max Interval: 26
SmartStudent(ID7093) => Min Interval: 22, Max Interval: 36
SmartStudent(ID7097) => Min Interval: 22, Max Interval: 28
SmartStudent(ID7098) => Min Interval: 38, Max Interval: 41
SmartStudent(ID7099) => Min Interval: 34, Max Interval: 46
SmartStudent(ID7101) => Min Interval: 22, Max Interval: 49
SmartStudent(ID7102) => Min Interval: 33, Max Interval: 47
SmartStudent(ID7104) => Min Interval: 22, Max Interval: 29
SmartStudent(ID7107) => Min Interval: 22, Max Interval: 50
SmartStudent(ID7109) => Min Interval: 26, Max Interval: 48
SmartStudent(ID7111) => Min Interval: 22, Max Interval: 39
SmartStudent(ID7112) => Min Interval: 22, Max Interval: 24
SmartStudent(ID7115) => Min Interval: 22, Max Interval: 47
SmartStudent(ID7116) => Min Interval: 22, Max Interval: 39
SmartStudent(ID7117) => Min Interval: 22, Max Interval: 33
SmartStudent(ID7123) => Min Interval: 28, Max Interval: 37
SmartStudent(ID7124) => Min Interval: 29, Max Interval: 33
SmartStudent(ID7125) => Min Interval: 22, Max Interval: 25
SmartStudent(ID7126) => Min Interval: 29, Max Interval: 32
SmartStudent(ID7127) => Min Interval: 22, Max Interval: 49
SmartStudent(ID7128) => Min Interval: 22, Max Interval: 29
SmartStudent(ID7132) => Min Interval: 22, Max Interval: 24
SmartStudent(ID7133) => Min Interval: 22, Max Interval: 41
SmartStudent(ID7134) => Min Interval: 43, Max Interval: 47
SmartStudent(ID7136) => Min Interval: 24, Max Interval: 43
SmartStudent(ID7137) => Min Interval: 22, Max Interval: 48
SmartStudent(ID7140) => Min Interval: 22, Max Interval: 35
SmartStudent(ID7142) => Min Interval: 33, Max Interval: 35
SmartStudent(ID7145) => Min Interval: 37, Max Interval: 47
SmartStudent(ID7146) => Min Interval: 22, Max Interval: 49
SmartStudent(ID7148) => Min Interval: 22, Max Interval: 30
SmartStudent(ID7149) => Min Interval: 22, Max Interval: 34
SmartStudent(ID7150) => Min Interval: 32, Max Interval: 41
SmartStudent(ID7151) => Min Interval: 32, Max Interval: 39
SmartStudent(ID7152) => Min Interval: 37, Max Interval: 44
SmartStudent(ID7154) => Min Interval: 22, Max Interval: 38
SmartStudent(ID7158) => Min Interval: 22, Max Interval: 48
SmartStudent(ID7160) => Min Interval: 38, Max Interval: 40
SmartStudent(ID7161) => Min Interval: 27, Max Interval: 43
SmartStudent(ID7163) => Min Interval: 22, Max Interval: 40
SmartStudent(ID7165) => Min Interval: 22, Max Interval: 46
SmartStudent(ID7167) => Min Interval: 26, Max Interval: 41
SmartStudent(ID7168) => Min Interval: 22, Max Interval: 36
SmartStudent(ID7169) => Min Interval: 22, Max Interval: 38
SmartStudent(ID7170) => Min Interval: 22, Max Interval: 43
SmartStudent(ID7174) => Min Interval: 33, Max Interval: 45
SmartStudent(ID7175) => Min Interval: 37, Max Interval: 48
SmartStudent(ID7182) => Min Interval: 22, Max Interval: 45
SmartStudent(ID7184) => Min Interval: 22, Max Interval: 40
SmartStudent(ID7185) => Min Interval: 22, Max Interval: 49
SmartStudent(ID7188) => Min Interval: 27, Max Interval: 44
SmartStudent(ID7190) => Min Interval: 28, Max Interval: 32
SmartStudent(ID7195) => Min Interval: 22, Max Interval: 47
SmartStudent(ID7196) => Min Interval: 24, Max Interval: 47
SmartStudent(ID7199) => Min Interval: 28, Max Interval: 48
SmartStudent(ID7201) => Min Interval: 22, Max Interval: 32
SmartStudent(ID7203) => Min Interval: 22, Max Interval: 38
SmartStudent(ID7204) => Min Interval: 42, Max Interval: 48
SmartStudent(ID7206) => Min Interval: 27, Max Interval: 37
SmartStudent(ID7212) => Min Interval: 22, Max Interval: 30
SmartStudent(ID7213) => Min Interval: 22, Max Interval: 48
SmartStudent(ID7214) => Min Interval: 22, Max Interval: 33
SmartStudent(ID7216) => Min Interval: 22, Max Interval: 45
SmartStudent(ID7218) => Min Interval: 22, Max Interval: 22
SmartStudent(ID7219) => Min Interval: 30, Max Interval: 43
SmartStudent(ID7220) => Min Interval: 22, Max Interval: 42
SmartStudent(ID7224) => Min Interval: 22, Max Interval: 24
SmartStudent(ID7231) => Min Interval: 22, Max Interval: 30
SmartStudent(ID7232) => Min Interval: 31, Max Interval: 45
SmartStudent(ID7233) => Min Interval: 22, Max Interval: 41
SmartStudent(ID7239) => Min Interval: 22, Max Interval: 33
SmartStudent(ID7240) => Min Interval: 22, Max Interval: 37
SmartStudent(ID7242) => Min Interval: 26, Max Interval: 31
SmartStudent(ID7247) => Min Interval: 22, Max Interval: 46
SmartStudent(ID7248) => Min Interval: 22, Max Interval: 39
SmartStudent(ID7249) => Min Interval: 27, Max Interval: 47
SmartStudent(ID7251) => Min Interval: 30, Max Interval: 32
SmartStudent(ID7254) => Min Interval: 22, Max Interval: 34
SmartStudent(ID7255) => Min Interval: 22, Max Interval: 36
SmartStudent(ID7258) => Min Interval: 34, Max Interval: 46
SmartStudent(ID7259) => Min Interval: 22, Max Interval: 39
SmartStudent(ID7264) => Min Interval: 22, Max Interval: 32
SmartStudent(ID7267) => Min Interval: 22, Max Interval: 28
SmartStudent(ID7269) => Min Interval: 22, Max Interval: 39
SmartStudent(ID7270) => Min Interval: 22, Max Interval: 46
SmartStudent(ID7271) => Min Interval: 22, Max Interval: 45
SmartStudent(ID7274) => Min Interval: 22, Max Interval: 28
SmartStudent(ID7277) => Min Interval: 22, Max Interval: 23
SmartStudent(ID7278) => Min Interval: 25, Max Interval: 42
SmartStudent(ID7279) => Min Interval: 22, Max Interval: 36
SmartStudent(ID7281) => Min Interval: 28, Max Interval: 33
SmartStudent(ID7285) => Min Interval: 22, Max Interval: 43
SmartStudent(ID7287) => Min Interval: 22, Max Interval: 38
SmartStudent(ID7288) => Min Interval: 22, Max Interval: 37
SmartStudent(ID7289) => Min Interval: 22, Max Interval: 30
SmartStudent(ID7290) => Min Interval: 23, Max Interval: 45
SmartStudent(ID7292) => Min Interval: 22, Max Interval: 42
SmartStudent(ID7297) => Min Interval: 22, Max Interval: 42
SmartStudent(ID7300) => Min Interval: 39, Max Interval: 46
SmartStudent(ID7303) => Min Interval: 22, Max Interval: 22
SmartStudent(ID7304) => Min Interval: 22, Max Interval: 25
SmartStudent(ID7309) => Min Interval: 22, Max Interval: 25
SmartStudent(ID7320) => Min Interval: 22, Max Interval: 25
SmartStudent(ID7326) => Min Interval: 26, Max Interval: 45
SmartStudent(ID7332) => Min Interval: 22, Max Interval: 47
SmartStudent(ID7334) => Min Interval: 22, Max Interval: 33
SmartStudent(ID7335) => Min Interval: 31, Max Interval: 41
SmartStudent(ID7340) => Min Interval: 22, Max Interval: 34
SmartStudent(ID7342) => Min Interval: 22, Max Interval: 41
SmartStudent(ID7343) => Min Interval: 33, Max Interval: 34
SmartStudent(ID7347) => Min Interval: 22, Max Interval: 35
SmartStudent(ID7349) => Min Interval: 22, Max Interval: 34
SmartStudent(ID7355) => Min Interval: 22, Max Interval: 49
SmartStudent(ID7359) => Min Interval: 30, Max Interval: 49
SmartStudent(ID7364) => Min Interval: 22, Max Interval: 34
SmartStudent(ID7367) => Min Interval: 22, Max Interval: 42
SmartStudent(ID7372) => Min Interval: 22, Max Interval: 40
SmartStudent(ID7375) => Min Interval: 22, Max Interval: 47
SmartStudent(ID7378) => Min Interval: 30, Max Interval: 35
SmartStudent(ID7380) => Min Interval: 22, Max Interval: 48
SmartStudent(ID7381) => Min Interval: 22, Max Interval: 30
SmartStudent(ID7398) => Min Interval: 22, Max Interval: 47
SmartStudent(ID7399) => Min Interval: 22, Max Interval: 30
SmartStudent(ID7400) => Min Interval: 46, Max Interval: 49
SmartStudent(ID7402) => Min Interval: 22, Max Interval: 38
SmartStudent(ID7406) => Min Interval: 31, Max Interval: 46
SmartStudent(ID7408) => Min Interval: 22, Max Interval: 40
SmartStudent(ID7412) => Min Interval: 28, Max Interval: 36
SmartStudent(ID7413) => Min Interval: 26, Max Interval: 34
SmartStudent(ID7415) => Min Interval: 22, Max Interval: 40
SmartStudent(ID7421) => Min Interval: 22, Max Interval: 41
SmartStudent(ID7424) => Min Interval: 36, Max Interval: 48
SmartStudent(ID7429) => Min Interval: 34, Max Interval: 37
SmartStudent(ID7432) => Min Interval: 33, Max Interval: 37
SmartStudent(ID7435) => Min Interval: 22, Max Interval: 44
SmartStudent(ID7436) => Min Interval: 22, Max Interval: 38
SmartStudent(ID7440) => Min Interval: 22, Max Interval: 43
SmartStudent(ID7445) => Min Interval: 22, Max Interval: 43
SmartStudent(ID7448) => Min Interval: 25, Max Interval: 47
SmartStudent(ID7451) => Min Interval: 22, Max Interval: 43
SmartStudent(ID7452) => Min Interval: 30, Max Interval: 49
SmartStudent(ID7456) => Min Interval: 22, Max Interval: 44
SmartStudent(ID7457) => Min Interval: 22, Max Interval: 43
SmartStudent(ID7461) => Min Interval: 24, Max Interval: 38
SmartStudent(ID7464) => Min Interval: 22, Max Interval: 44
SmartStudent(ID7468) => Min Interval: 22, Max Interval: 27
SmartStudent(ID7471) => Min Interval: 22, Max Interval: 42
SmartStudent(ID7476) => Min Interval: 22, Max Interval: 43
SmartStudent(ID7480) => Min Interval: 22, Max Interval: 43
SmartStudent(ID7489) => Min Interval: 22, Max Interval: 25
SmartStudent(ID7496) => Min Interval: 22, Max Interval: 35
SmartStudent(ID7515) => Min Interval: 22, Max Interval: 44
SmartStudent(ID7525) => Min Interval: 22, Max Interval: 49
SmartStudent(ID7530) => Min Interval: 22, Max Interval: 40
SmartStudent(ID7545) => Min Interval: 22, Max Interval: 23
SmartStudent(ID7548) => Min Interval: 31, Max Interval: 48
SmartStudent(ID7553) => Min Interval: 28, Max Interval: 34
SmartStudent(ID7568) => Min Interval: 38, Max Interval: 47
SmartStudent(ID7623) => Min Interval: 22, Max Interval: 44
SmartStudent(ID7625) => Min Interval: 22, Max Interval: 46
SmartStudent(ID7627) => Min Interval: 22, Max Interval: 35
SmartStudent(ID7630) => Min Interval: 22, Max Interval: 41
SmartStudent(ID7631) => Min Interval: 22, Max Interval: 47
SmartStudent(ID7632) => Min Interval: 22, Max Interval: 30
SmartStudent(ID7633) => Min Interval: 41, Max Interval: 48
SmartStudent(ID7637) => Min Interval: 22, Max Interval: 24
SmartStudent(ID7638) => Min Interval: 22, Max Interval: 42
SmartStudent(ID7639) => Min Interval: 22, Max Interval: 35
SmartStudent(ID7640) => Min Interval: 22, Max Interval: 43
SmartStudent(ID7642) => Min Interval: 22, Max Interval: 22
SmartStudent(ID7645) => Min Interval: 44, Max Interval: 45
SmartStudent(ID7647) => Min Interval: 22, Max Interval: 39
SmartStudent(ID7649) => Min Interval: 22, Max Interval: 27
SmartStudent(ID7651) => Min Interval: 22, Max Interval: 42
SmartStudent(ID7652) => Min Interval: 22, Max Interval: 40
SmartStudent(ID7654) => Min Interval: 37, Max Interval: 42
SmartStudent(ID7657) => Min Interval: 23, Max Interval: 40
SmartStudent(ID7658) => Min Interval: 22, Max Interval: 31
SmartStudent(ID7661) => Min Interval: 37, Max Interval: 40
SmartStudent(ID7666) => Min Interval: 22, Max Interval: 27
SmartStudent(ID7668) => Min Interval: 22, Max Interval: 46
SmartStudent(ID7669) => Min Interval: 22, Max Interval: 34
SmartStudent(ID7674) => Min Interval: 23, Max Interval: 46
SmartStudent(ID7675) => Min Interval: 22, Max Interval: 38
SmartStudent(ID7676) => Min Interval: 29, Max Interval: 37
SmartStudent(ID7679) => Min Interval: 24, Max Interval: 43
SmartStudent(ID7680) => Min Interval: 38, Max Interval: 47
SmartStudent(ID7681) => Min Interval: 22, Max Interval: 33
SmartStudent(ID7683) => Min Interval: 22, Max Interval: 43
SmartStudent(ID7687) => Min Interval: 31, Max Interval: 42
SmartStudent(ID7688) => Min Interval: 22, Max Interval: 46
SmartStudent(ID7692) => Min Interval: 22, Max Interval: 44
SmartStudent(ID7693) => Min Interval: 22, Max Interval: 37
SmartStudent(ID7696) => Min Interval: 22, Max Interval: 40
SmartStudent(ID7699) => Min Interval: 30, Max Interval: 47
SmartStudent(ID7700) => Min Interval: 22, Max Interval: 39
SmartStudent(ID7701) => Min Interval: 22, Max Interval: 25
SmartStudent(ID7702) => Min Interval: 27, Max Interval: 42
SmartStudent(ID7709) => Min Interval: 43, Max Interval: 48
SmartStudent(ID7711) => Min Interval: 22, Max Interval: 39
SmartStudent(ID7712) => Min Interval: 22, Max Interval: 26
SmartStudent(ID7713) => Min Interval: 22, Max Interval: 32
SmartStudent(ID7714) => Min Interval: 22, Max Interval: 26
SmartStudent(ID7716) => Min Interval: 22, Max Interval: 34
SmartStudent(ID7718) => Min Interval: 22, Max Interval: 36
SmartStudent(ID7721) => Min Interval: 23, Max Interval: 41
SmartStudent(ID7724) => Min Interval: 22, Max Interval: 48
SmartStudent(ID7725) => Min Interval: 44, Max Interval: 48
