Stored fact information:
Faculty(ID0) => Min Interval: 30, Max Interval: 41
Faculty(ID6824) => Min Interval: 6, Max Interval: 50
Faculty(ID6825) => Min Interval: 30, Max Interval: 51
Faculty(ID6826) => Min Interval: 36, Max Interval: 50
Faculty(ID6827) => Min Interval: 10, Max Interval: 11
Faculty(ID6828) => Min Interval: 22, Max Interval: 42
Faculty(ID6830) => Min Interval: 8, Max Interval: 8
Faculty(ID6831) => Min Interval: 28, Max Interval: 44
Faculty(ID6834) => Min Interval: 33, Max Interval: 48
Faculty(ID6837) => Min Interval: 14, Max Interval: 54
Faculty(ID6842) => Min Interval: 3, Max Interval: 50
Faculty(ID6843) => Min Interval: 16, Max Interval: 48
Faculty(ID6845) => Min Interval: 3, Max Interval: 27
Faculty(ID6848) => Min Interval: 12, Max Interval: 47
Faculty(ID6849) => Min Interval: 19, Max Interval: 50
Faculty(ID6850) => Min Interval: 34, Max Interval: 47
Faculty(ID6852) => Min Interval: 10, Max Interval: 39
Faculty(ID6853) => Min Interval: 19, Max Interval: 51
Faculty(ID6854) => Min Interval: 33, Max Interval: 49
Faculty(ID6855) => Min Interval: 4, Max Interval: 42
Faculty(ID6857) => Min Interval: 14, Max Interval: 45
Faculty(ID6859) => Min Interval: 0, Max Interval: 99
Faculty(ID6861) => Min Interval: 22, Max Interval: 49
Faculty(ID6862) => Min Interval: 37, Max Interval: 45
Faculty(ID6865) => Min Interval: 24, Max Interval: 45
Faculty(ID6868) => Min Interval: 9, Max Interval: 48
Faculty(ID6872) => Min Interval: 13, Max Interval: 42
Faculty(ID6874) => Min Interval: 37, Max Interval: 46
Faculty(ID6885) => Min Interval: 20, Max Interval: 36
Faculty(ID6887) => Min Interval: 7, Max Interval: 52
Faculty(ID6888) => Min Interval: 6, Max Interval: 54
Faculty(ID6889) => Min Interval: 12, Max Interval: 20
Faculty(ID6890) => Min Interval: 8, Max Interval: 46
Faculty(ID6892) => Min Interval: 24, Max Interval: 35
Faculty(ID6893) => Min Interval: 20, Max Interval: 41
Faculty(ID6894) => Min Interval: 19, Max Interval: 43
Faculty(ID6895) => Min Interval: 12, Max Interval: 46
Faculty(ID6904) => Min Interval: 12, Max Interval: 43
Faculty(ID6907) => Min Interval: 10, Max Interval: 38
Faculty(ID6908) => Min Interval: 18, Max Interval: 51
Faculty(ID6909) => Min Interval: 6, Max Interval: 50
Faculty(ID6910) => Min Interval: 31, Max Interval: 46
Faculty(ID6911) => Min Interval: 3, Max Interval: 54
Faculty(ID6914) => Min Interval: 11, Max Interval: 48
Faculty(ID6915) => Min Interval: 23, Max Interval: 41
Faculty(ID6918) => Min Interval: 12, Max Interval: 46
Faculty(ID6919) => Min Interval: 8, Max Interval: 55
Faculty(ID6920) => Min Interval: 35, Max Interval: 49
Faculty(ID6921) => Min Interval: 2, Max Interval: 52
Faculty(ID6923) => Min Interval: 9, Max Interval: 43
Faculty(ID6924) => Min Interval: 15, Max Interval: 29
Faculty(ID6926) => Min Interval: 21, Max Interval: 46
Faculty(ID6931) => Min Interval: 15, Max Interval: 45
Faculty(ID6933) => Min Interval: 11, Max Interval: 51
Faculty(ID6935) => Min Interval: 9, Max Interval: 35
Faculty(ID6936) => Min Interval: 10, Max Interval: 50
Faculty(ID6937) => Min Interval: 10, Max Interval: 47
Faculty(ID6938) => Min Interval: 5, Max Interval: 43
Faculty(ID6939) => Min Interval: 25, Max Interval: 44
Faculty(ID6941) => Min Interval: 17, Max Interval: 34
Faculty(ID6943) => Min Interval: 11, Max Interval: 44
Faculty(ID6946) => Min Interval: 22, Max Interval: 50
Faculty(ID6949) => Min Interval: 8, Max Interval: 52
Faculty(ID6950) => Min Interval: 20, Max Interval: 20
Faculty(ID6951) => Min Interval: 28, Max Interval: 39
Faculty(ID6954) => Min Interval: 12, Max Interval: 42
Faculty(ID6956) => Min Interval: 3, Max Interval: 99
Faculty(ID6957) => Min Interval: 12, Max Interval: 49
Faculty(ID6960) => Min Interval: 11, Max Interval: 32
Faculty(ID6961) => Min Interval: 3, Max Interval: 53
Faculty(ID6963) => Min Interval: 12, Max Interval: 30
Faculty(ID6965) => Min Interval: 19, Max Interval: 49
Faculty(ID6966) => Min Interval: 19, Max Interval: 36
Faculty(ID6968) => Min Interval: 27, Max Interval: 42
Faculty(ID6973) => Min Interval: 24, Max Interval: 38
Faculty(ID6974) => Min Interval: 8, Max Interval: 32
Faculty(ID6975) => Min Interval: 20, Max Interval: 35
Faculty(ID6976) => Min Interval: 4, Max Interval: 46
Faculty(ID6978) => Min Interval: 2, Max Interval: 99
Faculty(ID6979) => Min Interval: 8, Max Interval: 24
Faculty(ID6981) => Min Interval: 1, Max Interval: 48
Faculty(ID6987) => Min Interval: 3, Max Interval: 52
Faculty(ID6989) => Min Interval: 2, Max Interval: 42
Faculty(ID6993) => Min Interval: 10, Max Interval: 38
Faculty(ID6994) => Min Interval: 25, Max Interval: 49
Faculty(ID6995) => Min Interval: 20, Max Interval: 48
Faculty(ID6997) => Min Interval: 4, Max Interval: 51
Faculty(ID6998) => Min Interval: 11, Max Interval: 32
Faculty(ID7004) => Min Interval: 33, Max Interval: 49
Faculty(ID7006) => Min Interval: 14, Max Interval: 43
Faculty(ID7007) => Min Interval: 10, Max Interval: 34
Faculty(ID7009) => Min Interval: 10, Max Interval: 18
Faculty(ID7010) => Min Interval: 3, Max Interval: 18
Faculty(ID7013) => Min Interval: 13, Max Interval: 41
Faculty(ID7015) => Min Interval: 35, Max Interval: 44
Faculty(ID7018) => Min Interval: 9, Max Interval: 38
Faculty(ID7019) => Min Interval: 11, Max Interval: 41
Faculty(ID7020) => Min Interval: 1, Max Interval: 50
Faculty(ID7021) => Min Interval: 22, Max Interval: 49
Faculty(ID7022) => Min Interval: 9, Max Interval: 49
Faculty(ID7026) => Min Interval: 1, Max Interval: 51
Faculty(ID7028) => Min Interval: 13, Max Interval: 27
Faculty(ID7029) => Min Interval: 4, Max Interval: 49
Faculty(ID7031) => Min Interval: 2, Max Interval: 53
Faculty(ID7032) => Min Interval: 26, Max Interval: 51
Faculty(ID7035) => Min Interval: 12, Max Interval: 55
Faculty(ID7037) => Min Interval: 22, Max Interval: 53
Faculty(ID7039) => Min Interval: 14, Max Interval: 51
Faculty(ID7041) => Min Interval: 13, Max Interval: 49
Faculty(ID7042) => Min Interval: 14, Max Interval: 48
Faculty(ID7046) => Min Interval: 16, Max Interval: 36
Faculty(ID7054) => Min Interval: 36, Max Interval: 46
Faculty(ID7055) => Min Interval: 17, Max Interval: 48
Faculty(ID7056) => Min Interval: 13, Max Interval: 31
Faculty(ID7059) => Min Interval: 10, Max Interval: 23
Faculty(ID7062) => Min Interval: 11, Max Interval: 49
Faculty(ID7067) => Min Interval: 18, Max Interval: 31
Faculty(ID7068) => Min Interval: 19, Max Interval: 49
Faculty(ID7070) => Min Interval: 18, Max Interval: 48
Faculty(ID7077) => Min Interval: 9, Max Interval: 50
Faculty(ID7078) => Min Interval: 20, Max Interval: 34
Faculty(ID7079) => Min Interval: 19, Max Interval: 46
Faculty(ID7081) => Min Interval: 22, Max Interval: 48
Faculty(ID7082) => Min Interval: 10, Max Interval: 37
Faculty(ID7084) => Min Interval: 11, Max Interval: 50
Faculty(ID7085) => Min Interval: 8, Max Interval: 20
Faculty(ID7087) => Min Interval: 9, Max Interval: 43
Faculty(ID7088) => Min Interval: 18, Max Interval: 49
Faculty(ID7089) => Min Interval: 10, Max Interval: 29
Faculty(ID7093) => Min Interval: 11, Max Interval: 51
Faculty(ID7097) => Min Interval: 16, Max Interval: 29
Faculty(ID7098) => Min Interval: 5, Max Interval: 47
Faculty(ID7099) => Min Interval: 9, Max Interval: 10
Faculty(ID7101) => Min Interval: 5, Max Interval: 52
Faculty(ID7102) => Min Interval: 17, Max Interval: 48
Faculty(ID7104) => Min Interval: 25, Max Interval: 35
Faculty(ID7107) => Min Interval: 25, Max Interval: 51
Faculty(ID7109) => Min Interval: 24, Max Interval: 49
Faculty(ID7111) => Min Interval: 27, Max Interval: 40
Faculty(ID7112) => Min Interval: 11, Max Interval: 25
Faculty(ID7115) => Min Interval: 25, Max Interval: 36
Faculty(ID7116) => Min Interval: 26, Max Interval: 49
Faculty(ID7117) => Min Interval: 10, Max Interval: 41
Faculty(ID7123) => Min Interval: 9, Max Interval: 36
Faculty(ID7124) => Min Interval: 9, Max Interval: 9
Faculty(ID7125) => Min Interval: 9, Max Interval: 26
Faculty(ID7126) => Min Interval: 20, Max Interval: 45
Faculty(ID7127) => Min Interval: 26, Max Interval: 50
Faculty(ID7128) => Min Interval: 19, Max Interval: 30
Faculty(ID7132) => Min Interval: 15, Max Interval: 51
Faculty(ID7133) => Min Interval: 14, Max Interval: 46
Faculty(ID7134) => Min Interval: 8, Max Interval: 51
Faculty(ID7136) => Min Interval: 32, Max Interval: 44
Faculty(ID7137) => Min Interval: 5, Max Interval: 51
Faculty(ID7140) => Min Interval: 28, Max Interval: 45
Faculty(ID7145) => Min Interval: 42, Max Interval: 42
Faculty(ID7146) => Min Interval: 11, Max Interval: 50
Faculty(ID7148) => Min Interval: 18, Max Interval: 31
Faculty(ID7149) => Min Interval: 3, Max Interval: 41
Faculty(ID7150) => Min Interval: 17, Max Interval: 49
Faculty(ID7151) => Min Interval: 23, Max Interval: 48
Faculty(ID7152) => Min Interval: 7, Max Interval: 47
Faculty(ID7154) => Min Interval: 18, Max Interval: 42
Faculty(ID7156) => Min Interval: 23, Max Interval: 49
Faculty(ID7158) => Min Interval: 19, Max Interval: 49
Faculty(ID7161) => Min Interval: 35, Max Interval: 44
Faculty(ID7165) => Min Interval: 24, Max Interval: 47
Faculty(ID7167) => Min Interval: 9, Max Interval: 42
Faculty(ID7168) => Min Interval: 36, Max Interval: 50
Faculty(ID7169) => Min Interval: 8, Max Interval: 39
Faculty(ID7170) => Min Interval: 8, Max Interval: 44
Faculty(ID7174) => Min Interval: 35, Max Interval: 48
Faculty(ID7182) => Min Interval: 9, Max Interval: 46
Faculty(ID7184) => Min Interval: 3, Max Interval: 47
Faculty(ID7185) => Min Interval: 8, Max Interval: 50
Faculty(ID7188) => Min Interval: 35, Max Interval: 48
Faculty(ID7190) => Min Interval: 34, Max Interval: 35
Faculty(ID7195) => Min Interval: 10, Max Interval: 50
Faculty(ID7196) => Min Interval: 12, Max Interval: 48
Faculty(ID7197) => Min Interval: 9, Max Interval: 27
Faculty(ID7199) => Min Interval: 9, Max Interval: 37
Faculty(ID7201) => Min Interval: 8, Max Interval: 41
Faculty(ID7202) => Min Interval: 12, Max Interval: 35
Faculty(ID7203) => Min Interval: 20, Max Interval: 47
Faculty(ID7206) => Min Interval: 15, Max Interval: 38
Faculty(ID7210) => Min Interval: 0, Max Interval: 99
Faculty(ID7212) => Min Interval: 16, Max Interval: 51
Faculty(ID7213) => Min Interval: 15, Max Interval: 51
Faculty(ID7214) => Min Interval: 16, Max Interval: 34
Faculty(ID7216) => Min Interval: 21, Max Interval: 46
Faculty(ID7218) => Min Interval: 18, Max Interval: 50
Faculty(ID7219) => Min Interval: 12, Max Interval: 50
Faculty(ID7224) => Min Interval: 8, Max Interval: 25
Faculty(ID7231) => Min Interval: 14, Max Interval: 51
Faculty(ID7232) => Min Interval: 12, Max Interval: 46
Faculty(ID7233) => Min Interval: 13, Max Interval: 42
Faculty(ID7240) => Min Interval: 4, Max Interval: 42
Faculty(ID7242) => Min Interval: 8, Max Interval: 47
Faculty(ID7247) => Min Interval: 26, Max Interval: 47
Faculty(ID7248) => Min Interval: 5, Max Interval: 52
Faculty(ID7249) => Min Interval: 19, Max Interval: 48
Faculty(ID7251) => Min Interval: 8, Max Interval: 21
Faculty(ID7254) => Min Interval: 25, Max Interval: 49
Faculty(ID7255) => Min Interval: 18, Max Interval: 38
Faculty(ID7258) => Min Interval: 5, Max Interval: 53
Faculty(ID7259) => Min Interval: 19, Max Interval: 40
Faculty(ID7264) => Min Interval: 12, Max Interval: 33
Faculty(ID7267) => Min Interval: 8, Max Interval: 36
Faculty(ID7268) => Min Interval: 6, Max Interval: 28
Faculty(ID7269) => Min Interval: 12, Max Interval: 40
Faculty(ID7270) => Min Interval: 3, Max Interval: 49
Faculty(ID7271) => Min Interval: 14, Max Interval: 46
Faculty(ID7273) => Min Interval: 37, Max Interval: 45
Faculty(ID7274) => Min Interval: 8, Max Interval: 29
Faculty(ID7278) => Min Interval: 5, Max Interval: 45
Faculty(ID7279) => Min Interval: 14, Max Interval: 51
Faculty(ID7285) => Min Interval: 24, Max Interval: 44
Faculty(ID7287) => Min Interval: 12, Max Interval: 42
Faculty(ID7288) => Min Interval: 27, Max Interval: 51
Faculty(ID7289) => Min Interval: 15, Max Interval: 31
Faculty(ID7290) => Min Interval: 9, Max Interval: 53
Faculty(ID7292) => Min Interval: 19, Max Interval: 43
Faculty(ID7296) => Min Interval: 8, Max Interval: 36
Faculty(ID7297) => Min Interval: 15, Max Interval: 44
Faculty(ID7300) => Min Interval: 10, Max Interval: 10
Faculty(ID7303) => Min Interval: 4, Max Interval: 25
Faculty(ID7320) => Min Interval: 22, Max Interval: 32
Faculty(ID7326) => Min Interval: 3, Max Interval: 43
Faculty(ID7332) => Min Interval: 19, Max Interval: 48
Faculty(ID7334) => Min Interval: 19, Max Interval: 50
Faculty(ID7340) => Min Interval: 17, Max Interval: 48
Faculty(ID7342) => Min Interval: 14, Max Interval: 42
Faculty(ID7343) => Min Interval: 9, Max Interval: 46
Faculty(ID7347) => Min Interval: 16, Max Interval: 41
Faculty(ID7349) => Min Interval: 22, Max Interval: 35
Faculty(ID7355) => Min Interval: 20, Max Interval: 50
Faculty(ID7359) => Min Interval: 38, Max Interval: 51
Faculty(ID7361) => Min Interval: 15, Max Interval: 16
Faculty(ID7364) => Min Interval: 25, Max Interval: 35
Faculty(ID7366) => Min Interval: 3, Max Interval: 46
Faculty(ID7367) => Min Interval: 15, Max Interval: 43
Faculty(ID7372) => Min Interval: 13, Max Interval: 32
Faculty(ID7375) => Min Interval: 12, Max Interval: 51
Faculty(ID7378) => Min Interval: 20, Max Interval: 36
Faculty(ID7380) => Min Interval: 14, Max Interval: 49
Faculty(ID7381) => Min Interval: 21, Max Interval: 31
Faculty(ID7388) => Min Interval: 9, Max Interval: 51
Faculty(ID7398) => Min Interval: 12, Max Interval: 49
Faculty(ID7399) => Min Interval: 8, Max Interval: 45
Faculty(ID7400) => Min Interval: 19, Max Interval: 51
Faculty(ID7402) => Min Interval: 19, Max Interval: 39
Faculty(ID7406) => Min Interval: 39, Max Interval: 47
Faculty(ID7408) => Min Interval: 8, Max Interval: 41
Faculty(ID7412) => Min Interval: 13, Max Interval: 51
Faculty(ID7413) => Min Interval: 17, Max Interval: 35
Faculty(ID7415) => Min Interval: 21, Max Interval: 41
Faculty(ID7421) => Min Interval: 23, Max Interval: 42
Faculty(ID7424) => Min Interval: 39, Max Interval: 51
Faculty(ID7427) => Min Interval: 13, Max Interval: 14
Faculty(ID7429) => Min Interval: 9, Max Interval: 38
Faculty(ID7432) => Min Interval: 9, Max Interval: 45
Faculty(ID7435) => Min Interval: 0, Max Interval: 47
Faculty(ID7436) => Min Interval: 26, Max Interval: 39
Faculty(ID7440) => Min Interval: 11, Max Interval: 32
Faculty(ID7445) => Min Interval: 17, Max Interval: 49
Faculty(ID7448) => Min Interval: 22, Max Interval: 50
Faculty(ID7451) => Min Interval: 16, Max Interval: 51
Faculty(ID7452) => Min Interval: 8, Max Interval: 51
Faculty(ID7456) => Min Interval: 12, Max Interval: 48
Faculty(ID7457) => Min Interval: 8, Max Interval: 44
Faculty(ID7461) => Min Interval: 32, Max Interval: 33
Faculty(ID7464) => Min Interval: 10, Max Interval: 47
Faculty(ID7468) => Min Interval: 18, Max Interval: 28
Faculty(ID7471) => Min Interval: 9, Max Interval: 43
Faculty(ID7476) => Min Interval: 9, Max Interval: 47
Faculty(ID7480) => Min Interval: 30, Max Interval: 44
Faculty(ID7489) => Min Interval: 8, Max Interval: 26
Faculty(ID7496) => Min Interval: 14, Max Interval: 45
Faculty(ID7515) => Min Interval: 17, Max Interval: 45
Faculty(ID7525) => Min Interval: 16, Max Interval: 28
Faculty(ID7530) => Min Interval: 26, Max Interval: 41
Faculty(ID7545) => Min Interval: 13, Max Interval: 31
Faculty(ID7553) => Min Interval: 36, Max Interval: 46
Faculty(ID7623) => Min Interval: 16, Max Interval: 45
Faculty(ID7625) => Min Interval: 11, Max Interval: 33
Faculty(ID7627) => Min Interval: 4, Max Interval: 51
Faculty(ID7628) => Min Interval: 1, Max Interval: 99
Faculty(ID7630) => Min Interval: 1, Max Interval: 48
Faculty(ID7631) => Min Interval: 27, Max Interval: 48
Faculty(ID7632) => Min Interval: 5, Max Interval: 49
Faculty(ID7633) => Min Interval: 38, Max Interval: 49
Faculty(ID7637) => Min Interval: 1, Max Interval: 31
Faculty(ID7638) => Min Interval: 8, Max Interval: 43
Faculty(ID7639) => Min Interval: 18, Max Interval: 36
Faculty(ID7640) => Min Interval: 10, Max Interval: 50
Faculty(ID7642) => Min Interval: 17, Max Interval: 17
Faculty(ID7644) => Min Interval: 1, Max Interval: 99
Faculty(ID7645) => Min Interval: 19, Max Interval: 46
Faculty(ID7647) => Min Interval: 8, Max Interval: 40
Faculty(ID7648) => Min Interval: 0, Max Interval: 99
Faculty(ID7649) => Min Interval: 9, Max Interval: 28
Faculty(ID7651) => Min Interval: 29, Max Interval: 43
Faculty(ID7652) => Min Interval: 10, Max Interval: 51
Faculty(ID7657) => Min Interval: 2, Max Interval: 47
Faculty(ID7658) => Min Interval: 19, Max Interval: 32
Faculty(ID7660) => Min Interval: 1, Max Interval: 99
Faculty(ID7661) => Min Interval: 34, Max Interval: 35
Faculty(ID7666) => Min Interval: 16, Max Interval: 28
Faculty(ID7668) => Min Interval: 13, Max Interval: 47
Faculty(ID7669) => Min Interval: 22, Max Interval: 35
Faculty(ID7674) => Min Interval: 31, Max Interval: 47
Faculty(ID7675) => Min Interval: 13, Max Interval: 48
Faculty(ID7676) => Min Interval: 10, Max Interval: 51
Faculty(ID7679) => Min Interval: 3, Max Interval: 50
Faculty(ID7680) => Min Interval: 24, Max Interval: 51
Faculty(ID7681) => Min Interval: 13, Max Interval: 36
Faculty(ID7683) => Min Interval: 10, Max Interval: 44
Faculty(ID7684) => Min Interval: 0, Max Interval: 99
Faculty(ID7687) => Min Interval: 16, Max Interval: 49
Faculty(ID7688) => Min Interval: 12, Max Interval: 47
Faculty(ID7689) => Min Interval: 4, Max Interval: 99
Faculty(ID7692) => Min Interval: 3, Max Interval: 51
Faculty(ID7693) => Min Interval: 15, Max Interval: 38
Faculty(ID7696) => Min Interval: 19, Max Interval: 41
Faculty(ID7699) => Min Interval: 2, Max Interval: 53
Faculty(ID7700) => Min Interval: 17, Max Interval: 47
Faculty(ID7701) => Min Interval: 10, Max Interval: 26
Faculty(ID7702) => Min Interval: 35, Max Interval: 43
Faculty(ID7705) => Min Interval: 2, Max Interval: 99
Faculty(ID7708) => Min Interval: 4, Max Interval: 99
Faculty(ID7711) => Min Interval: 12, Max Interval: 48
Faculty(ID7713) => Min Interval: 4, Max Interval: 39
Faculty(ID7716) => Min Interval: 21, Max Interval: 35
Faculty(ID7718) => Min Interval: 22, Max Interval: 37
Faculty(ID7719) => Min Interval: 36, Max Interval: 52
Faculty(ID7721) => Min Interval: 12, Max Interval: 42
Faculty(ID7723) => Min Interval: 1, Max Interval: 99
Faculty(ID7724) => Min Interval: 17, Max Interval: 49
Faculty(ID7725) => Min Interval: 19, Max Interval: 36
Faculty(ID7727) => Min Interval: 11, Max Interval: 46
Faculty(ID7729) => Min Interval: 9, Max Interval: 49
Faculty(ID7731) => Min Interval: 9, Max Interval: 42
Faculty(ID7734) => Min Interval: 19, Max Interval: 53
Faculty(ID7736) => Min Interval: 3, Max Interval: 49
Faculty(ID7737) => Min Interval: 0, Max Interval: 99
Faculty(ID7738) => Min Interval: 11, Max Interval: 55
Faculty(ID7741) => Min Interval: 4, Max Interval: 50
Faculty(ID7744) => Min Interval: 0, Max Interval: 99
Faculty(ID7745) => Min Interval: 25, Max Interval: 42
Faculty(ID7746) => Min Interval: 9, Max Interval: 45
Faculty(ID7754) => Min Interval: 0, Max Interval: 99
Faculty(ID7756) => Min Interval: 31, Max Interval: 31
Faculty(ID7757) => Min Interval: 32, Max Interval: 33
Faculty(ID7758) => Min Interval: 23, Max Interval: 34
Faculty(ID7760) => Min Interval: 8, Max Interval: 44
Faculty(ID7761) => Min Interval: 4, Max Interval: 45
Faculty(ID7762) => Min Interval: 15, Max Interval: 38
Faculty(ID7764) => Min Interval: 0, Max Interval: 99
Faculty(ID7765) => Min Interval: 16, Max Interval: 41
