Stored fact information:
ResearchAssistantCandidate(ID0) => Min Interval: 27, Max Interval: 40
ResearchAssistantCandidate(ID6747) => Min Interval: 7, Max Interval: 38
ResearchAssistantCandidate(ID6748) => Min Interval: 18, Max Interval: 34
ResearchAssistantCandidate(ID6752) => Min Interval: 18, Max Interval: 26
ResearchAssistantCandidate(ID6753) => Min Interval: 9, Max Interval: 34
ResearchAssistantCandidate(ID6757) => Min Interval: 22, Max Interval: 42
ResearchAssistantCandidate(ID6758) => Min Interval: 6, Max Interval: 50
ResearchAssistantCandidate(ID6759) => Min Interval: 11, Max Interval: 46
ResearchAssistantCandidate(ID6761) => Min Interval: 13, Max Interval: 49
ResearchAssistantCandidate(ID6766) => Min Interval: 2, Max Interval: 29
ResearchAssistantCandidate(ID6768) => Min Interval: 17, Max Interval: 30
ResearchAssistantCandidate(ID6771) => Min Interval: 8, Max Interval: 42
ResearchAssistantCandidate(ID6772) => Min Interval: 7, Max Interval: 48
ResearchAssistantCandidate(ID6773) => Min Interval: 2, Max Interval: 44
ResearchAssistantCandidate(ID6774) => Min Interval: 42, Max Interval: 43
ResearchAssistantCandidate(ID6778) => Min Interval: 13, Max Interval: 34
ResearchAssistantCandidate(ID6779) => Min Interval: 5, Max Interval: 35
ResearchAssistantCandidate(ID6781) => Min Interval: 19, Max Interval: 40
ResearchAssistantCandidate(ID6782) => Min Interval: 21, Max Interval: 37
ResearchAssistantCandidate(ID6783) => Min Interval: 9, Max Interval: 24
ResearchAssistantCandidate(ID6784) => Min Interval: 8, Max Interval: 49
ResearchAssistantCandidate(ID6788) => Min Interval: 3, Max Interval: 41
ResearchAssistantCandidate(ID6789) => Min Interval: 16, Max Interval: 32
ResearchAssistantCandidate(ID6791) => Min Interval: 7, Max Interval: 37
ResearchAssistantCandidate(ID6792) => Min Interval: 8, Max Interval: 49
ResearchAssistantCandidate(ID6793) => Min Interval: 3, Max Interval: 30
ResearchAssistantCandidate(ID6798) => Min Interval: 13, Max Interval: 20
ResearchAssistantCandidate(ID6800) => Min Interval: 5, Max Interval: 37
ResearchAssistantCandidate(ID6801) => Min Interval: 5, Max Interval: 35
ResearchAssistantCandidate(ID6806) => Min Interval: 30, Max Interval: 50
ResearchAssistantCandidate(ID6808) => Min Interval: 5, Max Interval: 26
ResearchAssistantCandidate(ID6810) => Min Interval: 11, Max Interval: 46
ResearchAssistantCandidate(ID6811) => Min Interval: 31, Max Interval: 33
ResearchAssistantCandidate(ID6813) => Min Interval: 41, Max Interval: 49
ResearchAssistantCandidate(ID6817) => Min Interval: 9, Max Interval: 42
ResearchAssistantCandidate(ID6819) => Min Interval: 47, Max Interval: 49
ResearchAssistantCandidate(ID6821) => Min Interval: 10, Max Interval: 33
ResearchAssistantCandidate(ID6822) => Min Interval: 12, Max Interval: 35
ResearchAssistantCandidate(ID6824) => Min Interval: 5, Max Interval: 45
ResearchAssistantCandidate(ID6825) => Min Interval: 9, Max Interval: 50
ResearchAssistantCandidate(ID6826) => Min Interval: 33, Max Interval: 49
ResearchAssistantCandidate(ID6827) => Min Interval: 7, Max Interval: 16
ResearchAssistantCandidate(ID6828) => Min Interval: 19, Max Interval: 41
ResearchAssistantCandidate(ID6829) => Min Interval: 28, Max Interval: 49
ResearchAssistantCandidate(ID6830) => Min Interval: 5, Max Interval: 13
ResearchAssistantCandidate(ID6831) => Min Interval: 25, Max Interval: 43
ResearchAssistantCandidate(ID6834) => Min Interval: 6, Max Interval: 47
ResearchAssistantCandidate(ID6837) => Min Interval: 15, Max Interval: 50
ResearchAssistantCandidate(ID6842) => Min Interval: 1, Max Interval: 45
ResearchAssistantCandidate(ID6843) => Min Interval: 13, Max Interval: 47
ResearchAssistantCandidate(ID6845) => Min Interval: 1, Max Interval: 22
ResearchAssistantCandidate(ID6847) => Min Interval: 19, Max Interval: 25
ResearchAssistantCandidate(ID6848) => Min Interval: 9, Max Interval: 46
ResearchAssistantCandidate(ID6849) => Min Interval: 16, Max Interval: 49
ResearchAssistantCandidate(ID6850) => Min Interval: 31, Max Interval: 46
ResearchAssistantCandidate(ID6852) => Min Interval: 7, Max Interval: 38
ResearchAssistantCandidate(ID6853) => Min Interval: 16, Max Interval: 50
ResearchAssistantCandidate(ID6854) => Min Interval: 30, Max Interval: 48
ResearchAssistantCandidate(ID6855) => Min Interval: 3, Max Interval: 37
ResearchAssistantCandidate(ID6857) => Min Interval: 15, Max Interval: 44
ResearchAssistantCandidate(ID6860) => Min Interval: 39, Max Interval: 40
ResearchAssistantCandidate(ID6861) => Min Interval: 19, Max Interval: 48
ResearchAssistantCandidate(ID6862) => Min Interval: 34, Max Interval: 44
ResearchAssistantCandidate(ID6865) => Min Interval: 21, Max Interval: 44
ResearchAssistantCandidate(ID6868) => Min Interval: 10, Max Interval: 45
ResearchAssistantCandidate(ID6870) => Min Interval: 13, Max Interval: 32
ResearchAssistantCandidate(ID6872) => Min Interval: 10, Max Interval: 41
ResearchAssistantCandidate(ID6874) => Min Interval: 34, Max Interval: 45
ResearchAssistantCandidate(ID6877) => Min Interval: 32, Max Interval: 46
ResearchAssistantCandidate(ID6881) => Min Interval: 12, Max Interval: 29
ResearchAssistantCandidate(ID6882) => Min Interval: 6, Max Interval: 22
ResearchAssistantCandidate(ID6885) => Min Interval: 17, Max Interval: 35
ResearchAssistantCandidate(ID6887) => Min Interval: 8, Max Interval: 47
ResearchAssistantCandidate(ID6888) => Min Interval: 3, Max Interval: 52
ResearchAssistantCandidate(ID6889) => Min Interval: 9, Max Interval: 19
ResearchAssistantCandidate(ID6890) => Min Interval: 5, Max Interval: 45
ResearchAssistantCandidate(ID6892) => Min Interval: 21, Max Interval: 34
ResearchAssistantCandidate(ID6893) => Min Interval: 17, Max Interval: 40
ResearchAssistantCandidate(ID6894) => Min Interval: 16, Max Interval: 42
ResearchAssistantCandidate(ID6895) => Min Interval: 9, Max Interval: 45
ResearchAssistantCandidate(ID6899) => Min Interval: 23, Max Interval: 27
ResearchAssistantCandidate(ID6904) => Min Interval: 9, Max Interval: 42
ResearchAssistantCandidate(ID6905) => Min Interval: 11, Max Interval: 11
ResearchAssistantCandidate(ID6906) => Min Interval: 5, Max Interval: 11
ResearchAssistantCandidate(ID6907) => Min Interval: 7, Max Interval: 37
ResearchAssistantCandidate(ID6908) => Min Interval: 15, Max Interval: 50
ResearchAssistantCandidate(ID6909) => Min Interval: 5, Max Interval: 49
ResearchAssistantCandidate(ID6910) => Min Interval: 10, Max Interval: 45
ResearchAssistantCandidate(ID6911) => Min Interval: 0, Max Interval: 50
ResearchAssistantCandidate(ID6913) => Min Interval: 15, Max Interval: 15
ResearchAssistantCandidate(ID6914) => Min Interval: 8, Max Interval: 47
ResearchAssistantCandidate(ID6915) => Min Interval: 20, Max Interval: 40
ResearchAssistantCandidate(ID6918) => Min Interval: 9, Max Interval: 45
ResearchAssistantCandidate(ID6919) => Min Interval: 7, Max Interval: 50
ResearchAssistantCandidate(ID6920) => Min Interval: 32, Max Interval: 48
ResearchAssistantCandidate(ID6921) => Min Interval: 1, Max Interval: 47
ResearchAssistantCandidate(ID6923) => Min Interval: 10, Max Interval: 42
ResearchAssistantCandidate(ID6924) => Min Interval: 12, Max Interval: 28
ResearchAssistantCandidate(ID6926) => Min Interval: 18, Max Interval: 45
ResearchAssistantCandidate(ID6931) => Min Interval: 12, Max Interval: 44
ResearchAssistantCandidate(ID6933) => Min Interval: 8, Max Interval: 50
ResearchAssistantCandidate(ID6935) => Min Interval: 6, Max Interval: 34
ResearchAssistantCandidate(ID6936) => Min Interval: 7, Max Interval: 49
ResearchAssistantCandidate(ID6937) => Min Interval: 7, Max Interval: 46
ResearchAssistantCandidate(ID6938) => Min Interval: 22, Max Interval: 38
ResearchAssistantCandidate(ID6939) => Min Interval: 22, Max Interval: 43
ResearchAssistantCandidate(ID6941) => Min Interval: 14, Max Interval: 33
ResearchAssistantCandidate(ID6943) => Min Interval: 8, Max Interval: 43
ResearchAssistantCandidate(ID6945) => Min Interval: 45, Max Interval: 50
ResearchAssistantCandidate(ID6946) => Min Interval: 19, Max Interval: 49
ResearchAssistantCandidate(ID6949) => Min Interval: 9, Max Interval: 35
ResearchAssistantCandidate(ID6950) => Min Interval: 17, Max Interval: 43
ResearchAssistantCandidate(ID6951) => Min Interval: 5, Max Interval: 38
ResearchAssistantCandidate(ID6954) => Min Interval: 9, Max Interval: 41
ResearchAssistantCandidate(ID6955) => Min Interval: 27, Max Interval: 32
ResearchAssistantCandidate(ID6957) => Min Interval: 13, Max Interval: 44
ResearchAssistantCandidate(ID6960) => Min Interval: 8, Max Interval: 31
ResearchAssistantCandidate(ID6961) => Min Interval: 0, Max Interval: 49
ResearchAssistantCandidate(ID6963) => Min Interval: 9, Max Interval: 29
ResearchAssistantCandidate(ID6965) => Min Interval: 16, Max Interval: 48
ResearchAssistantCandidate(ID6966) => Min Interval: 16, Max Interval: 35
ResearchAssistantCandidate(ID6968) => Min Interval: 24, Max Interval: 41
ResearchAssistantCandidate(ID6973) => Min Interval: 21, Max Interval: 37
ResearchAssistantCandidate(ID6974) => Min Interval: 5, Max Interval: 31
ResearchAssistantCandidate(ID6975) => Min Interval: 17, Max Interval: 34
ResearchAssistantCandidate(ID6976) => Min Interval: 2, Max Interval: 45
ResearchAssistantCandidate(ID6979) => Min Interval: 5, Max Interval: 23
ResearchAssistantCandidate(ID6981) => Min Interval: 1, Max Interval: 43
ResearchAssistantCandidate(ID6983) => Min Interval: 6, Max Interval: 12
ResearchAssistantCandidate(ID6987) => Min Interval: 0, Max Interval: 51
ResearchAssistantCandidate(ID6989) => Min Interval: 2, Max Interval: 37
ResearchAssistantCandidate(ID6993) => Min Interval: 7, Max Interval: 37
ResearchAssistantCandidate(ID6994) => Min Interval: 22, Max Interval: 48
ResearchAssistantCandidate(ID6995) => Min Interval: 21, Max Interval: 43
ResearchAssistantCandidate(ID6997) => Min Interval: 1, Max Interval: 46
ResearchAssistantCandidate(ID6998) => Min Interval: 8, Max Interval: 31
ResearchAssistantCandidate(ID6999) => Min Interval: 29, Max Interval: 38
ResearchAssistantCandidate(ID7004) => Min Interval: 30, Max Interval: 48
ResearchAssistantCandidate(ID7006) => Min Interval: 15, Max Interval: 38
ResearchAssistantCandidate(ID7007) => Min Interval: 7, Max Interval: 33
ResearchAssistantCandidate(ID7009) => Min Interval: 7, Max Interval: 17
ResearchAssistantCandidate(ID7010) => Min Interval: 0, Max Interval: 13
ResearchAssistantCandidate(ID7013) => Min Interval: 10, Max Interval: 40
ResearchAssistantCandidate(ID7015) => Min Interval: 9, Max Interval: 43
ResearchAssistantCandidate(ID7018) => Min Interval: 6, Max Interval: 37
ResearchAssistantCandidate(ID7019) => Min Interval: 8, Max Interval: 40
ResearchAssistantCandidate(ID7020) => Min Interval: 1, Max Interval: 49
ResearchAssistantCandidate(ID7021) => Min Interval: 19, Max Interval: 48
ResearchAssistantCandidate(ID7022) => Min Interval: 6, Max Interval: 48
ResearchAssistantCandidate(ID7026) => Min Interval: 0, Max Interval: 47
ResearchAssistantCandidate(ID7028) => Min Interval: 10, Max Interval: 26
ResearchAssistantCandidate(ID7029) => Min Interval: 2, Max Interval: 48
ResearchAssistantCandidate(ID7031) => Min Interval: 0, Max Interval: 52
ResearchAssistantCandidate(ID7032) => Min Interval: 23, Max Interval: 50
ResearchAssistantCandidate(ID7035) => Min Interval: 9, Max Interval: 52
ResearchAssistantCandidate(ID7037) => Min Interval: 23, Max Interval: 52
ResearchAssistantCandidate(ID7039) => Min Interval: 11, Max Interval: 50
ResearchAssistantCandidate(ID7041) => Min Interval: 10, Max Interval: 48
ResearchAssistantCandidate(ID7042) => Min Interval: 11, Max Interval: 47
ResearchAssistantCandidate(ID7045) => Min Interval: 9, Max Interval: 42
ResearchAssistantCandidate(ID7046) => Min Interval: 13, Max Interval: 35
ResearchAssistantCandidate(ID7050) => Min Interval: 11, Max Interval: 15
ResearchAssistantCandidate(ID7053) => Min Interval: 33, Max Interval: 50
ResearchAssistantCandidate(ID7054) => Min Interval: 19, Max Interval: 45
ResearchAssistantCandidate(ID7055) => Min Interval: 14, Max Interval: 47
ResearchAssistantCandidate(ID7056) => Min Interval: 10, Max Interval: 30
ResearchAssistantCandidate(ID7059) => Min Interval: 7, Max Interval: 22
ResearchAssistantCandidate(ID7062) => Min Interval: 8, Max Interval: 48
ResearchAssistantCandidate(ID7067) => Min Interval: 15, Max Interval: 30
ResearchAssistantCandidate(ID7068) => Min Interval: 16, Max Interval: 48
ResearchAssistantCandidate(ID7069) => Min Interval: 24, Max Interval: 34
ResearchAssistantCandidate(ID7070) => Min Interval: 15, Max Interval: 47
ResearchAssistantCandidate(ID7076) => Min Interval: 6, Max Interval: 11
ResearchAssistantCandidate(ID7077) => Min Interval: 10, Max Interval: 49
ResearchAssistantCandidate(ID7078) => Min Interval: 17, Max Interval: 33
ResearchAssistantCandidate(ID7079) => Min Interval: 6, Max Interval: 45
ResearchAssistantCandidate(ID7081) => Min Interval: 19, Max Interval: 47
ResearchAssistantCandidate(ID7082) => Min Interval: 7, Max Interval: 36
ResearchAssistantCandidate(ID7084) => Min Interval: 8, Max Interval: 49
ResearchAssistantCandidate(ID7085) => Min Interval: 5, Max Interval: 43
ResearchAssistantCandidate(ID7086) => Min Interval: 15, Max Interval: 19
ResearchAssistantCandidate(ID7087) => Min Interval: 6, Max Interval: 38
ResearchAssistantCandidate(ID7088) => Min Interval: 15, Max Interval: 48
ResearchAssistantCandidate(ID7089) => Min Interval: 7, Max Interval: 28
ResearchAssistantCandidate(ID7093) => Min Interval: 8, Max Interval: 50
ResearchAssistantCandidate(ID7097) => Min Interval: 13, Max Interval: 28
ResearchAssistantCandidate(ID7098) => Min Interval: 3, Max Interval: 46
ResearchAssistantCandidate(ID7099) => Min Interval: 6, Max Interval: 46
ResearchAssistantCandidate(ID7101) => Min Interval: 6, Max Interval: 51
ResearchAssistantCandidate(ID7102) => Min Interval: 14, Max Interval: 47
ResearchAssistantCandidate(ID7104) => Min Interval: 22, Max Interval: 34
ResearchAssistantCandidate(ID7107) => Min Interval: 9, Max Interval: 50
ResearchAssistantCandidate(ID7109) => Min Interval: 21, Max Interval: 48
ResearchAssistantCandidate(ID7111) => Min Interval: 5, Max Interval: 39
ResearchAssistantCandidate(ID7112) => Min Interval: 8, Max Interval: 24
ResearchAssistantCandidate(ID7115) => Min Interval: 22, Max Interval: 50
ResearchAssistantCandidate(ID7116) => Min Interval: 23, Max Interval: 48
ResearchAssistantCandidate(ID7117) => Min Interval: 7, Max Interval: 40
ResearchAssistantCandidate(ID7123) => Min Interval: 6, Max Interval: 41
ResearchAssistantCandidate(ID7124) => Min Interval: 6, Max Interval: 14
ResearchAssistantCandidate(ID7125) => Min Interval: 6, Max Interval: 25
ResearchAssistantCandidate(ID7126) => Min Interval: 17, Max Interval: 44
ResearchAssistantCandidate(ID7127) => Min Interval: 23, Max Interval: 49
ResearchAssistantCandidate(ID7128) => Min Interval: 16, Max Interval: 29
ResearchAssistantCandidate(ID7132) => Min Interval: 12, Max Interval: 50
ResearchAssistantCandidate(ID7133) => Min Interval: 11, Max Interval: 45
ResearchAssistantCandidate(ID7134) => Min Interval: 5, Max Interval: 49
ResearchAssistantCandidate(ID7136) => Min Interval: 29, Max Interval: 43
ResearchAssistantCandidate(ID7137) => Min Interval: 5, Max Interval: 50
ResearchAssistantCandidate(ID7140) => Min Interval: 25, Max Interval: 44
ResearchAssistantCandidate(ID7142) => Min Interval: 15, Max Interval: 16
ResearchAssistantCandidate(ID7145) => Min Interval: 39, Max Interval: 47
ResearchAssistantCandidate(ID7146) => Min Interval: 8, Max Interval: 49
ResearchAssistantCandidate(ID7148) => Min Interval: 15, Max Interval: 30
ResearchAssistantCandidate(ID7149) => Min Interval: 3, Max Interval: 36
ResearchAssistantCandidate(ID7150) => Min Interval: 14, Max Interval: 48
ResearchAssistantCandidate(ID7151) => Min Interval: 20, Max Interval: 47
ResearchAssistantCandidate(ID7152) => Min Interval: 8, Max Interval: 46
ResearchAssistantCandidate(ID7154) => Min Interval: 15, Max Interval: 41
ResearchAssistantCandidate(ID7156) => Min Interval: 20, Max Interval: 48
ResearchAssistantCandidate(ID7158) => Min Interval: 16, Max Interval: 48
ResearchAssistantCandidate(ID7160) => Min Interval: 9, Max Interval: 40
ResearchAssistantCandidate(ID7161) => Min Interval: 32, Max Interval: 43
ResearchAssistantCandidate(ID7163) => Min Interval: 27, Max Interval: 40
ResearchAssistantCandidate(ID7165) => Min Interval: 21, Max Interval: 46
ResearchAssistantCandidate(ID7167) => Min Interval: 6, Max Interval: 41
ResearchAssistantCandidate(ID7168) => Min Interval: 33, Max Interval: 49
ResearchAssistantCandidate(ID7169) => Min Interval: 5, Max Interval: 38
ResearchAssistantCandidate(ID7170) => Min Interval: 5, Max Interval: 43
ResearchAssistantCandidate(ID7174) => Min Interval: 32, Max Interval: 47
ResearchAssistantCandidate(ID7175) => Min Interval: 42, Max Interval: 48
ResearchAssistantCandidate(ID7182) => Min Interval: 6, Max Interval: 45
ResearchAssistantCandidate(ID7184) => Min Interval: 0, Max Interval: 42
ResearchAssistantCandidate(ID7185) => Min Interval: 5, Max Interval: 49
ResearchAssistantCandidate(ID7188) => Min Interval: 32, Max Interval: 47
ResearchAssistantCandidate(ID7190) => Min Interval: 31, Max Interval: 40
ResearchAssistantCandidate(ID7195) => Min Interval: 7, Max Interval: 49
ResearchAssistantCandidate(ID7196) => Min Interval: 9, Max Interval: 47
ResearchAssistantCandidate(ID7197) => Min Interval: 6, Max Interval: 26
ResearchAssistantCandidate(ID7199) => Min Interval: 10, Max Interval: 51
ResearchAssistantCandidate(ID7201) => Min Interval: 5, Max Interval: 40
ResearchAssistantCandidate(ID7202) => Min Interval: 9, Max Interval: 34
ResearchAssistantCandidate(ID7203) => Min Interval: 17, Max Interval: 46
ResearchAssistantCandidate(ID7204) => Min Interval: 47, Max Interval: 48
ResearchAssistantCandidate(ID7206) => Min Interval: 12, Max Interval: 37
