Stored fact information:
ResearchAssistant(ID0) => Min Interval: 32, Max Interval: 40
ResearchAssistant(ID6532) => Min Interval: 30, Max Interval: 31
ResearchAssistant(ID6539) => Min Interval: 38, Max Interval: 49
ResearchAssistant(ID6540) => Min Interval: 12, Max Interval: 46
ResearchAssistant(ID6541) => Min Interval: 28, Max Interval: 48
ResearchAssistant(ID6543) => Min Interval: 12, Max Interval: 42
ResearchAssistant(ID6547) => Min Interval: 10, Max Interval: 34
ResearchAssistant(ID6552) => Min Interval: 36, Max Interval: 50
ResearchAssistant(ID6557) => Min Interval: 36, Max Interval: 46
ResearchAssistant(ID6558) => Min Interval: 15, Max Interval: 36
ResearchAssistant(ID6560) => Min Interval: 19, Max Interval: 41
ResearchAssistant(ID6561) => Min Interval: 11, Max Interval: 47
ResearchAssistant(ID6562) => Min Interval: 22, Max Interval: 32
ResearchAssistant(ID6567) => Min Interval: 28, Max Interval: 46
ResearchAssistant(ID6568) => Min Interval: 21, Max Interval: 45
ResearchAssistant(ID6570) => Min Interval: 25, Max Interval: 28
ResearchAssistant(ID6572) => Min Interval: 3, Max Interval: 52
ResearchAssistant(ID6573) => Min Interval: 10, Max Interval: 47
ResearchAssistant(ID6579) => Min Interval: 12, Max Interval: 36
ResearchAssistant(ID6580) => Min Interval: 1, Max Interval: 47
ResearchAssistant(ID6587) => Min Interval: 14, Max Interval: 36
ResearchAssistant(ID6588) => Min Interval: 42, Max Interval: 46
ResearchAssistant(ID6589) => Min Interval: 2, Max Interval: 45
ResearchAssistant(ID6591) => Min Interval: 30, Max Interval: 47
ResearchAssistant(ID6594) => Min Interval: 30, Max Interval: 38
ResearchAssistant(ID6596) => Min Interval: 25, Max Interval: 37
ResearchAssistant(ID6598) => Min Interval: 25, Max Interval: 36
ResearchAssistant(ID6599) => Min Interval: 20, Max Interval: 50
ResearchAssistant(ID6600) => Min Interval: 18, Max Interval: 50
ResearchAssistant(ID6601) => Min Interval: 12, Max Interval: 44
ResearchAssistant(ID6602) => Min Interval: 4, Max Interval: 38
ResearchAssistant(ID6605) => Min Interval: 38, Max Interval: 47
ResearchAssistant(ID6608) => Min Interval: 12, Max Interval: 52
ResearchAssistant(ID6611) => Min Interval: 23, Max Interval: 49
ResearchAssistant(ID6613) => Min Interval: 22, Max Interval: 41
ResearchAssistant(ID6614) => Min Interval: 19, Max Interval: 40
ResearchAssistant(ID6618) => Min Interval: 36, Max Interval: 50
ResearchAssistant(ID6620) => Min Interval: 2, Max Interval: 48
ResearchAssistant(ID6622) => Min Interval: 18, Max Interval: 47
ResearchAssistant(ID6624) => Min Interval: 28, Max Interval: 44
ResearchAssistant(ID6626) => Min Interval: 2, Max Interval: 42
ResearchAssistant(ID6629) => Min Interval: 2, Max Interval: 42
ResearchAssistant(ID6633) => Min Interval: 15, Max Interval: 41
ResearchAssistant(ID6634) => Min Interval: 18, Max Interval: 52
ResearchAssistant(ID6638) => Min Interval: 19, Max Interval: 52
ResearchAssistant(ID6642) => Min Interval: 17, Max Interval: 32
ResearchAssistant(ID6643) => Min Interval: 10, Max Interval: 44
ResearchAssistant(ID6646) => Min Interval: 36, Max Interval: 38
ResearchAssistant(ID6647) => Min Interval: 20, Max Interval: 42
ResearchAssistant(ID6648) => Min Interval: 11, Max Interval: 33
ResearchAssistant(ID6650) => Min Interval: 15, Max Interval: 48
ResearchAssistant(ID6652) => Min Interval: 38, Max Interval: 49
ResearchAssistant(ID6655) => Min Interval: 14, Max Interval: 48
ResearchAssistant(ID6657) => Min Interval: 14, Max Interval: 42
ResearchAssistant(ID6659) => Min Interval: 25, Max Interval: 43
ResearchAssistant(ID6660) => Min Interval: 6, Max Interval: 42
ResearchAssistant(ID6661) => Min Interval: 17, Max Interval: 21
ResearchAssistant(ID6667) => Min Interval: 4, Max Interval: 47
ResearchAssistant(ID6668) => Min Interval: 6, Max Interval: 39
ResearchAssistant(ID6670) => Min Interval: 27, Max Interval: 35
ResearchAssistant(ID6672) => Min Interval: 26, Max Interval: 50
ResearchAssistant(ID6674) => Min Interval: 21, Max Interval: 50
ResearchAssistant(ID6676) => Min Interval: 29, Max Interval: 30
ResearchAssistant(ID6677) => Min Interval: 12, Max Interval: 42
ResearchAssistant(ID6680) => Min Interval: 12, Max Interval: 39
ResearchAssistant(ID6682) => Min Interval: 31, Max Interval: 46
ResearchAssistant(ID6683) => Min Interval: 37, Max Interval: 50
ResearchAssistant(ID6685) => Min Interval: 2, Max Interval: 34
ResearchAssistant(ID6686) => Min Interval: 27, Max Interval: 35
ResearchAssistant(ID6687) => Min Interval: 1, Max Interval: 37
ResearchAssistant(ID6688) => Min Interval: 23, Max Interval: 49
ResearchAssistant(ID6690) => Min Interval: 3, Max Interval: 49
ResearchAssistant(ID6692) => Min Interval: 23, Max Interval: 45
ResearchAssistant(ID6697) => Min Interval: 10, Max Interval: 44
ResearchAssistant(ID6701) => Min Interval: 40, Max Interval: 45
ResearchAssistant(ID6702) => Min Interval: 15, Max Interval: 48
ResearchAssistant(ID6703) => Min Interval: 6, Max Interval: 46
ResearchAssistant(ID6704) => Min Interval: 16, Max Interval: 45
ResearchAssistant(ID6706) => Min Interval: 15, Max Interval: 49
ResearchAssistant(ID6710) => Min Interval: 4, Max Interval: 42
ResearchAssistant(ID6713) => Min Interval: 12, Max Interval: 49
ResearchAssistant(ID6715) => Min Interval: 15, Max Interval: 23
ResearchAssistant(ID6717) => Min Interval: 17, Max Interval: 47
ResearchAssistant(ID6719) => Min Interval: 22, Max Interval: 51
ResearchAssistant(ID6721) => Min Interval: 2, Max Interval: 47
ResearchAssistant(ID6727) => Min Interval: 13, Max Interval: 49
ResearchAssistant(ID6732) => Min Interval: 17, Max Interval: 38
ResearchAssistant(ID6733) => Min Interval: 13, Max Interval: 44
ResearchAssistant(ID6735) => Min Interval: 8, Max Interval: 47
ResearchAssistant(ID6736) => Min Interval: 5, Max Interval: 52
ResearchAssistant(ID6738) => Min Interval: 14, Max Interval: 41
ResearchAssistant(ID6739) => Min Interval: 18, Max Interval: 45
ResearchAssistant(ID6740) => Min Interval: 24, Max Interval: 33
ResearchAssistant(ID6741) => Min Interval: 5, Max Interval: 42
ResearchAssistant(ID6743) => Min Interval: 11, Max Interval: 32
ResearchAssistant(ID6744) => Min Interval: 18, Max Interval: 37
ResearchAssistant(ID6746) => Min Interval: 24, Max Interval: 48
ResearchAssistant(ID6747) => Min Interval: 12, Max Interval: 38
ResearchAssistant(ID6748) => Min Interval: 23, Max Interval: 34
ResearchAssistant(ID6752) => Min Interval: 23, Max Interval: 26
ResearchAssistant(ID6753) => Min Interval: 14, Max Interval: 34
ResearchAssistant(ID6757) => Min Interval: 27, Max Interval: 42
ResearchAssistant(ID6758) => Min Interval: 11, Max Interval: 50
ResearchAssistant(ID6759) => Min Interval: 2, Max Interval: 49
ResearchAssistant(ID6761) => Min Interval: 18, Max Interval: 49
ResearchAssistant(ID6766) => Min Interval: 4, Max Interval: 29
ResearchAssistant(ID6768) => Min Interval: 22, Max Interval: 30
ResearchAssistant(ID6771) => Min Interval: 13, Max Interval: 31
ResearchAssistant(ID6772) => Min Interval: 12, Max Interval: 48
ResearchAssistant(ID6773) => Min Interval: 7, Max Interval: 49
ResearchAssistant(ID6778) => Min Interval: 18, Max Interval: 34
ResearchAssistant(ID6779) => Min Interval: 10, Max Interval: 35
ResearchAssistant(ID6781) => Min Interval: 20, Max Interval: 40
ResearchAssistant(ID6782) => Min Interval: 26, Max Interval: 37
ResearchAssistant(ID6783) => Min Interval: 14, Max Interval: 17
ResearchAssistant(ID6784) => Min Interval: 13, Max Interval: 49
ResearchAssistant(ID6788) => Min Interval: 0, Max Interval: 46
ResearchAssistant(ID6789) => Min Interval: 21, Max Interval: 32
ResearchAssistant(ID6791) => Min Interval: 12, Max Interval: 37
ResearchAssistant(ID6792) => Min Interval: 29, Max Interval: 49
ResearchAssistant(ID6793) => Min Interval: 4, Max Interval: 30
ResearchAssistant(ID6798) => Min Interval: 18, Max Interval: 20
ResearchAssistant(ID6800) => Min Interval: 10, Max Interval: 37
ResearchAssistant(ID6801) => Min Interval: 30, Max Interval: 35
ResearchAssistant(ID6806) => Min Interval: 35, Max Interval: 50
ResearchAssistant(ID6808) => Min Interval: 6, Max Interval: 26
ResearchAssistant(ID6810) => Min Interval: 16, Max Interval: 46
ResearchAssistant(ID6813) => Min Interval: 46, Max Interval: 49
ResearchAssistant(ID6817) => Min Interval: 14, Max Interval: 42
ResearchAssistant(ID6821) => Min Interval: 15, Max Interval: 33
ResearchAssistant(ID6822) => Min Interval: 17, Max Interval: 35
ResearchAssistant(ID6824) => Min Interval: 6, Max Interval: 45
ResearchAssistant(ID6825) => Min Interval: 32, Max Interval: 50
ResearchAssistant(ID6826) => Min Interval: 38, Max Interval: 49
ResearchAssistant(ID6827) => Min Interval: 12, Max Interval: 16
ResearchAssistant(ID6828) => Min Interval: 24, Max Interval: 41
ResearchAssistant(ID6829) => Min Interval: 47, Max Interval: 49
ResearchAssistant(ID6830) => Min Interval: 10, Max Interval: 13
ResearchAssistant(ID6831) => Min Interval: 30, Max Interval: 43
ResearchAssistant(ID6834) => Min Interval: 11, Max Interval: 47
ResearchAssistant(ID6837) => Min Interval: 16, Max Interval: 50
ResearchAssistant(ID6842) => Min Interval: 3, Max Interval: 45
ResearchAssistant(ID6843) => Min Interval: 18, Max Interval: 47
ResearchAssistant(ID6845) => Min Interval: 3, Max Interval: 22
ResearchAssistant(ID6847) => Min Interval: 24, Max Interval: 25
ResearchAssistant(ID6848) => Min Interval: 14, Max Interval: 46
ResearchAssistant(ID6849) => Min Interval: 21, Max Interval: 49
ResearchAssistant(ID6850) => Min Interval: 36, Max Interval: 46
ResearchAssistant(ID6852) => Min Interval: 12, Max Interval: 38
ResearchAssistant(ID6853) => Min Interval: 21, Max Interval: 50
ResearchAssistant(ID6854) => Min Interval: 35, Max Interval: 48
ResearchAssistant(ID6855) => Min Interval: 3, Max Interval: 37
ResearchAssistant(ID6857) => Min Interval: 16, Max Interval: 44
ResearchAssistant(ID6861) => Min Interval: 24, Max Interval: 48
ResearchAssistant(ID6862) => Min Interval: 39, Max Interval: 44
ResearchAssistant(ID6865) => Min Interval: 26, Max Interval: 44
ResearchAssistant(ID6868) => Min Interval: 11, Max Interval: 47
ResearchAssistant(ID6870) => Min Interval: 30, Max Interval: 32
ResearchAssistant(ID6872) => Min Interval: 15, Max Interval: 41
ResearchAssistant(ID6874) => Min Interval: 39, Max Interval: 45
ResearchAssistant(ID6881) => Min Interval: 17, Max Interval: 19
ResearchAssistant(ID6885) => Min Interval: 22, Max Interval: 35
ResearchAssistant(ID6887) => Min Interval: 9, Max Interval: 47
ResearchAssistant(ID6888) => Min Interval: 8, Max Interval: 52
ResearchAssistant(ID6889) => Min Interval: 14, Max Interval: 19
ResearchAssistant(ID6890) => Min Interval: 10, Max Interval: 45
ResearchAssistant(ID6892) => Min Interval: 26, Max Interval: 34
ResearchAssistant(ID6893) => Min Interval: 22, Max Interval: 40
ResearchAssistant(ID6894) => Min Interval: 21, Max Interval: 42
ResearchAssistant(ID6895) => Min Interval: 14, Max Interval: 45
ResearchAssistant(ID6904) => Min Interval: 14, Max Interval: 42
ResearchAssistant(ID6906) => Min Interval: 10, Max Interval: 11
ResearchAssistant(ID6907) => Min Interval: 12, Max Interval: 37
ResearchAssistant(ID6908) => Min Interval: 20, Max Interval: 50
ResearchAssistant(ID6909) => Min Interval: 6, Max Interval: 49
ResearchAssistant(ID6910) => Min Interval: 15, Max Interval: 45
ResearchAssistant(ID6911) => Min Interval: 4, Max Interval: 50
ResearchAssistant(ID6914) => Min Interval: 13, Max Interval: 47
ResearchAssistant(ID6915) => Min Interval: 25, Max Interval: 40
ResearchAssistant(ID6918) => Min Interval: 14, Max Interval: 45
ResearchAssistant(ID6919) => Min Interval: 8, Max Interval: 50
ResearchAssistant(ID6920) => Min Interval: 37, Max Interval: 48
ResearchAssistant(ID6921) => Min Interval: 2, Max Interval: 47
ResearchAssistant(ID6923) => Min Interval: 11, Max Interval: 42
ResearchAssistant(ID6924) => Min Interval: 17, Max Interval: 28
ResearchAssistant(ID6926) => Min Interval: 23, Max Interval: 45
ResearchAssistant(ID6931) => Min Interval: 17, Max Interval: 44
ResearchAssistant(ID6933) => Min Interval: 13, Max Interval: 50
ResearchAssistant(ID6935) => Min Interval: 11, Max Interval: 34
ResearchAssistant(ID6936) => Min Interval: 12, Max Interval: 49
ResearchAssistant(ID6937) => Min Interval: 12, Max Interval: 46
ResearchAssistant(ID6938) => Min Interval: 5, Max Interval: 42
ResearchAssistant(ID6939) => Min Interval: 27, Max Interval: 43
ResearchAssistant(ID6941) => Min Interval: 19, Max Interval: 33
ResearchAssistant(ID6943) => Min Interval: 13, Max Interval: 43
ResearchAssistant(ID6945) => Min Interval: 50, Max Interval: 50
ResearchAssistant(ID6946) => Min Interval: 24, Max Interval: 49
ResearchAssistant(ID6949) => Min Interval: 10, Max Interval: 47
ResearchAssistant(ID6950) => Min Interval: 22, Max Interval: 25
ResearchAssistant(ID6951) => Min Interval: 30, Max Interval: 38
ResearchAssistant(ID6954) => Min Interval: 14, Max Interval: 41
ResearchAssistant(ID6955) => Min Interval: 32, Max Interval: 32
ResearchAssistant(ID6957) => Min Interval: 14, Max Interval: 44
ResearchAssistant(ID6960) => Min Interval: 13, Max Interval: 31
ResearchAssistant(ID6961) => Min Interval: 5, Max Interval: 49
ResearchAssistant(ID6963) => Min Interval: 14, Max Interval: 29
ResearchAssistant(ID6965) => Min Interval: 21, Max Interval: 48
ResearchAssistant(ID6966) => Min Interval: 21, Max Interval: 35
ResearchAssistant(ID6968) => Min Interval: 29, Max Interval: 41
ResearchAssistant(ID6973) => Min Interval: 26, Max Interval: 37
ResearchAssistant(ID6974) => Min Interval: 10, Max Interval: 31
ResearchAssistant(ID6975) => Min Interval: 22, Max Interval: 34
ResearchAssistant(ID6976) => Min Interval: 3, Max Interval: 45
ResearchAssistant(ID6979) => Min Interval: 10, Max Interval: 23
ResearchAssistant(ID6981) => Min Interval: 2, Max Interval: 43
ResearchAssistant(ID6983) => Min Interval: 11, Max Interval: 12
ResearchAssistant(ID6987) => Min Interval: 5, Max Interval: 51
ResearchAssistant(ID6989) => Min Interval: 3, Max Interval: 37
ResearchAssistant(ID6993) => Min Interval: 12, Max Interval: 37
ResearchAssistant(ID6994) => Min Interval: 27, Max Interval: 48
ResearchAssistant(ID6995) => Min Interval: 22, Max Interval: 43
ResearchAssistant(ID6997) => Min Interval: 6, Max Interval: 46
ResearchAssistant(ID6998) => Min Interval: 13, Max Interval: 31
ResearchAssistant(ID7004) => Min Interval: 35, Max Interval: 48
ResearchAssistant(ID7006) => Min Interval: 16, Max Interval: 38
ResearchAssistant(ID7007) => Min Interval: 12, Max Interval: 33
ResearchAssistant(ID7009) => Min Interval: 12, Max Interval: 17
ResearchAssistant(ID7010) => Min Interval: 5, Max Interval: 13
ResearchAssistant(ID7013) => Min Interval: 15, Max Interval: 40
ResearchAssistant(ID7015) => Min Interval: 37, Max Interval: 43
ResearchAssistant(ID7018) => Min Interval: 11, Max Interval: 37
ResearchAssistant(ID7019) => Min Interval: 13, Max Interval: 40
ResearchAssistant(ID7020) => Min Interval: 2, Max Interval: 49
ResearchAssistant(ID7021) => Min Interval: 24, Max Interval: 48
ResearchAssistant(ID7022) => Min Interval: 11, Max Interval: 48
ResearchAssistant(ID7026) => Min Interval: 1, Max Interval: 47
ResearchAssistant(ID7028) => Min Interval: 15, Max Interval: 26
ResearchAssistant(ID7029) => Min Interval: 4, Max Interval: 48
ResearchAssistant(ID7031) => Min Interval: 1, Max Interval: 52
ResearchAssistant(ID7032) => Min Interval: 28, Max Interval: 50
ResearchAssistant(ID7035) => Min Interval: 12, Max Interval: 52
ResearchAssistant(ID7037) => Min Interval: 24, Max Interval: 52
ResearchAssistant(ID7039) => Min Interval: 16, Max Interval: 50
ResearchAssistant(ID7041) => Min Interval: 15, Max Interval: 48
ResearchAssistant(ID7042) => Min Interval: 16, Max Interval: 47
ResearchAssistant(ID7045) => Min Interval: 42, Max Interval: 42
ResearchAssistant(ID7046) => Min Interval: 18, Max Interval: 35
ResearchAssistant(ID7053) => Min Interval: 38, Max Interval: 40
ResearchAssistant(ID7054) => Min Interval: 24, Max Interval: 45
ResearchAssistant(ID7055) => Min Interval: 19, Max Interval: 47
ResearchAssistant(ID7056) => Min Interval: 15, Max Interval: 30
ResearchAssistant(ID7059) => Min Interval: 12, Max Interval: 22
ResearchAssistant(ID7062) => Min Interval: 13, Max Interval: 48
ResearchAssistant(ID7067) => Min Interval: 20, Max Interval: 30
ResearchAssistant(ID7068) => Min Interval: 21, Max Interval: 48
ResearchAssistant(ID7070) => Min Interval: 20, Max Interval: 47
ResearchAssistant(ID7076) => Min Interval: 11, Max Interval: 11
ResearchAssistant(ID7077) => Min Interval: 11, Max Interval: 49
ResearchAssistant(ID7078) => Min Interval: 22, Max Interval: 33
ResearchAssistant(ID7079) => Min Interval: 21, Max Interval: 45
ResearchAssistant(ID7081) => Min Interval: 24, Max Interval: 47
ResearchAssistant(ID7082) => Min Interval: 12, Max Interval: 36
ResearchAssistant(ID7084) => Min Interval: 13, Max Interval: 49
ResearchAssistant(ID7085) => Min Interval: 10, Max Interval: 19
ResearchAssistant(ID7087) => Min Interval: 11, Max Interval: 38
ResearchAssistant(ID7088) => Min Interval: 20, Max Interval: 48
ResearchAssistant(ID7089) => Min Interval: 2, Max Interval: 49
ResearchAssistant(ID7093) => Min Interval: 13, Max Interval: 50
ResearchAssistant(ID7097) => Min Interval: 18, Max Interval: 28
ResearchAssistant(ID7098) => Min Interval: 5, Max Interval: 46
ResearchAssistant(ID7099) => Min Interval: 11, Max Interval: 46
ResearchAssistant(ID7101) => Min Interval: 7, Max Interval: 51
ResearchAssistant(ID7102) => Min Interval: 19, Max Interval: 47
ResearchAssistant(ID7104) => Min Interval: 27, Max Interval: 34
ResearchAssistant(ID7107) => Min Interval: 14, Max Interval: 50
ResearchAssistant(ID7109) => Min Interval: 26, Max Interval: 48
ResearchAssistant(ID7111) => Min Interval: 29, Max Interval: 39
ResearchAssistant(ID7112) => Min Interval: 13, Max Interval: 24
ResearchAssistant(ID7115) => Min Interval: 27, Max Interval: 35
ResearchAssistant(ID7116) => Min Interval: 28, Max Interval: 48
ResearchAssistant(ID7117) => Min Interval: 12, Max Interval: 40
ResearchAssistant(ID7123) => Min Interval: 11, Max Interval: 41
ResearchAssistant(ID7124) => Min Interval: 11, Max Interval: 14
