Stored fact information:
Employee(ID0) => Min Interval: 30, Max Interval: 41
Employee(ID6735) => Min Interval: 8, Max Interval: 49
Employee(ID6736) => Min Interval: 3, Max Interval: 53
Employee(ID6737) => Min Interval: 0, Max Interval: 99
Employee(ID6738) => Min Interval: 12, Max Interval: 42
Employee(ID6739) => Min Interval: 16, Max Interval: 46
Employee(ID6740) => Min Interval: 22, Max Interval: 34
Employee(ID6741) => Min Interval: 3, Max Interval: 43
Employee(ID6743) => Min Interval: 9, Max Interval: 33
Employee(ID6744) => Min Interval: 16, Max Interval: 38
Employee(ID6746) => Min Interval: 22, Max Interval: 49
Employee(ID6747) => Min Interval: 10, Max Interval: 39
Employee(ID6748) => Min Interval: 21, Max Interval: 35
Employee(ID6752) => Min Interval: 21, Max Interval: 21
Employee(ID6753) => Min Interval: 12, Max Interval: 35
Employee(ID6754) => Min Interval: 0, Max Interval: 99
Employee(ID6757) => Min Interval: 25, Max Interval: 43
Employee(ID6758) => Min Interval: 9, Max Interval: 51
Employee(ID6759) => Min Interval: 3, Max Interval: 54
Employee(ID6761) => Min Interval: 16, Max Interval: 50
Employee(ID6762) => Min Interval: 1, Max Interval: 99
Employee(ID6766) => Min Interval: 4, Max Interval: 34
Employee(ID6768) => Min Interval: 20, Max Interval: 31
Employee(ID6771) => Min Interval: 11, Max Interval: 32
Employee(ID6772) => Min Interval: 10, Max Interval: 41
Employee(ID6773) => Min Interval: 5, Max Interval: 50
Employee(ID6778) => Min Interval: 16, Max Interval: 35
Employee(ID6779) => Min Interval: 8, Max Interval: 36
Employee(ID6781) => Min Interval: 18, Max Interval: 45
Employee(ID6782) => Min Interval: 24, Max Interval: 38
Employee(ID6783) => Min Interval: 12, Max Interval: 12
Employee(ID6784) => Min Interval: 11, Max Interval: 53
Employee(ID6788) => Min Interval: 0, Max Interval: 46
Employee(ID6789) => Min Interval: 19, Max Interval: 33
Employee(ID6791) => Min Interval: 10, Max Interval: 38
Employee(ID6792) => Min Interval: 27, Max Interval: 50
Employee(ID6793) => Min Interval: 2, Max Interval: 35
Employee(ID6800) => Min Interval: 8, Max Interval: 38
Employee(ID6801) => Min Interval: 28, Max Interval: 36
Employee(ID6802) => Min Interval: 0, Max Interval: 99
Employee(ID6806) => Min Interval: 33, Max Interval: 51
Employee(ID6808) => Min Interval: 4, Max Interval: 31
Employee(ID6810) => Min Interval: 14, Max Interval: 47
Employee(ID6813) => Min Interval: 44, Max Interval: 44
Employee(ID6814) => Min Interval: 0, Max Interval: 99
Employee(ID6817) => Min Interval: 12, Max Interval: 43
Employee(ID6821) => Min Interval: 13, Max Interval: 34
Employee(ID6822) => Min Interval: 15, Max Interval: 36
Employee(ID6824) => Min Interval: 6, Max Interval: 50
Employee(ID6825) => Min Interval: 30, Max Interval: 51
Employee(ID6826) => Min Interval: 36, Max Interval: 50
Employee(ID6827) => Min Interval: 10, Max Interval: 11
Employee(ID6828) => Min Interval: 22, Max Interval: 42
Employee(ID6830) => Min Interval: 8, Max Interval: 8
Employee(ID6831) => Min Interval: 28, Max Interval: 44
Employee(ID6834) => Min Interval: 33, Max Interval: 48
Employee(ID6837) => Min Interval: 14, Max Interval: 54
Employee(ID6842) => Min Interval: 3, Max Interval: 50
Employee(ID6843) => Min Interval: 16, Max Interval: 48
Employee(ID6845) => Min Interval: 3, Max Interval: 27
Employee(ID6848) => Min Interval: 12, Max Interval: 47
Employee(ID6849) => Min Interval: 19, Max Interval: 50
Employee(ID6850) => Min Interval: 34, Max Interval: 47
Employee(ID6852) => Min Interval: 10, Max Interval: 39
Employee(ID6853) => Min Interval: 19, Max Interval: 51
Employee(ID6854) => Min Interval: 33, Max Interval: 49
Employee(ID6855) => Min Interval: 4, Max Interval: 42
Employee(ID6857) => Min Interval: 14, Max Interval: 45
Employee(ID6859) => Min Interval: 0, Max Interval: 99
Employee(ID6861) => Min Interval: 22, Max Interval: 49
Employee(ID6862) => Min Interval: 37, Max Interval: 45
Employee(ID6865) => Min Interval: 24, Max Interval: 45
Employee(ID6868) => Min Interval: 9, Max Interval: 48
Employee(ID6872) => Min Interval: 13, Max Interval: 42
Employee(ID6874) => Min Interval: 37, Max Interval: 46
Employee(ID6885) => Min Interval: 20, Max Interval: 36
Employee(ID6887) => Min Interval: 7, Max Interval: 52
Employee(ID6888) => Min Interval: 6, Max Interval: 54
Employee(ID6889) => Min Interval: 12, Max Interval: 20
Employee(ID6890) => Min Interval: 8, Max Interval: 46
Employee(ID6892) => Min Interval: 24, Max Interval: 35
Employee(ID6893) => Min Interval: 20, Max Interval: 41
Employee(ID6894) => Min Interval: 19, Max Interval: 43
Employee(ID6895) => Min Interval: 12, Max Interval: 46
Employee(ID6904) => Min Interval: 12, Max Interval: 43
Employee(ID6907) => Min Interval: 10, Max Interval: 38
Employee(ID6908) => Min Interval: 18, Max Interval: 51
Employee(ID6909) => Min Interval: 6, Max Interval: 50
Employee(ID6910) => Min Interval: 31, Max Interval: 46
Employee(ID6911) => Min Interval: 3, Max Interval: 54
Employee(ID6914) => Min Interval: 11, Max Interval: 48
Employee(ID6915) => Min Interval: 23, Max Interval: 41
Employee(ID6918) => Min Interval: 12, Max Interval: 46
Employee(ID6919) => Min Interval: 8, Max Interval: 55
Employee(ID6920) => Min Interval: 35, Max Interval: 49
Employee(ID6921) => Min Interval: 2, Max Interval: 52
Employee(ID6923) => Min Interval: 9, Max Interval: 43
Employee(ID6924) => Min Interval: 15, Max Interval: 29
Employee(ID6926) => Min Interval: 21, Max Interval: 46
Employee(ID6931) => Min Interval: 15, Max Interval: 45
Employee(ID6933) => Min Interval: 11, Max Interval: 51
Employee(ID6935) => Min Interval: 9, Max Interval: 35
Employee(ID6936) => Min Interval: 10, Max Interval: 50
Employee(ID6937) => Min Interval: 10, Max Interval: 47
Employee(ID6938) => Min Interval: 5, Max Interval: 43
Employee(ID6939) => Min Interval: 25, Max Interval: 44
Employee(ID6941) => Min Interval: 17, Max Interval: 34
Employee(ID6943) => Min Interval: 11, Max Interval: 44
Employee(ID6946) => Min Interval: 22, Max Interval: 50
Employee(ID6949) => Min Interval: 8, Max Interval: 52
Employee(ID6950) => Min Interval: 20, Max Interval: 20
Employee(ID6951) => Min Interval: 28, Max Interval: 39
Employee(ID6954) => Min Interval: 12, Max Interval: 42
Employee(ID6956) => Min Interval: 3, Max Interval: 99
Employee(ID6957) => Min Interval: 12, Max Interval: 49
Employee(ID6960) => Min Interval: 11, Max Interval: 32
Employee(ID6961) => Min Interval: 3, Max Interval: 53
Employee(ID6963) => Min Interval: 12, Max Interval: 30
Employee(ID6965) => Min Interval: 19, Max Interval: 49
Employee(ID6966) => Min Interval: 19, Max Interval: 36
Employee(ID6968) => Min Interval: 27, Max Interval: 42
Employee(ID6973) => Min Interval: 24, Max Interval: 38
Employee(ID6974) => Min Interval: 8, Max Interval: 32
Employee(ID6975) => Min Interval: 20, Max Interval: 35
Employee(ID6976) => Min Interval: 4, Max Interval: 46
Employee(ID6978) => Min Interval: 2, Max Interval: 99
Employee(ID6979) => Min Interval: 8, Max Interval: 24
Employee(ID6981) => Min Interval: 1, Max Interval: 48
Employee(ID6987) => Min Interval: 3, Max Interval: 52
Employee(ID6989) => Min Interval: 2, Max Interval: 42
Employee(ID6993) => Min Interval: 10, Max Interval: 38
Employee(ID6994) => Min Interval: 25, Max Interval: 49
Employee(ID6995) => Min Interval: 20, Max Interval: 48
Employee(ID6997) => Min Interval: 4, Max Interval: 51
Employee(ID6998) => Min Interval: 11, Max Interval: 32
Employee(ID7004) => Min Interval: 33, Max Interval: 49
Employee(ID7006) => Min Interval: 14, Max Interval: 43
Employee(ID7007) => Min Interval: 10, Max Interval: 34
Employee(ID7009) => Min Interval: 10, Max Interval: 18
Employee(ID7010) => Min Interval: 3, Max Interval: 18
Employee(ID7013) => Min Interval: 13, Max Interval: 41
Employee(ID7015) => Min Interval: 35, Max Interval: 44
Employee(ID7018) => Min Interval: 9, Max Interval: 38
Employee(ID7019) => Min Interval: 11, Max Interval: 41
Employee(ID7020) => Min Interval: 1, Max Interval: 50
Employee(ID7021) => Min Interval: 22, Max Interval: 49
Employee(ID7022) => Min Interval: 9, Max Interval: 49
Employee(ID7026) => Min Interval: 1, Max Interval: 51
Employee(ID7028) => Min Interval: 13, Max Interval: 27
Employee(ID7029) => Min Interval: 4, Max Interval: 49
Employee(ID7031) => Min Interval: 2, Max Interval: 53
Employee(ID7032) => Min Interval: 26, Max Interval: 51
Employee(ID7035) => Min Interval: 12, Max Interval: 55
Employee(ID7037) => Min Interval: 22, Max Interval: 53
Employee(ID7039) => Min Interval: 14, Max Interval: 51
Employee(ID7041) => Min Interval: 13, Max Interval: 49
Employee(ID7042) => Min Interval: 14, Max Interval: 48
Employee(ID7046) => Min Interval: 16, Max Interval: 36
Employee(ID7054) => Min Interval: 36, Max Interval: 46
Employee(ID7055) => Min Interval: 17, Max Interval: 48
Employee(ID7056) => Min Interval: 13, Max Interval: 31
Employee(ID7059) => Min Interval: 10, Max Interval: 23
Employee(ID7062) => Min Interval: 11, Max Interval: 49
Employee(ID7067) => Min Interval: 18, Max Interval: 31
Employee(ID7068) => Min Interval: 19, Max Interval: 49
Employee(ID7070) => Min Interval: 18, Max Interval: 48
Employee(ID7077) => Min Interval: 9, Max Interval: 50
Employee(ID7078) => Min Interval: 20, Max Interval: 34
Employee(ID7079) => Min Interval: 19, Max Interval: 46
Employee(ID7081) => Min Interval: 22, Max Interval: 48
Employee(ID7082) => Min Interval: 10, Max Interval: 37
Employee(ID7084) => Min Interval: 11, Max Interval: 50
Employee(ID7085) => Min Interval: 8, Max Interval: 20
Employee(ID7087) => Min Interval: 9, Max Interval: 43
Employee(ID7088) => Min Interval: 18, Max Interval: 49
Employee(ID7089) => Min Interval: 10, Max Interval: 29
Employee(ID7093) => Min Interval: 11, Max Interval: 51
Employee(ID7097) => Min Interval: 16, Max Interval: 29
Employee(ID7098) => Min Interval: 5, Max Interval: 47
Employee(ID7099) => Min Interval: 9, Max Interval: 10
Employee(ID7101) => Min Interval: 5, Max Interval: 52
Employee(ID7102) => Min Interval: 17, Max Interval: 48
Employee(ID7104) => Min Interval: 25, Max Interval: 35
Employee(ID7107) => Min Interval: 25, Max Interval: 51
Employee(ID7109) => Min Interval: 24, Max Interval: 49
Employee(ID7111) => Min Interval: 27, Max Interval: 40
Employee(ID7112) => Min Interval: 11, Max Interval: 25
Employee(ID7115) => Min Interval: 25, Max Interval: 36
Employee(ID7116) => Min Interval: 26, Max Interval: 49
Employee(ID7117) => Min Interval: 10, Max Interval: 41
Employee(ID7123) => Min Interval: 9, Max Interval: 36
Employee(ID7124) => Min Interval: 9, Max Interval: 9
Employee(ID7125) => Min Interval: 9, Max Interval: 26
Employee(ID7126) => Min Interval: 20, Max Interval: 45
Employee(ID7127) => Min Interval: 26, Max Interval: 50
Employee(ID7128) => Min Interval: 19, Max Interval: 30
Employee(ID7132) => Min Interval: 15, Max Interval: 51
Employee(ID7133) => Min Interval: 14, Max Interval: 46
Employee(ID7134) => Min Interval: 8, Max Interval: 51
Employee(ID7136) => Min Interval: 32, Max Interval: 44
Employee(ID7137) => Min Interval: 5, Max Interval: 51
Employee(ID7140) => Min Interval: 28, Max Interval: 45
Employee(ID7145) => Min Interval: 42, Max Interval: 42
Employee(ID7146) => Min Interval: 11, Max Interval: 50
Employee(ID7148) => Min Interval: 18, Max Interval: 31
Employee(ID7149) => Min Interval: 3, Max Interval: 41
Employee(ID7150) => Min Interval: 17, Max Interval: 49
Employee(ID7151) => Min Interval: 23, Max Interval: 48
Employee(ID7152) => Min Interval: 7, Max Interval: 47
Employee(ID7154) => Min Interval: 18, Max Interval: 42
Employee(ID7156) => Min Interval: 23, Max Interval: 49
Employee(ID7158) => Min Interval: 19, Max Interval: 49
Employee(ID7161) => Min Interval: 35, Max Interval: 44
Employee(ID7165) => Min Interval: 24, Max Interval: 47
Employee(ID7167) => Min Interval: 9, Max Interval: 42
Employee(ID7168) => Min Interval: 36, Max Interval: 50
Employee(ID7169) => Min Interval: 8, Max Interval: 39
Employee(ID7170) => Min Interval: 8, Max Interval: 44
Employee(ID7174) => Min Interval: 35, Max Interval: 48
Employee(ID7182) => Min Interval: 9, Max Interval: 46
Employee(ID7184) => Min Interval: 3, Max Interval: 47
Employee(ID7185) => Min Interval: 8, Max Interval: 50
Employee(ID7188) => Min Interval: 35, Max Interval: 48
Employee(ID7190) => Min Interval: 34, Max Interval: 35
Employee(ID7195) => Min Interval: 10, Max Interval: 50
Employee(ID7196) => Min Interval: 12, Max Interval: 48
Employee(ID7197) => Min Interval: 9, Max Interval: 27
Employee(ID7199) => Min Interval: 9, Max Interval: 37
Employee(ID7201) => Min Interval: 8, Max Interval: 41
Employee(ID7202) => Min Interval: 12, Max Interval: 35
Employee(ID7203) => Min Interval: 20, Max Interval: 47
Employee(ID7206) => Min Interval: 15, Max Interval: 38
Employee(ID7210) => Min Interval: 0, Max Interval: 99
Employee(ID7212) => Min Interval: 16, Max Interval: 51
Employee(ID7213) => Min Interval: 15, Max Interval: 51
Employee(ID7214) => Min Interval: 16, Max Interval: 34
Employee(ID7216) => Min Interval: 21, Max Interval: 46
Employee(ID7218) => Min Interval: 18, Max Interval: 50
Employee(ID7219) => Min Interval: 12, Max Interval: 50
Employee(ID7224) => Min Interval: 8, Max Interval: 25
Employee(ID7231) => Min Interval: 14, Max Interval: 51
Employee(ID7232) => Min Interval: 12, Max Interval: 46
Employee(ID7233) => Min Interval: 13, Max Interval: 42
Employee(ID7240) => Min Interval: 4, Max Interval: 42
Employee(ID7242) => Min Interval: 8, Max Interval: 47
Employee(ID7247) => Min Interval: 26, Max Interval: 47
Employee(ID7248) => Min Interval: 5, Max Interval: 52
Employee(ID7249) => Min Interval: 19, Max Interval: 48
Employee(ID7251) => Min Interval: 8, Max Interval: 21
Employee(ID7254) => Min Interval: 25, Max Interval: 49
Employee(ID7255) => Min Interval: 18, Max Interval: 38
Employee(ID7258) => Min Interval: 5, Max Interval: 53
Employee(ID7259) => Min Interval: 19, Max Interval: 40
Employee(ID7264) => Min Interval: 12, Max Interval: 33
Employee(ID7267) => Min Interval: 8, Max Interval: 36
Employee(ID7268) => Min Interval: 6, Max Interval: 28
Employee(ID7269) => Min Interval: 12, Max Interval: 40
Employee(ID7270) => Min Interval: 3, Max Interval: 49
Employee(ID7271) => Min Interval: 14, Max Interval: 46
Employee(ID7273) => Min Interval: 37, Max Interval: 45
Employee(ID7274) => Min Interval: 8, Max Interval: 29
Employee(ID7278) => Min Interval: 5, Max Interval: 45
Employee(ID7279) => Min Interval: 14, Max Interval: 51
Employee(ID7285) => Min Interval: 24, Max Interval: 44
Employee(ID7287) => Min Interval: 12, Max Interval: 42
Employee(ID7288) => Min Interval: 27, Max Interval: 51
Employee(ID7289) => Min Interval: 15, Max Interval: 31
Employee(ID7290) => Min Interval: 9, Max Interval: 53
Employee(ID7292) => Min Interval: 19, Max Interval: 43
Employee(ID7296) => Min Interval: 8, Max Interval: 36
Employee(ID7297) => Min Interval: 15, Max Interval: 44
Employee(ID7300) => Min Interval: 10, Max Interval: 10
Employee(ID7303) => Min Interval: 4, Max Interval: 25
Employee(ID7320) => Min Interval: 22, Max Interval: 32
Employee(ID7326) => Min Interval: 3, Max Interval: 43
Employee(ID7332) => Min Interval: 19, Max Interval: 48
Employee(ID7334) => Min Interval: 19, Max Interval: 50
Employee(ID7340) => Min Interval: 17, Max Interval: 48
Employee(ID7342) => Min Interval: 14, Max Interval: 42
Employee(ID7343) => Min Interval: 9, Max Interval: 46
Employee(ID7347) => Min Interval: 16, Max Interval: 41
Employee(ID7349) => Min Interval: 22, Max Interval: 35
Employee(ID7355) => Min Interval: 20, Max Interval: 50
Employee(ID7359) => Min Interval: 38, Max Interval: 51
Employee(ID7361) => Min Interval: 15, Max Interval: 16
Employee(ID7364) => Min Interval: 25, Max Interval: 35
Employee(ID7366) => Min Interval: 3, Max Interval: 46
Employee(ID7367) => Min Interval: 15, Max Interval: 43
Employee(ID7372) => Min Interval: 13, Max Interval: 32
Employee(ID7375) => Min Interval: 12, Max Interval: 51
Employee(ID7378) => Min Interval: 20, Max Interval: 36
Employee(ID7380) => Min Interval: 14, Max Interval: 49
Employee(ID7381) => Min Interval: 21, Max Interval: 31
Employee(ID7388) => Min Interval: 9, Max Interval: 51
Employee(ID7398) => Min Interval: 12, Max Interval: 49
Employee(ID7399) => Min Interval: 8, Max Interval: 45
Employee(ID7400) => Min Interval: 19, Max Interval: 51
Employee(ID7402) => Min Interval: 19, Max Interval: 39
Employee(ID7406) => Min Interval: 39, Max Interval: 47
Employee(ID7408) => Min Interval: 8, Max Interval: 41
Employee(ID7412) => Min Interval: 13, Max Interval: 51
Employee(ID7413) => Min Interval: 17, Max Interval: 35
Employee(ID7415) => Min Interval: 21, Max Interval: 41
Employee(ID7421) => Min Interval: 23, Max Interval: 42
Employee(ID7424) => Min Interval: 39, Max Interval: 51
Employee(ID7427) => Min Interval: 13, Max Interval: 14
Employee(ID7429) => Min Interval: 9, Max Interval: 38
Employee(ID7432) => Min Interval: 9, Max Interval: 45
Employee(ID7435) => Min Interval: 0, Max Interval: 47
Employee(ID7436) => Min Interval: 26, Max Interval: 39
Employee(ID7440) => Min Interval: 11, Max Interval: 32
Employee(ID7445) => Min Interval: 17, Max Interval: 49
Employee(ID7448) => Min Interval: 22, Max Interval: 50
Employee(ID7451) => Min Interval: 16, Max Interval: 51
Employee(ID7452) => Min Interval: 8, Max Interval: 51
Employee(ID7456) => Min Interval: 12, Max Interval: 48
Employee(ID7457) => Min Interval: 8, Max Interval: 44
Employee(ID7461) => Min Interval: 32, Max Interval: 33
Employee(ID7464) => Min Interval: 10, Max Interval: 47
Employee(ID7468) => Min Interval: 18, Max Interval: 28
Employee(ID7471) => Min Interval: 9, Max Interval: 43
Employee(ID7476) => Min Interval: 9, Max Interval: 47
Employee(ID7480) => Min Interval: 30, Max Interval: 44
Employee(ID7489) => Min Interval: 8, Max Interval: 26
Employee(ID7496) => Min Interval: 14, Max Interval: 45
Employee(ID7515) => Min Interval: 17, Max Interval: 45
Employee(ID7525) => Min Interval: 16, Max Interval: 28
