Stored fact information:
AssociateProfessorCandidate(ID0) => Min Interval: 36, Max Interval: 39
AssociateProfessorCandidate(ID6600) => Min Interval: 22, Max Interval: 49
AssociateProfessorCandidate(ID6601) => Min Interval: 16, Max Interval: 43
AssociateProfessorCandidate(ID6602) => Min Interval: 8, Max Interval: 41
AssociateProfessorCandidate(ID6605) => Min Interval: 42, Max Interval: 46
AssociateProfessorCandidate(ID6608) => Min Interval: 16, Max Interval: 51
AssociateProfessorCandidate(ID6611) => Min Interval: 27, Max Interval: 48
AssociateProfessorCandidate(ID6613) => Min Interval: 26, Max Interval: 40
AssociateProfessorCandidate(ID6614) => Min Interval: 23, Max Interval: 39
AssociateProfessorCandidate(ID6615) => Min Interval: 11, Max Interval: 50
AssociateProfessorCandidate(ID6618) => Min Interval: 40, Max Interval: 49
AssociateProfessorCandidate(ID6620) => Min Interval: 6, Max Interval: 47
AssociateProfessorCandidate(ID6622) => Min Interval: 22, Max Interval: 46
AssociateProfessorCandidate(ID6624) => Min Interval: 32, Max Interval: 43
AssociateProfessorCandidate(ID6626) => Min Interval: 8, Max Interval: 45
AssociateProfessorCandidate(ID6629) => Min Interval: 8, Max Interval: 45
AssociateProfessorCandidate(ID6633) => Min Interval: 19, Max Interval: 40
AssociateProfessorCandidate(ID6634) => Min Interval: 22, Max Interval: 53
AssociateProfessorCandidate(ID6638) => Min Interval: 23, Max Interval: 51
AssociateProfessorCandidate(ID6642) => Min Interval: 21, Max Interval: 31
AssociateProfessorCandidate(ID6643) => Min Interval: 14, Max Interval: 43
AssociateProfessorCandidate(ID6647) => Min Interval: 24, Max Interval: 41
AssociateProfessorCandidate(ID6648) => Min Interval: 15, Max Interval: 36
AssociateProfessorCandidate(ID6650) => Min Interval: 19, Max Interval: 47
AssociateProfessorCandidate(ID6652) => Min Interval: 42, Max Interval: 48
AssociateProfessorCandidate(ID6655) => Min Interval: 18, Max Interval: 51
AssociateProfessorCandidate(ID6657) => Min Interval: 18, Max Interval: 41
AssociateProfessorCandidate(ID6659) => Min Interval: 29, Max Interval: 42
AssociateProfessorCandidate(ID6660) => Min Interval: 10, Max Interval: 45
AssociateProfessorCandidate(ID6667) => Min Interval: 10, Max Interval: 46
AssociateProfessorCandidate(ID6668) => Min Interval: 12, Max Interval: 42
AssociateProfessorCandidate(ID6670) => Min Interval: 31, Max Interval: 34
AssociateProfessorCandidate(ID6672) => Min Interval: 30, Max Interval: 49
AssociateProfessorCandidate(ID6674) => Min Interval: 25, Max Interval: 49
AssociateProfessorCandidate(ID6677) => Min Interval: 16, Max Interval: 41
AssociateProfessorCandidate(ID6680) => Min Interval: 16, Max Interval: 38
AssociateProfessorCandidate(ID6682) => Min Interval: 35, Max Interval: 45
AssociateProfessorCandidate(ID6683) => Min Interval: 41, Max Interval: 49
AssociateProfessorCandidate(ID6685) => Min Interval: 7, Max Interval: 37
AssociateProfessorCandidate(ID6686) => Min Interval: 31, Max Interval: 34
AssociateProfessorCandidate(ID6687) => Min Interval: 7, Max Interval: 40
AssociateProfessorCandidate(ID6688) => Min Interval: 27, Max Interval: 48
AssociateProfessorCandidate(ID6690) => Min Interval: 9, Max Interval: 52
AssociateProfessorCandidate(ID6692) => Min Interval: 27, Max Interval: 44
AssociateProfessorCandidate(ID6697) => Min Interval: 14, Max Interval: 43
AssociateProfessorCandidate(ID6701) => Min Interval: 44, Max Interval: 44
AssociateProfessorCandidate(ID6702) => Min Interval: 19, Max Interval: 47
AssociateProfessorCandidate(ID6703) => Min Interval: 10, Max Interval: 49
AssociateProfessorCandidate(ID6704) => Min Interval: 20, Max Interval: 44
AssociateProfessorCandidate(ID6706) => Min Interval: 19, Max Interval: 48
AssociateProfessorCandidate(ID6709) => Min Interval: 9, Max Interval: 38
AssociateProfessorCandidate(ID6710) => Min Interval: 10, Max Interval: 41
AssociateProfessorCandidate(ID6713) => Min Interval: 16, Max Interval: 48
AssociateProfessorCandidate(ID6714) => Min Interval: 3, Max Interval: 46
AssociateProfessorCandidate(ID6715) => Min Interval: 19, Max Interval: 22
AssociateProfessorCandidate(ID6717) => Min Interval: 21, Max Interval: 46
AssociateProfessorCandidate(ID6719) => Min Interval: 26, Max Interval: 50
AssociateProfessorCandidate(ID6721) => Min Interval: 8, Max Interval: 50
AssociateProfessorCandidate(ID6727) => Min Interval: 17, Max Interval: 48
AssociateProfessorCandidate(ID6732) => Min Interval: 21, Max Interval: 37
AssociateProfessorCandidate(ID6733) => Min Interval: 17, Max Interval: 47
AssociateProfessorCandidate(ID6735) => Min Interval: 14, Max Interval: 47
AssociateProfessorCandidate(ID6736) => Min Interval: 9, Max Interval: 51
AssociateProfessorCandidate(ID6737) => Min Interval: 36, Max Interval: 51
AssociateProfessorCandidate(ID6738) => Min Interval: 18, Max Interval: 40
AssociateProfessorCandidate(ID6739) => Min Interval: 22, Max Interval: 44
AssociateProfessorCandidate(ID6740) => Min Interval: 28, Max Interval: 32
AssociateProfessorCandidate(ID6741) => Min Interval: 9, Max Interval: 41
AssociateProfessorCandidate(ID6743) => Min Interval: 15, Max Interval: 31
AssociateProfessorCandidate(ID6744) => Min Interval: 22, Max Interval: 36
AssociateProfessorCandidate(ID6746) => Min Interval: 28, Max Interval: 47
AssociateProfessorCandidate(ID6747) => Min Interval: 16, Max Interval: 37
AssociateProfessorCandidate(ID6748) => Min Interval: 27, Max Interval: 33
AssociateProfessorCandidate(ID6753) => Min Interval: 18, Max Interval: 33
AssociateProfessorCandidate(ID6757) => Min Interval: 31, Max Interval: 41
AssociateProfessorCandidate(ID6758) => Min Interval: 15, Max Interval: 49
AssociateProfessorCandidate(ID6759) => Min Interval: 9, Max Interval: 52
AssociateProfessorCandidate(ID6761) => Min Interval: 22, Max Interval: 48
AssociateProfessorCandidate(ID6766) => Min Interval: 10, Max Interval: 32
AssociateProfessorCandidate(ID6768) => Min Interval: 26, Max Interval: 29
AssociateProfessorCandidate(ID6771) => Min Interval: 17, Max Interval: 30
AssociateProfessorCandidate(ID6772) => Min Interval: 16, Max Interval: 39
AssociateProfessorCandidate(ID6773) => Min Interval: 11, Max Interval: 48
AssociateProfessorCandidate(ID6778) => Min Interval: 22, Max Interval: 33
AssociateProfessorCandidate(ID6779) => Min Interval: 14, Max Interval: 34
AssociateProfessorCandidate(ID6781) => Min Interval: 24, Max Interval: 43
AssociateProfessorCandidate(ID6782) => Min Interval: 30, Max Interval: 36
AssociateProfessorCandidate(ID6784) => Min Interval: 17, Max Interval: 51
AssociateProfessorCandidate(ID6788) => Min Interval: 6, Max Interval: 44
AssociateProfessorCandidate(ID6789) => Min Interval: 25, Max Interval: 31
AssociateProfessorCandidate(ID6791) => Min Interval: 16, Max Interval: 36
AssociateProfessorCandidate(ID6792) => Min Interval: 33, Max Interval: 48
AssociateProfessorCandidate(ID6793) => Min Interval: 8, Max Interval: 33
AssociateProfessorCandidate(ID6800) => Min Interval: 14, Max Interval: 36
AssociateProfessorCandidate(ID6801) => Min Interval: 34, Max Interval: 34
AssociateProfessorCandidate(ID6806) => Min Interval: 39, Max Interval: 49
AssociateProfessorCandidate(ID6808) => Min Interval: 10, Max Interval: 29
AssociateProfessorCandidate(ID6810) => Min Interval: 20, Max Interval: 45
AssociateProfessorCandidate(ID6814) => Min Interval: 6, Max Interval: 39
AssociateProfessorCandidate(ID6817) => Min Interval: 18, Max Interval: 41
AssociateProfessorCandidate(ID6821) => Min Interval: 19, Max Interval: 32
AssociateProfessorCandidate(ID6822) => Min Interval: 21, Max Interval: 34
AssociateProfessorCandidate(ID6824) => Min Interval: 12, Max Interval: 48
AssociateProfessorCandidate(ID6825) => Min Interval: 36, Max Interval: 49
AssociateProfessorCandidate(ID6826) => Min Interval: 42, Max Interval: 48
AssociateProfessorCandidate(ID6828) => Min Interval: 28, Max Interval: 40
AssociateProfessorCandidate(ID6831) => Min Interval: 34, Max Interval: 42
AssociateProfessorCandidate(ID6834) => Min Interval: 39, Max Interval: 46
AssociateProfessorCandidate(ID6837) => Min Interval: 20, Max Interval: 52
AssociateProfessorCandidate(ID6842) => Min Interval: 9, Max Interval: 48
AssociateProfessorCandidate(ID6843) => Min Interval: 22, Max Interval: 46
AssociateProfessorCandidate(ID6845) => Min Interval: 9, Max Interval: 25
AssociateProfessorCandidate(ID6848) => Min Interval: 18, Max Interval: 45
AssociateProfessorCandidate(ID6849) => Min Interval: 25, Max Interval: 48
AssociateProfessorCandidate(ID6850) => Min Interval: 40, Max Interval: 45
AssociateProfessorCandidate(ID6852) => Min Interval: 16, Max Interval: 37
AssociateProfessorCandidate(ID6853) => Min Interval: 25, Max Interval: 49
AssociateProfessorCandidate(ID6854) => Min Interval: 39, Max Interval: 47
AssociateProfessorCandidate(ID6855) => Min Interval: 10, Max Interval: 40
AssociateProfessorCandidate(ID6857) => Min Interval: 20, Max Interval: 43
AssociateProfessorCandidate(ID6861) => Min Interval: 28, Max Interval: 47
AssociateProfessorCandidate(ID6862) => Min Interval: 43, Max Interval: 43
AssociateProfessorCandidate(ID6865) => Min Interval: 30, Max Interval: 43
AssociateProfessorCandidate(ID6868) => Min Interval: 15, Max Interval: 46
AssociateProfessorCandidate(ID6872) => Min Interval: 19, Max Interval: 40
AssociateProfessorCandidate(ID6874) => Min Interval: 43, Max Interval: 44
AssociateProfessorCandidate(ID6885) => Min Interval: 26, Max Interval: 34
AssociateProfessorCandidate(ID6887) => Min Interval: 13, Max Interval: 50
AssociateProfessorCandidate(ID6888) => Min Interval: 12, Max Interval: 52
AssociateProfessorCandidate(ID6889) => Min Interval: 18, Max Interval: 18
AssociateProfessorCandidate(ID6890) => Min Interval: 14, Max Interval: 44
AssociateProfessorCandidate(ID6892) => Min Interval: 30, Max Interval: 33
AssociateProfessorCandidate(ID6893) => Min Interval: 26, Max Interval: 39
AssociateProfessorCandidate(ID6894) => Min Interval: 25, Max Interval: 41
AssociateProfessorCandidate(ID6895) => Min Interval: 18, Max Interval: 44
AssociateProfessorCandidate(ID6904) => Min Interval: 18, Max Interval: 41
AssociateProfessorCandidate(ID6907) => Min Interval: 16, Max Interval: 36
AssociateProfessorCandidate(ID6908) => Min Interval: 24, Max Interval: 49
AssociateProfessorCandidate(ID6909) => Min Interval: 12, Max Interval: 48
AssociateProfessorCandidate(ID6910) => Min Interval: 37, Max Interval: 44
AssociateProfessorCandidate(ID6911) => Min Interval: 9, Max Interval: 52
AssociateProfessorCandidate(ID6914) => Min Interval: 17, Max Interval: 46
AssociateProfessorCandidate(ID6915) => Min Interval: 29, Max Interval: 39
AssociateProfessorCandidate(ID6918) => Min Interval: 18, Max Interval: 44
AssociateProfessorCandidate(ID6919) => Min Interval: 14, Max Interval: 53
AssociateProfessorCandidate(ID6920) => Min Interval: 41, Max Interval: 47
AssociateProfessorCandidate(ID6921) => Min Interval: 8, Max Interval: 50
AssociateProfessorCandidate(ID6923) => Min Interval: 15, Max Interval: 41
AssociateProfessorCandidate(ID6924) => Min Interval: 21, Max Interval: 27
AssociateProfessorCandidate(ID6926) => Min Interval: 27, Max Interval: 44
AssociateProfessorCandidate(ID6931) => Min Interval: 21, Max Interval: 43
AssociateProfessorCandidate(ID6933) => Min Interval: 17, Max Interval: 49
AssociateProfessorCandidate(ID6935) => Min Interval: 15, Max Interval: 33
AssociateProfessorCandidate(ID6936) => Min Interval: 16, Max Interval: 48
AssociateProfessorCandidate(ID6937) => Min Interval: 16, Max Interval: 45
AssociateProfessorCandidate(ID6938) => Min Interval: 11, Max Interval: 41
AssociateProfessorCandidate(ID6939) => Min Interval: 31, Max Interval: 42
AssociateProfessorCandidate(ID6941) => Min Interval: 23, Max Interval: 32
AssociateProfessorCandidate(ID6943) => Min Interval: 17, Max Interval: 42
AssociateProfessorCandidate(ID6946) => Min Interval: 28, Max Interval: 48
AssociateProfessorCandidate(ID6949) => Min Interval: 14, Max Interval: 50
AssociateProfessorCandidate(ID6951) => Min Interval: 34, Max Interval: 37
AssociateProfessorCandidate(ID6954) => Min Interval: 18, Max Interval: 40
AssociateProfessorCandidate(ID6956) => Min Interval: 11, Max Interval: 43
AssociateProfessorCandidate(ID6957) => Min Interval: 18, Max Interval: 47
AssociateProfessorCandidate(ID6960) => Min Interval: 17, Max Interval: 30
AssociateProfessorCandidate(ID6961) => Min Interval: 9, Max Interval: 51
AssociateProfessorCandidate(ID6963) => Min Interval: 18, Max Interval: 28
AssociateProfessorCandidate(ID6965) => Min Interval: 25, Max Interval: 47
AssociateProfessorCandidate(ID6966) => Min Interval: 25, Max Interval: 34
AssociateProfessorCandidate(ID6968) => Min Interval: 33, Max Interval: 40
AssociateProfessorCandidate(ID6973) => Min Interval: 30, Max Interval: 36
AssociateProfessorCandidate(ID6974) => Min Interval: 14, Max Interval: 30
AssociateProfessorCandidate(ID6975) => Min Interval: 26, Max Interval: 33
AssociateProfessorCandidate(ID6976) => Min Interval: 10, Max Interval: 44
AssociateProfessorCandidate(ID6978) => Min Interval: 1, Max Interval: 32
AssociateProfessorCandidate(ID6979) => Min Interval: 14, Max Interval: 22
AssociateProfessorCandidate(ID6981) => Min Interval: 7, Max Interval: 46
AssociateProfessorCandidate(ID6987) => Min Interval: 9, Max Interval: 50
AssociateProfessorCandidate(ID6989) => Min Interval: 8, Max Interval: 40
AssociateProfessorCandidate(ID6993) => Min Interval: 16, Max Interval: 36
AssociateProfessorCandidate(ID6994) => Min Interval: 31, Max Interval: 47
AssociateProfessorCandidate(ID6995) => Min Interval: 26, Max Interval: 46
AssociateProfessorCandidate(ID6997) => Min Interval: 10, Max Interval: 49
AssociateProfessorCandidate(ID6998) => Min Interval: 17, Max Interval: 30
AssociateProfessorCandidate(ID7004) => Min Interval: 39, Max Interval: 47
AssociateProfessorCandidate(ID7006) => Min Interval: 20, Max Interval: 41
AssociateProfessorCandidate(ID7007) => Min Interval: 16, Max Interval: 32
AssociateProfessorCandidate(ID7009) => Min Interval: 16, Max Interval: 16
AssociateProfessorCandidate(ID7010) => Min Interval: 9, Max Interval: 16
AssociateProfessorCandidate(ID7013) => Min Interval: 19, Max Interval: 39
AssociateProfessorCandidate(ID7015) => Min Interval: 41, Max Interval: 42
AssociateProfessorCandidate(ID7018) => Min Interval: 15, Max Interval: 36
AssociateProfessorCandidate(ID7019) => Min Interval: 17, Max Interval: 39
AssociateProfessorCandidate(ID7020) => Min Interval: 7, Max Interval: 48
AssociateProfessorCandidate(ID7021) => Min Interval: 28, Max Interval: 47
AssociateProfessorCandidate(ID7022) => Min Interval: 15, Max Interval: 47
AssociateProfessorCandidate(ID7026) => Min Interval: 7, Max Interval: 49
AssociateProfessorCandidate(ID7028) => Min Interval: 19, Max Interval: 25
AssociateProfessorCandidate(ID7029) => Min Interval: 10, Max Interval: 47
AssociateProfessorCandidate(ID7031) => Min Interval: 8, Max Interval: 51
AssociateProfessorCandidate(ID7032) => Min Interval: 32, Max Interval: 49
AssociateProfessorCandidate(ID7035) => Min Interval: 18, Max Interval: 53
AssociateProfessorCandidate(ID7037) => Min Interval: 28, Max Interval: 51
AssociateProfessorCandidate(ID7039) => Min Interval: 20, Max Interval: 49
AssociateProfessorCandidate(ID7041) => Min Interval: 19, Max Interval: 47
AssociateProfessorCandidate(ID7042) => Min Interval: 20, Max Interval: 46
AssociateProfessorCandidate(ID7046) => Min Interval: 22, Max Interval: 34
AssociateProfessorCandidate(ID7054) => Min Interval: 42, Max Interval: 44
AssociateProfessorCandidate(ID7055) => Min Interval: 23, Max Interval: 46
AssociateProfessorCandidate(ID7056) => Min Interval: 19, Max Interval: 29
AssociateProfessorCandidate(ID7059) => Min Interval: 16, Max Interval: 21
AssociateProfessorCandidate(ID7062) => Min Interval: 17, Max Interval: 47
AssociateProfessorCandidate(ID7067) => Min Interval: 24, Max Interval: 29
AssociateProfessorCandidate(ID7068) => Min Interval: 25, Max Interval: 47
AssociateProfessorCandidate(ID7070) => Min Interval: 24, Max Interval: 46
AssociateProfessorCandidate(ID7077) => Min Interval: 15, Max Interval: 48
AssociateProfessorCandidate(ID7078) => Min Interval: 26, Max Interval: 32
AssociateProfessorCandidate(ID7079) => Min Interval: 25, Max Interval: 44
AssociateProfessorCandidate(ID7081) => Min Interval: 28, Max Interval: 46
AssociateProfessorCandidate(ID7082) => Min Interval: 16, Max Interval: 35
AssociateProfessorCandidate(ID7084) => Min Interval: 17, Max Interval: 48
AssociateProfessorCandidate(ID7085) => Min Interval: 14, Max Interval: 18
AssociateProfessorCandidate(ID7087) => Min Interval: 15, Max Interval: 41
AssociateProfessorCandidate(ID7088) => Min Interval: 24, Max Interval: 47
AssociateProfessorCandidate(ID7089) => Min Interval: 16, Max Interval: 27
AssociateProfessorCandidate(ID7093) => Min Interval: 17, Max Interval: 49
AssociateProfessorCandidate(ID7097) => Min Interval: 22, Max Interval: 27
AssociateProfessorCandidate(ID7098) => Min Interval: 11, Max Interval: 45
AssociateProfessorCandidate(ID7101) => Min Interval: 11, Max Interval: 50
AssociateProfessorCandidate(ID7102) => Min Interval: 23, Max Interval: 46
AssociateProfessorCandidate(ID7104) => Min Interval: 31, Max Interval: 33
AssociateProfessorCandidate(ID7107) => Min Interval: 31, Max Interval: 49
