Stored fact information:
AssistantProfessorCandidate(ID0) => Min Interval: 31, Max Interval: 38
AssistantProfessorCandidate(ID6845) => Min Interval: 4, Max Interval: 24
AssistantProfessorCandidate(ID6848) => Min Interval: 13, Max Interval: 44
AssistantProfessorCandidate(ID6849) => Min Interval: 20, Max Interval: 47
AssistantProfessorCandidate(ID6850) => Min Interval: 35, Max Interval: 44
AssistantProfessorCandidate(ID6852) => Min Interval: 11, Max Interval: 36
AssistantProfessorCandidate(ID6853) => Min Interval: 20, Max Interval: 48
AssistantProfessorCandidate(ID6854) => Min Interval: 34, Max Interval: 46
AssistantProfessorCandidate(ID6855) => Min Interval: 5, Max Interval: 39
AssistantProfessorCandidate(ID6857) => Min Interval: 15, Max Interval: 42
AssistantProfessorCandidate(ID6861) => Min Interval: 23, Max Interval: 46
AssistantProfessorCandidate(ID6862) => Min Interval: 38, Max Interval: 42
AssistantProfessorCandidate(ID6865) => Min Interval: 25, Max Interval: 42
AssistantProfessorCandidate(ID6868) => Min Interval: 10, Max Interval: 45
AssistantProfessorCandidate(ID6872) => Min Interval: 14, Max Interval: 39
AssistantProfessorCandidate(ID6874) => Min Interval: 38, Max Interval: 43
AssistantProfessorCandidate(ID6885) => Min Interval: 21, Max Interval: 33
AssistantProfessorCandidate(ID6887) => Min Interval: 8, Max Interval: 49
AssistantProfessorCandidate(ID6888) => Min Interval: 7, Max Interval: 51
AssistantProfessorCandidate(ID6889) => Min Interval: 13, Max Interval: 17
AssistantProfessorCandidate(ID6890) => Min Interval: 9, Max Interval: 43
AssistantProfessorCandidate(ID6892) => Min Interval: 25, Max Interval: 32
AssistantProfessorCandidate(ID6893) => Min Interval: 21, Max Interval: 38
AssistantProfessorCandidate(ID6894) => Min Interval: 20, Max Interval: 40
AssistantProfessorCandidate(ID6895) => Min Interval: 13, Max Interval: 43
AssistantProfessorCandidate(ID6904) => Min Interval: 13, Max Interval: 40
AssistantProfessorCandidate(ID6907) => Min Interval: 11, Max Interval: 35
AssistantProfessorCandidate(ID6908) => Min Interval: 19, Max Interval: 48
AssistantProfessorCandidate(ID6909) => Min Interval: 7, Max Interval: 47
AssistantProfessorCandidate(ID6910) => Min Interval: 32, Max Interval: 43
AssistantProfessorCandidate(ID6911) => Min Interval: 4, Max Interval: 51
AssistantProfessorCandidate(ID6914) => Min Interval: 12, Max Interval: 45
AssistantProfessorCandidate(ID6915) => Min Interval: 24, Max Interval: 38
AssistantProfessorCandidate(ID6918) => Min Interval: 13, Max Interval: 43
AssistantProfessorCandidate(ID6919) => Min Interval: 9, Max Interval: 52
AssistantProfessorCandidate(ID6920) => Min Interval: 36, Max Interval: 46
AssistantProfessorCandidate(ID6921) => Min Interval: 3, Max Interval: 49
AssistantProfessorCandidate(ID6923) => Min Interval: 10, Max Interval: 40
AssistantProfessorCandidate(ID6924) => Min Interval: 16, Max Interval: 26
AssistantProfessorCandidate(ID6926) => Min Interval: 22, Max Interval: 43
AssistantProfessorCandidate(ID6931) => Min Interval: 16, Max Interval: 42
AssistantProfessorCandidate(ID6933) => Min Interval: 12, Max Interval: 48
AssistantProfessorCandidate(ID6935) => Min Interval: 10, Max Interval: 32
AssistantProfessorCandidate(ID6936) => Min Interval: 11, Max Interval: 47
AssistantProfessorCandidate(ID6937) => Min Interval: 11, Max Interval: 44
AssistantProfessorCandidate(ID6938) => Min Interval: 6, Max Interval: 40
AssistantProfessorCandidate(ID6939) => Min Interval: 26, Max Interval: 41
AssistantProfessorCandidate(ID6941) => Min Interval: 18, Max Interval: 31
AssistantProfessorCandidate(ID6943) => Min Interval: 12, Max Interval: 41
AssistantProfessorCandidate(ID6946) => Min Interval: 23, Max Interval: 47
AssistantProfessorCandidate(ID6949) => Min Interval: 9, Max Interval: 49
AssistantProfessorCandidate(ID6950) => Min Interval: 21, Max Interval: 23
AssistantProfessorCandidate(ID6951) => Min Interval: 29, Max Interval: 36
AssistantProfessorCandidate(ID6954) => Min Interval: 13, Max Interval: 39
AssistantProfessorCandidate(ID6956) => Min Interval: 9, Max Interval: 42
AssistantProfessorCandidate(ID6957) => Min Interval: 13, Max Interval: 46
AssistantProfessorCandidate(ID6960) => Min Interval: 12, Max Interval: 29
AssistantProfessorCandidate(ID6961) => Min Interval: 4, Max Interval: 50
AssistantProfessorCandidate(ID6963) => Min Interval: 13, Max Interval: 27
AssistantProfessorCandidate(ID6965) => Min Interval: 20, Max Interval: 46
AssistantProfessorCandidate(ID6966) => Min Interval: 20, Max Interval: 33
AssistantProfessorCandidate(ID6968) => Min Interval: 28, Max Interval: 39
AssistantProfessorCandidate(ID6973) => Min Interval: 25, Max Interval: 35
AssistantProfessorCandidate(ID6974) => Min Interval: 9, Max Interval: 29
AssistantProfessorCandidate(ID6975) => Min Interval: 21, Max Interval: 32
AssistantProfessorCandidate(ID6976) => Min Interval: 5, Max Interval: 43
AssistantProfessorCandidate(ID6979) => Min Interval: 9, Max Interval: 21
AssistantProfessorCandidate(ID6981) => Min Interval: 2, Max Interval: 45
AssistantProfessorCandidate(ID6987) => Min Interval: 4, Max Interval: 49
AssistantProfessorCandidate(ID6989) => Min Interval: 3, Max Interval: 39
AssistantProfessorCandidate(ID6993) => Min Interval: 11, Max Interval: 35
AssistantProfessorCandidate(ID6994) => Min Interval: 26, Max Interval: 46
AssistantProfessorCandidate(ID6995) => Min Interval: 21, Max Interval: 45
AssistantProfessorCandidate(ID6997) => Min Interval: 5, Max Interval: 48
AssistantProfessorCandidate(ID6998) => Min Interval: 12, Max Interval: 29
AssistantProfessorCandidate(ID7004) => Min Interval: 34, Max Interval: 46
AssistantProfessorCandidate(ID7006) => Min Interval: 15, Max Interval: 40
AssistantProfessorCandidate(ID7007) => Min Interval: 11, Max Interval: 31
AssistantProfessorCandidate(ID7009) => Min Interval: 11, Max Interval: 15
AssistantProfessorCandidate(ID7010) => Min Interval: 4, Max Interval: 15
AssistantProfessorCandidate(ID7013) => Min Interval: 14, Max Interval: 38
AssistantProfessorCandidate(ID7015) => Min Interval: 36, Max Interval: 41
AssistantProfessorCandidate(ID7018) => Min Interval: 10, Max Interval: 35
AssistantProfessorCandidate(ID7019) => Min Interval: 12, Max Interval: 38
AssistantProfessorCandidate(ID7020) => Min Interval: 2, Max Interval: 47
AssistantProfessorCandidate(ID7021) => Min Interval: 23, Max Interval: 46
AssistantProfessorCandidate(ID7022) => Min Interval: 10, Max Interval: 46
AssistantProfessorCandidate(ID7026) => Min Interval: 2, Max Interval: 48
AssistantProfessorCandidate(ID7028) => Min Interval: 14, Max Interval: 24
AssistantProfessorCandidate(ID7029) => Min Interval: 5, Max Interval: 46
AssistantProfessorCandidate(ID7031) => Min Interval: 3, Max Interval: 50
AssistantProfessorCandidate(ID7032) => Min Interval: 27, Max Interval: 48
AssistantProfessorCandidate(ID7035) => Min Interval: 13, Max Interval: 52
AssistantProfessorCandidate(ID7037) => Min Interval: 23, Max Interval: 50
AssistantProfessorCandidate(ID7039) => Min Interval: 15, Max Interval: 48
AssistantProfessorCandidate(ID7041) => Min Interval: 14, Max Interval: 46
AssistantProfessorCandidate(ID7042) => Min Interval: 15, Max Interval: 45
AssistantProfessorCandidate(ID7046) => Min Interval: 17, Max Interval: 33
AssistantProfessorCandidate(ID7054) => Min Interval: 37, Max Interval: 43
AssistantProfessorCandidate(ID7055) => Min Interval: 18, Max Interval: 45
AssistantProfessorCandidate(ID7056) => Min Interval: 14, Max Interval: 28
AssistantProfessorCandidate(ID7059) => Min Interval: 11, Max Interval: 20
AssistantProfessorCandidate(ID7062) => Min Interval: 12, Max Interval: 46
AssistantProfessorCandidate(ID7067) => Min Interval: 19, Max Interval: 28
AssistantProfessorCandidate(ID7068) => Min Interval: 20, Max Interval: 46
AssistantProfessorCandidate(ID7070) => Min Interval: 19, Max Interval: 45
AssistantProfessorCandidate(ID7077) => Min Interval: 10, Max Interval: 47
AssistantProfessorCandidate(ID7078) => Min Interval: 21, Max Interval: 31
AssistantProfessorCandidate(ID7079) => Min Interval: 20, Max Interval: 43
AssistantProfessorCandidate(ID7081) => Min Interval: 23, Max Interval: 45
AssistantProfessorCandidate(ID7082) => Min Interval: 11, Max Interval: 34
AssistantProfessorCandidate(ID7084) => Min Interval: 12, Max Interval: 47
AssistantProfessorCandidate(ID7085) => Min Interval: 9, Max Interval: 17
AssistantProfessorCandidate(ID7087) => Min Interval: 10, Max Interval: 40
AssistantProfessorCandidate(ID7088) => Min Interval: 19, Max Interval: 46
AssistantProfessorCandidate(ID7089) => Min Interval: 11, Max Interval: 26
AssistantProfessorCandidate(ID7093) => Min Interval: 12, Max Interval: 48
AssistantProfessorCandidate(ID7097) => Min Interval: 17, Max Interval: 26
AssistantProfessorCandidate(ID7098) => Min Interval: 6, Max Interval: 44
AssistantProfessorCandidate(ID7099) => Min Interval: 10, Max Interval: 13
AssistantProfessorCandidate(ID7101) => Min Interval: 6, Max Interval: 49
AssistantProfessorCandidate(ID7102) => Min Interval: 18, Max Interval: 45
AssistantProfessorCandidate(ID7104) => Min Interval: 26, Max Interval: 32
AssistantProfessorCandidate(ID7107) => Min Interval: 26, Max Interval: 48
AssistantProfessorCandidate(ID7109) => Min Interval: 25, Max Interval: 46
AssistantProfessorCandidate(ID7111) => Min Interval: 28, Max Interval: 37
AssistantProfessorCandidate(ID7112) => Min Interval: 12, Max Interval: 22
AssistantProfessorCandidate(ID7115) => Min Interval: 26, Max Interval: 33
AssistantProfessorCandidate(ID7116) => Min Interval: 27, Max Interval: 46
AssistantProfessorCandidate(ID7117) => Min Interval: 11, Max Interval: 38
AssistantProfessorCandidate(ID7123) => Min Interval: 10, Max Interval: 39
AssistantProfessorCandidate(ID7124) => Min Interval: 10, Max Interval: 12
AssistantProfessorCandidate(ID7125) => Min Interval: 10, Max Interval: 23
AssistantProfessorCandidate(ID7126) => Min Interval: 21, Max Interval: 42
AssistantProfessorCandidate(ID7127) => Min Interval: 27, Max Interval: 47
AssistantProfessorCandidate(ID7128) => Min Interval: 20, Max Interval: 27
AssistantProfessorCandidate(ID7132) => Min Interval: 16, Max Interval: 48
AssistantProfessorCandidate(ID7133) => Min Interval: 15, Max Interval: 43
AssistantProfessorCandidate(ID7134) => Min Interval: 9, Max Interval: 48
AssistantProfessorCandidate(ID7136) => Min Interval: 33, Max Interval: 41
AssistantProfessorCandidate(ID7137) => Min Interval: 6, Max Interval: 48
AssistantProfessorCandidate(ID7140) => Min Interval: 29, Max Interval: 42
AssistantProfessorCandidate(ID7145) => Min Interval: 43, Max Interval: 45
AssistantProfessorCandidate(ID7146) => Min Interval: 12, Max Interval: 47
AssistantProfessorCandidate(ID7148) => Min Interval: 19, Max Interval: 28
AssistantProfessorCandidate(ID7149) => Min Interval: 4, Max Interval: 38
AssistantProfessorCandidate(ID7150) => Min Interval: 18, Max Interval: 46
AssistantProfessorCandidate(ID7151) => Min Interval: 24, Max Interval: 45
AssistantProfessorCandidate(ID7152) => Min Interval: 8, Max Interval: 44
AssistantProfessorCandidate(ID7154) => Min Interval: 19, Max Interval: 39
AssistantProfessorCandidate(ID7156) => Min Interval: 24, Max Interval: 46
AssistantProfessorCandidate(ID7158) => Min Interval: 20, Max Interval: 46
AssistantProfessorCandidate(ID7161) => Min Interval: 36, Max Interval: 41
AssistantProfessorCandidate(ID7165) => Min Interval: 25, Max Interval: 44
AssistantProfessorCandidate(ID7167) => Min Interval: 10, Max Interval: 39
AssistantProfessorCandidate(ID7168) => Min Interval: 37, Max Interval: 47
AssistantProfessorCandidate(ID7169) => Min Interval: 9, Max Interval: 36
AssistantProfessorCandidate(ID7170) => Min Interval: 9, Max Interval: 41
AssistantProfessorCandidate(ID7174) => Min Interval: 36, Max Interval: 45
AssistantProfessorCandidate(ID7182) => Min Interval: 10, Max Interval: 43
AssistantProfessorCandidate(ID7184) => Min Interval: 4, Max Interval: 44
AssistantProfessorCandidate(ID7185) => Min Interval: 9, Max Interval: 47
AssistantProfessorCandidate(ID7188) => Min Interval: 36, Max Interval: 45
AssistantProfessorCandidate(ID7190) => Min Interval: 35, Max Interval: 38
AssistantProfessorCandidate(ID7195) => Min Interval: 11, Max Interval: 47
AssistantProfessorCandidate(ID7196) => Min Interval: 13, Max Interval: 45
AssistantProfessorCandidate(ID7197) => Min Interval: 10, Max Interval: 24
AssistantProfessorCandidate(ID7199) => Min Interval: 10, Max Interval: 34
AssistantProfessorCandidate(ID7201) => Min Interval: 9, Max Interval: 38
AssistantProfessorCandidate(ID7202) => Min Interval: 13, Max Interval: 32
AssistantProfessorCandidate(ID7203) => Min Interval: 21, Max Interval: 44
AssistantProfessorCandidate(ID7206) => Min Interval: 16, Max Interval: 35
AssistantProfessorCandidate(ID7210) => Min Interval: 1, Max Interval: 50
AssistantProfessorCandidate(ID7212) => Min Interval: 17, Max Interval: 48
AssistantProfessorCandidate(ID7213) => Min Interval: 16, Max Interval: 48
AssistantProfessorCandidate(ID7214) => Min Interval: 17, Max Interval: 31
AssistantProfessorCandidate(ID7216) => Min Interval: 22, Max Interval: 43
AssistantProfessorCandidate(ID7218) => Min Interval: 19, Max Interval: 47
AssistantProfessorCandidate(ID7219) => Min Interval: 13, Max Interval: 47
AssistantProfessorCandidate(ID7224) => Min Interval: 9, Max Interval: 22
AssistantProfessorCandidate(ID7231) => Min Interval: 15, Max Interval: 48
AssistantProfessorCandidate(ID7232) => Min Interval: 13, Max Interval: 43
AssistantProfessorCandidate(ID7233) => Min Interval: 14, Max Interval: 39
AssistantProfessorCandidate(ID7240) => Min Interval: 5, Max Interval: 39
AssistantProfessorCandidate(ID7242) => Min Interval: 9, Max Interval: 44
AssistantProfessorCandidate(ID7247) => Min Interval: 27, Max Interval: 44
AssistantProfessorCandidate(ID7248) => Min Interval: 6, Max Interval: 49
AssistantProfessorCandidate(ID7249) => Min Interval: 20, Max Interval: 45
AssistantProfessorCandidate(ID7251) => Min Interval: 9, Max Interval: 18
AssistantProfessorCandidate(ID7254) => Min Interval: 26, Max Interval: 46
AssistantProfessorCandidate(ID7255) => Min Interval: 19, Max Interval: 35
AssistantProfessorCandidate(ID7258) => Min Interval: 6, Max Interval: 50
AssistantProfessorCandidate(ID7259) => Min Interval: 20, Max Interval: 37
AssistantProfessorCandidate(ID7264) => Min Interval: 13, Max Interval: 30
AssistantProfessorCandidate(ID7267) => Min Interval: 9, Max Interval: 33
AssistantProfessorCandidate(ID7268) => Min Interval: 7, Max Interval: 25
AssistantProfessorCandidate(ID7269) => Min Interval: 13, Max Interval: 37
AssistantProfessorCandidate(ID7270) => Min Interval: 4, Max Interval: 46
AssistantProfessorCandidate(ID7271) => Min Interval: 15, Max Interval: 43
AssistantProfessorCandidate(ID7273) => Min Interval: 38, Max Interval: 42
AssistantProfessorCandidate(ID7274) => Min Interval: 9, Max Interval: 26
AssistantProfessorCandidate(ID7278) => Min Interval: 6, Max Interval: 42
AssistantProfessorCandidate(ID7279) => Min Interval: 15, Max Interval: 48
AssistantProfessorCandidate(ID7285) => Min Interval: 25, Max Interval: 41
AssistantProfessorCandidate(ID7287) => Min Interval: 13, Max Interval: 39
AssistantProfessorCandidate(ID7288) => Min Interval: 28, Max Interval: 48
AssistantProfessorCandidate(ID7289) => Min Interval: 16, Max Interval: 28
AssistantProfessorCandidate(ID7290) => Min Interval: 10, Max Interval: 50
AssistantProfessorCandidate(ID7292) => Min Interval: 20, Max Interval: 40
AssistantProfessorCandidate(ID7296) => Min Interval: 9, Max Interval: 33
AssistantProfessorCandidate(ID7297) => Min Interval: 16, Max Interval: 41
AssistantProfessorCandidate(ID7300) => Min Interval: 11, Max Interval: 13
AssistantProfessorCandidate(ID7303) => Min Interval: 5, Max Interval: 22
AssistantProfessorCandidate(ID7320) => Min Interval: 23, Max Interval: 29
AssistantProfessorCandidate(ID7326) => Min Interval: 4, Max Interval: 40
AssistantProfessorCandidate(ID7332) => Min Interval: 20, Max Interval: 45
AssistantProfessorCandidate(ID7334) => Min Interval: 20, Max Interval: 47
AssistantProfessorCandidate(ID7340) => Min Interval: 18, Max Interval: 45
AssistantProfessorCandidate(ID7342) => Min Interval: 15, Max Interval: 39
AssistantProfessorCandidate(ID7343) => Min Interval: 10, Max Interval: 43
AssistantProfessorCandidate(ID7347) => Min Interval: 17, Max Interval: 38
AssistantProfessorCandidate(ID7349) => Min Interval: 23, Max Interval: 32
AssistantProfessorCandidate(ID7355) => Min Interval: 21, Max Interval: 47
AssistantProfessorCandidate(ID7359) => Min Interval: 39, Max Interval: 48
AssistantProfessorCandidate(ID7361) => Min Interval: 16, Max Interval: 19
AssistantProfessorCandidate(ID7364) => Min Interval: 26, Max Interval: 32
AssistantProfessorCandidate(ID7366) => Min Interval: 4, Max Interval: 43
AssistantProfessorCandidate(ID7367) => Min Interval: 16, Max Interval: 40
AssistantProfessorCandidate(ID7372) => Min Interval: 14, Max Interval: 29
AssistantProfessorCandidate(ID7375) => Min Interval: 13, Max Interval: 48
AssistantProfessorCandidate(ID7378) => Min Interval: 21, Max Interval: 33
AssistantProfessorCandidate(ID7380) => Min Interval: 15, Max Interval: 46
AssistantProfessorCandidate(ID7381) => Min Interval: 22, Max Interval: 28
AssistantProfessorCandidate(ID7388) => Min Interval: 10, Max Interval: 48
AssistantProfessorCandidate(ID7398) => Min Interval: 13, Max Interval: 46
