Stored fact information:
Publication(ID12) => Min Interval: 5, Max Interval: 49
Publication(ID6959) => Min Interval: 0, Max Interval: 42
Publication(ID6964) => Min Interval: 0, Max Interval: 48
Publication(ID6970) => Min Interval: 2, Max Interval: 50
Publication(ID6972) => Min Interval: 5, Max Interval: 47
Publication(ID6977) => Min Interval: 31, Max Interval: 41
Publication(ID6980) => Min Interval: 4, Max Interval: 46
Publication(ID6982) => Min Interval: 0, Max Interval: 42
Publication(ID6984) => Min Interval: 7, Max Interval: 43
Publication(ID6988) => Min Interval: 6, Max Interval: 49
Publication(ID6990) => Min Interval: 9, Max Interval: 50
Publication(ID6991) => Min Interval: 4, Max Interval: 50
Publication(ID7001) => Min Interval: 3, Max Interval: 49
Publication(ID7002) => Min Interval: 0, Max Interval: 42
Publication(ID7003) => Min Interval: 1, Max Interval: 50
Publication(ID7005) => Min Interval: 6, Max Interval: 40
Publication(ID7008) => Min Interval: 14, Max Interval: 49
Publication(ID7011) => Min Interval: 7, Max Interval: 48
Publication(ID7014) => Min Interval: 3, Max Interval: 39
Publication(ID7016) => Min Interval: 3, Max Interval: 45
Publication(ID7017) => Min Interval: 4, Max Interval: 44
Publication(ID7024) => Min Interval: 2, Max Interval: 50
Publication(ID7025) => Min Interval: 5, Max Interval: 46
Publication(ID7030) => Min Interval: 1, Max Interval: 50
Publication(ID7033) => Min Interval: 16, Max Interval: 47
Publication(ID7034) => Min Interval: 3, Max Interval: 47
Publication(ID7036) => Min Interval: 3, Max Interval: 48
Publication(ID7038) => Min Interval: 1, Max Interval: 42
Publication(ID7040) => Min Interval: 4, Max Interval: 44
Publication(ID7043) => Min Interval: 0, Max Interval: 38
Publication(ID7044) => Min Interval: 4, Max Interval: 50
Publication(ID7047) => Min Interval: 3, Max Interval: 50
Publication(ID7048) => Min Interval: 0, Max Interval: 50
Publication(ID7049) => Min Interval: 3, Max Interval: 48
Publication(ID7057) => Min Interval: 0, Max Interval: 50
Publication(ID7058) => Min Interval: 4, Max Interval: 50
Publication(ID7060) => Min Interval: 7, Max Interval: 48
Publication(ID7063) => Min Interval: 4, Max Interval: 48
Publication(ID7064) => Min Interval: 23, Max Interval: 40
Publication(ID7066) => Min Interval: 0, Max Interval: 46
Publication(ID7071) => Min Interval: 2, Max Interval: 50
Publication(ID7073) => Min Interval: 0, Max Interval: 45
Publication(ID7074) => Min Interval: 1, Max Interval: 42
Publication(ID7075) => Min Interval: 0, Max Interval: 50
Publication(ID7083) => Min Interval: 3, Max Interval: 48
Publication(ID7090) => Min Interval: 6, Max Interval: 49
Publication(ID7091) => Min Interval: 1, Max Interval: 46
Publication(ID7092) => Min Interval: 0, Max Interval: 49
Publication(ID7095) => Min Interval: 2, Max Interval: 47
Publication(ID7096) => Min Interval: 3, Max Interval: 44
Publication(ID7100) => Min Interval: 0, Max Interval: 45
Publication(ID7103) => Min Interval: 3, Max Interval: 50
Publication(ID7106) => Min Interval: 15, Max Interval: 50
Publication(ID7108) => Min Interval: 1, Max Interval: 49
Publication(ID7118) => Min Interval: 10, Max Interval: 44
Publication(ID7119) => Min Interval: 18, Max Interval: 44
Publication(ID7121) => Min Interval: 15, Max Interval: 48
Publication(ID7122) => Min Interval: 9, Max Interval: 44
Publication(ID7129) => Min Interval: 0, Max Interval: 49
Publication(ID7130) => Min Interval: 1, Max Interval: 49
Publication(ID7138) => Min Interval: 5, Max Interval: 47
Publication(ID7139) => Min Interval: 2, Max Interval: 46
Publication(ID7141) => Min Interval: 8, Max Interval: 47
Publication(ID7143) => Min Interval: 1, Max Interval: 50
Publication(ID7147) => Min Interval: 0, Max Interval: 50
Publication(ID7153) => Min Interval: 2, Max Interval: 48
Publication(ID7155) => Min Interval: 1, Max Interval: 49
Publication(ID7157) => Min Interval: 1, Max Interval: 45
Publication(ID7159) => Min Interval: 4, Max Interval: 43
Publication(ID7162) => Min Interval: 5, Max Interval: 50
Publication(ID7164) => Min Interval: 0, Max Interval: 50
Publication(ID7166) => Min Interval: 2, Max Interval: 47
Publication(ID7172) => Min Interval: 3, Max Interval: 42
Publication(ID7173) => Min Interval: 3, Max Interval: 48
Publication(ID7176) => Min Interval: 2, Max Interval: 45
Publication(ID7178) => Min Interval: 7, Max Interval: 48
Publication(ID7179) => Min Interval: 2, Max Interval: 45
Publication(ID7180) => Min Interval: 7, Max Interval: 45
Publication(ID7183) => Min Interval: 4, Max Interval: 50
Publication(ID7186) => Min Interval: 2, Max Interval: 33
Publication(ID7187) => Min Interval: 7, Max Interval: 50
Publication(ID7189) => Min Interval: 9, Max Interval: 47
Publication(ID7191) => Min Interval: 1, Max Interval: 50
Publication(ID7194) => Min Interval: 2, Max Interval: 46
Publication(ID7200) => Min Interval: 15, Max Interval: 49
Publication(ID7205) => Min Interval: 2, Max Interval: 49
Publication(ID7207) => Min Interval: 2, Max Interval: 37
Publication(ID7211) => Min Interval: 5, Max Interval: 40
Publication(ID7215) => Min Interval: 4, Max Interval: 31
Publication(ID7217) => Min Interval: 2, Max Interval: 49
Publication(ID7221) => Min Interval: 1, Max Interval: 42
Publication(ID7223) => Min Interval: 4, Max Interval: 49
Publication(ID7225) => Min Interval: 7, Max Interval: 50
Publication(ID7227) => Min Interval: 7, Max Interval: 47
Publication(ID7228) => Min Interval: 5, Max Interval: 45
Publication(ID7229) => Min Interval: 6, Max Interval: 46
Publication(ID7230) => Min Interval: 0, Max Interval: 47
Publication(ID7234) => Min Interval: 4, Max Interval: 49
Publication(ID7235) => Min Interval: 7, Max Interval: 50
Publication(ID7237) => Min Interval: 7, Max Interval: 35
Publication(ID7238) => Min Interval: 0, Max Interval: 44
Publication(ID7244) => Min Interval: 3, Max Interval: 42
Publication(ID7246) => Min Interval: 4, Max Interval: 50
Publication(ID7253) => Min Interval: 11, Max Interval: 48
Publication(ID7256) => Min Interval: 1, Max Interval: 48
Publication(ID7260) => Min Interval: 0, Max Interval: 47
Publication(ID7261) => Min Interval: 6, Max Interval: 47
Publication(ID7262) => Min Interval: 5, Max Interval: 49
Publication(ID7263) => Min Interval: 4, Max Interval: 49
Publication(ID7276) => Min Interval: 5, Max Interval: 46
Publication(ID7283) => Min Interval: 3, Max Interval: 49
Publication(ID7293) => Min Interval: 11, Max Interval: 49
Publication(ID7294) => Min Interval: 4, Max Interval: 45
Publication(ID7295) => Min Interval: 0, Max Interval: 50
Publication(ID7298) => Min Interval: 6, Max Interval: 49
Publication(ID7299) => Min Interval: 9, Max Interval: 41
Publication(ID7302) => Min Interval: 7, Max Interval: 47
Publication(ID7305) => Min Interval: 1, Max Interval: 50
Publication(ID7306) => Min Interval: 1, Max Interval: 50
Publication(ID7307) => Min Interval: 5, Max Interval: 45
Publication(ID7308) => Min Interval: 4, Max Interval: 47
Publication(ID7310) => Min Interval: 2, Max Interval: 49
Publication(ID7311) => Min Interval: 0, Max Interval: 35
Publication(ID7313) => Min Interval: 15, Max Interval: 50
Publication(ID7314) => Min Interval: 1, Max Interval: 34
Publication(ID7316) => Min Interval: 1, Max Interval: 49
Publication(ID7317) => Min Interval: 0, Max Interval: 50
Publication(ID7322) => Min Interval: 0, Max Interval: 50
Publication(ID7323) => Min Interval: 4, Max Interval: 48
Publication(ID7324) => Min Interval: 1, Max Interval: 49
Publication(ID7325) => Min Interval: 1, Max Interval: 34
Publication(ID7328) => Min Interval: 2, Max Interval: 41
Publication(ID7329) => Min Interval: 3, Max Interval: 47
Publication(ID7330) => Min Interval: 5, Max Interval: 46
Publication(ID7333) => Min Interval: 0, Max Interval: 41
Publication(ID7337) => Min Interval: 1, Max Interval: 50
Publication(ID7338) => Min Interval: 0, Max Interval: 33
Publication(ID7339) => Min Interval: 6, Max Interval: 49
Publication(ID7341) => Min Interval: 3, Max Interval: 47
Publication(ID7345) => Min Interval: 2, Max Interval: 36
Publication(ID7348) => Min Interval: 1, Max Interval: 49
Publication(ID7350) => Min Interval: 8, Max Interval: 49
Publication(ID7351) => Min Interval: 0, Max Interval: 48
Publication(ID7352) => Min Interval: 2, Max Interval: 50
Publication(ID7354) => Min Interval: 8, Max Interval: 43
Publication(ID7356) => Min Interval: 1, Max Interval: 45
Publication(ID7357) => Min Interval: 1, Max Interval: 46
Publication(ID7358) => Min Interval: 0, Max Interval: 50
Publication(ID7362) => Min Interval: 6, Max Interval: 49
Publication(ID7363) => Min Interval: 2, Max Interval: 44
Publication(ID7365) => Min Interval: 2, Max Interval: 49
Publication(ID7371) => Min Interval: 4, Max Interval: 41
Publication(ID7373) => Min Interval: 6, Max Interval: 45
Publication(ID7374) => Min Interval: 0, Max Interval: 50
Publication(ID7376) => Min Interval: 0, Max Interval: 47
Publication(ID7377) => Min Interval: 12, Max Interval: 47
Publication(ID7382) => Min Interval: 5, Max Interval: 47
Publication(ID7384) => Min Interval: 1, Max Interval: 48
Publication(ID7386) => Min Interval: 0, Max Interval: 47
Publication(ID7389) => Min Interval: 0, Max Interval: 47
Publication(ID7390) => Min Interval: 5, Max Interval: 50
Publication(ID7391) => Min Interval: 2, Max Interval: 45
Publication(ID7392) => Min Interval: 9, Max Interval: 49
Publication(ID7393) => Min Interval: 4, Max Interval: 50
Publication(ID7395) => Min Interval: 5, Max Interval: 48
Publication(ID7401) => Min Interval: 8, Max Interval: 45
Publication(ID7403) => Min Interval: 4, Max Interval: 49
Publication(ID7405) => Min Interval: 3, Max Interval: 48
Publication(ID7407) => Min Interval: 4, Max Interval: 50
Publication(ID7414) => Min Interval: 4, Max Interval: 35
Publication(ID7416) => Min Interval: 4, Max Interval: 46
Publication(ID7418) => Min Interval: 5, Max Interval: 46
Publication(ID7419) => Min Interval: 0, Max Interval: 48
Publication(ID7420) => Min Interval: 3, Max Interval: 39
Publication(ID7426) => Min Interval: 2, Max Interval: 48
Publication(ID7431) => Min Interval: 6, Max Interval: 49
Publication(ID7433) => Min Interval: 2, Max Interval: 43
Publication(ID7437) => Min Interval: 8, Max Interval: 44
Publication(ID7438) => Min Interval: 3, Max Interval: 50
Publication(ID7439) => Min Interval: 5, Max Interval: 31
Publication(ID7442) => Min Interval: 1, Max Interval: 48
Publication(ID7443) => Min Interval: 3, Max Interval: 48
Publication(ID7444) => Min Interval: 5, Max Interval: 50
Publication(ID7453) => Min Interval: 2, Max Interval: 40
Publication(ID7454) => Min Interval: 5, Max Interval: 49
Publication(ID7458) => Min Interval: 1, Max Interval: 49
Publication(ID7460) => Min Interval: 0, Max Interval: 44
Publication(ID7466) => Min Interval: 4, Max Interval: 42
Publication(ID7467) => Min Interval: 4, Max Interval: 49
Publication(ID7469) => Min Interval: 2, Max Interval: 45
Publication(ID7474) => Min Interval: 2, Max Interval: 36
Publication(ID7475) => Min Interval: 4, Max Interval: 37
Publication(ID7478) => Min Interval: 3, Max Interval: 47
Publication(ID7479) => Min Interval: 14, Max Interval: 48
Publication(ID7481) => Min Interval: 0, Max Interval: 41
Publication(ID7482) => Min Interval: 6, Max Interval: 50
Publication(ID7483) => Min Interval: 0, Max Interval: 47
Publication(ID7484) => Min Interval: 25, Max Interval: 48
Publication(ID7485) => Min Interval: 0, Max Interval: 50
Publication(ID7486) => Min Interval: 0, Max Interval: 49
Publication(ID7487) => Min Interval: 0, Max Interval: 47
Publication(ID7488) => Min Interval: 6, Max Interval: 45
Publication(ID7490) => Min Interval: 13, Max Interval: 49
Publication(ID7493) => Min Interval: 1, Max Interval: 44
Publication(ID7495) => Min Interval: 18, Max Interval: 44
Publication(ID7498) => Min Interval: 0, Max Interval: 49
Publication(ID7499) => Min Interval: 4, Max Interval: 47
Publication(ID7500) => Min Interval: 9, Max Interval: 40
Publication(ID7502) => Min Interval: 12, Max Interval: 49
Publication(ID7505) => Min Interval: 2, Max Interval: 44
Publication(ID7507) => Min Interval: 0, Max Interval: 50
Publication(ID7508) => Min Interval: 0, Max Interval: 47
Publication(ID7509) => Min Interval: 5, Max Interval: 49
Publication(ID7510) => Min Interval: 5, Max Interval: 47
Publication(ID7511) => Min Interval: 4, Max Interval: 50
Publication(ID7512) => Min Interval: 1, Max Interval: 47
Publication(ID7514) => Min Interval: 3, Max Interval: 50
Publication(ID7516) => Min Interval: 0, Max Interval: 50
Publication(ID7518) => Min Interval: 12, Max Interval: 47
Publication(ID7523) => Min Interval: 4, Max Interval: 46
Publication(ID7526) => Min Interval: 14, Max Interval: 47
Publication(ID7527) => Min Interval: 2, Max Interval: 48
Publication(ID7532) => Min Interval: 0, Max Interval: 47
Publication(ID7533) => Min Interval: 3, Max Interval: 48
Publication(ID7539) => Min Interval: 4, Max Interval: 46
Publication(ID7541) => Min Interval: 2, Max Interval: 47
Publication(ID7543) => Min Interval: 0, Max Interval: 27
Publication(ID7544) => Min Interval: 1, Max Interval: 48
Publication(ID7550) => Min Interval: 5, Max Interval: 49
Publication(ID7552) => Min Interval: 11, Max Interval: 43
Publication(ID7558) => Min Interval: 1, Max Interval: 43
Publication(ID7560) => Min Interval: 3, Max Interval: 40
Publication(ID7561) => Min Interval: 12, Max Interval: 50
Publication(ID7564) => Min Interval: 0, Max Interval: 48
Publication(ID7567) => Min Interval: 3, Max Interval: 41
Publication(ID7569) => Min Interval: 4, Max Interval: 50
Publication(ID7570) => Min Interval: 2, Max Interval: 48
Publication(ID7571) => Min Interval: 2, Max Interval: 49
Publication(ID7575) => Min Interval: 5, Max Interval: 48
Publication(ID7577) => Min Interval: 10, Max Interval: 47
Publication(ID7580) => Min Interval: 3, Max Interval: 44
Publication(ID7582) => Min Interval: 2, Max Interval: 46
Publication(ID7584) => Min Interval: 1, Max Interval: 50
Publication(ID7585) => Min Interval: 7, Max Interval: 47
Publication(ID7586) => Min Interval: 2, Max Interval: 46
Publication(ID7588) => Min Interval: 1, Max Interval: 49
Publication(ID7591) => Min Interval: 8, Max Interval: 50
Publication(ID7592) => Min Interval: 6, Max Interval: 42
Publication(ID7600) => Min Interval: 4, Max Interval: 39
Publication(ID7601) => Min Interval: 4, Max Interval: 46
Publication(ID7604) => Min Interval: 10, Max Interval: 49
Publication(ID7605) => Min Interval: 2, Max Interval: 46
Publication(ID7611) => Min Interval: 1, Max Interval: 48
Publication(ID7612) => Min Interval: 2, Max Interval: 49
Publication(ID7614) => Min Interval: 12, Max Interval: 50
Publication(ID7626) => Min Interval: 2, Max Interval: 46
Publication(ID7629) => Min Interval: 2, Max Interval: 49
Publication(ID7635) => Min Interval: 0, Max Interval: 44
Publication(ID7641) => Min Interval: 3, Max Interval: 49
Publication(ID7643) => Min Interval: 1, Max Interval: 50
Publication(ID7656) => Min Interval: 1, Max Interval: 50
Publication(ID7659) => Min Interval: 6, Max Interval: 49
Publication(ID7663) => Min Interval: 6, Max Interval: 49
Publication(ID7664) => Min Interval: 3, Max Interval: 49
Publication(ID7665) => Min Interval: 2, Max Interval: 37
Publication(ID7671) => Min Interval: 1, Max Interval: 48
Publication(ID7678) => Min Interval: 7, Max Interval: 48
Publication(ID7685) => Min Interval: 4, Max Interval: 47
Publication(ID7686) => Min Interval: 4, Max Interval: 50
Publication(ID7691) => Min Interval: 0, Max Interval: 43
Publication(ID7695) => Min Interval: 2, Max Interval: 47
Publication(ID7698) => Min Interval: 2, Max Interval: 50
Publication(ID7704) => Min Interval: 2, Max Interval: 45
Publication(ID7707) => Min Interval: 1, Max Interval: 49
Publication(ID7715) => Min Interval: 10, Max Interval: 50
Publication(ID7733) => Min Interval: 0, Max Interval: 50
Publication(ID7740) => Min Interval: 0, Max Interval: 47
Publication(ID7748) => Min Interval: 0, Max Interval: 46
Publication(ID7751) => Min Interval: 7, Max Interval: 39
Publication(ID7752) => Min Interval: 0, Max Interval: 46
Publication(ID7753) => Min Interval: 0, Max Interval: 44
Publication(ID7763) => Min Interval: 16, Max Interval: 43
Publication(ID7772) => Min Interval: 9, Max Interval: 49
Publication(ID7784) => Min Interval: 2, Max Interval: 47
Publication(ID7787) => Min Interval: 15, Max Interval: 43
Publication(ID7799) => Min Interval: 13, Max Interval: 47
Publication(ID7800) => Min Interval: 4, Max Interval: 46
Publication(ID7805) => Min Interval: 8, Max Interval: 47
Publication(ID7816) => Min Interval: 1, Max Interval: 50
Publication(ID7818) => Min Interval: 0, Max Interval: 48
Publication(ID7822) => Min Interval: 12, Max Interval: 49
