Stored fact information:
Lecturer(ID0) => Min Interval: 30, Max Interval: 35
Lecturer(ID6824) => Min Interval: 6, Max Interval: 44
Lecturer(ID6825) => Min Interval: 30, Max Interval: 45
Lecturer(ID6826) => Min Interval: 36, Max Interval: 44
Lecturer(ID6827) => Min Interval: 10, Max Interval: 11
Lecturer(ID6828) => Min Interval: 22, Max Interval: 36
Lecturer(ID6830) => Min Interval: 8, Max Interval: 8
Lecturer(ID6831) => Min Interval: 28, Max Interval: 38
Lecturer(ID6834) => Min Interval: 33, Max Interval: 42
Lecturer(ID6837) => Min Interval: 14, Max Interval: 48
Lecturer(ID6842) => Min Interval: 3, Max Interval: 44
Lecturer(ID6843) => Min Interval: 16, Max Interval: 42
Lecturer(ID6845) => Min Interval: 3, Max Interval: 21
Lecturer(ID6848) => Min Interval: 12, Max Interval: 41
Lecturer(ID6849) => Min Interval: 19, Max Interval: 44
Lecturer(ID6850) => Min Interval: 34, Max Interval: 41
Lecturer(ID6852) => Min Interval: 10, Max Interval: 33
Lecturer(ID6853) => Min Interval: 19, Max Interval: 45
Lecturer(ID6854) => Min Interval: 33, Max Interval: 43
Lecturer(ID6855) => Min Interval: 4, Max Interval: 36
Lecturer(ID6857) => Min Interval: 14, Max Interval: 39
Lecturer(ID6861) => Min Interval: 22, Max Interval: 43
Lecturer(ID6862) => Min Interval: 37, Max Interval: 39
Lecturer(ID6865) => Min Interval: 24, Max Interval: 39
Lecturer(ID6868) => Min Interval: 9, Max Interval: 42
Lecturer(ID6872) => Min Interval: 13, Max Interval: 36
Lecturer(ID6874) => Min Interval: 37, Max Interval: 40
Lecturer(ID6885) => Min Interval: 20, Max Interval: 30
Lecturer(ID6887) => Min Interval: 7, Max Interval: 46
Lecturer(ID6888) => Min Interval: 6, Max Interval: 48
Lecturer(ID6889) => Min Interval: 12, Max Interval: 14
Lecturer(ID6890) => Min Interval: 8, Max Interval: 40
Lecturer(ID6892) => Min Interval: 24, Max Interval: 29
Lecturer(ID6893) => Min Interval: 20, Max Interval: 35
Lecturer(ID6894) => Min Interval: 19, Max Interval: 37
Lecturer(ID6895) => Min Interval: 12, Max Interval: 40
Lecturer(ID6904) => Min Interval: 12, Max Interval: 37
Lecturer(ID6907) => Min Interval: 10, Max Interval: 32
Lecturer(ID6908) => Min Interval: 18, Max Interval: 45
Lecturer(ID6909) => Min Interval: 6, Max Interval: 44
Lecturer(ID6910) => Min Interval: 31, Max Interval: 40
Lecturer(ID6911) => Min Interval: 3, Max Interval: 48
Lecturer(ID6914) => Min Interval: 11, Max Interval: 42
Lecturer(ID6915) => Min Interval: 23, Max Interval: 35
Lecturer(ID6918) => Min Interval: 12, Max Interval: 40
Lecturer(ID6919) => Min Interval: 8, Max Interval: 49
Lecturer(ID6920) => Min Interval: 35, Max Interval: 43
Lecturer(ID6921) => Min Interval: 2, Max Interval: 46
Lecturer(ID6923) => Min Interval: 9, Max Interval: 37
Lecturer(ID6924) => Min Interval: 15, Max Interval: 23
Lecturer(ID6926) => Min Interval: 21, Max Interval: 40
Lecturer(ID6931) => Min Interval: 15, Max Interval: 39
Lecturer(ID6933) => Min Interval: 11, Max Interval: 45
Lecturer(ID6935) => Min Interval: 9, Max Interval: 29
Lecturer(ID6936) => Min Interval: 10, Max Interval: 44
Lecturer(ID6937) => Min Interval: 10, Max Interval: 41
Lecturer(ID6938) => Min Interval: 5, Max Interval: 37
Lecturer(ID6939) => Min Interval: 25, Max Interval: 38
Lecturer(ID6941) => Min Interval: 17, Max Interval: 28
Lecturer(ID6943) => Min Interval: 11, Max Interval: 38
Lecturer(ID6946) => Min Interval: 22, Max Interval: 44
Lecturer(ID6949) => Min Interval: 8, Max Interval: 46
Lecturer(ID6950) => Min Interval: 20, Max Interval: 20
Lecturer(ID6951) => Min Interval: 28, Max Interval: 33
Lecturer(ID6954) => Min Interval: 12, Max Interval: 36
Lecturer(ID6956) => Min Interval: 8, Max Interval: 39
Lecturer(ID6957) => Min Interval: 12, Max Interval: 43
Lecturer(ID6960) => Min Interval: 11, Max Interval: 26
Lecturer(ID6961) => Min Interval: 3, Max Interval: 47
Lecturer(ID6963) => Min Interval: 12, Max Interval: 24
Lecturer(ID6965) => Min Interval: 19, Max Interval: 43
Lecturer(ID6966) => Min Interval: 19, Max Interval: 30
Lecturer(ID6968) => Min Interval: 27, Max Interval: 36
Lecturer(ID6973) => Min Interval: 24, Max Interval: 32
Lecturer(ID6974) => Min Interval: 8, Max Interval: 26
Lecturer(ID6975) => Min Interval: 20, Max Interval: 29
Lecturer(ID6976) => Min Interval: 4, Max Interval: 40
Lecturer(ID6979) => Min Interval: 8, Max Interval: 18
Lecturer(ID6981) => Min Interval: 1, Max Interval: 42
Lecturer(ID6987) => Min Interval: 3, Max Interval: 46
Lecturer(ID6989) => Min Interval: 2, Max Interval: 36
Lecturer(ID6993) => Min Interval: 10, Max Interval: 32
Lecturer(ID6994) => Min Interval: 25, Max Interval: 43
Lecturer(ID6995) => Min Interval: 20, Max Interval: 42
Lecturer(ID6997) => Min Interval: 4, Max Interval: 45
Lecturer(ID6998) => Min Interval: 11, Max Interval: 26
Lecturer(ID7004) => Min Interval: 33, Max Interval: 43
Lecturer(ID7006) => Min Interval: 14, Max Interval: 37
Lecturer(ID7007) => Min Interval: 10, Max Interval: 28
Lecturer(ID7009) => Min Interval: 10, Max Interval: 12
Lecturer(ID7010) => Min Interval: 3, Max Interval: 12
Lecturer(ID7013) => Min Interval: 13, Max Interval: 35
Lecturer(ID7015) => Min Interval: 35, Max Interval: 38
Lecturer(ID7018) => Min Interval: 9, Max Interval: 32
Lecturer(ID7019) => Min Interval: 11, Max Interval: 35
Lecturer(ID7020) => Min Interval: 1, Max Interval: 44
Lecturer(ID7021) => Min Interval: 22, Max Interval: 43
Lecturer(ID7022) => Min Interval: 9, Max Interval: 43
Lecturer(ID7026) => Min Interval: 1, Max Interval: 45
Lecturer(ID7028) => Min Interval: 13, Max Interval: 21
Lecturer(ID7029) => Min Interval: 4, Max Interval: 43
Lecturer(ID7031) => Min Interval: 2, Max Interval: 47
Lecturer(ID7032) => Min Interval: 26, Max Interval: 45
Lecturer(ID7035) => Min Interval: 12, Max Interval: 49
Lecturer(ID7037) => Min Interval: 22, Max Interval: 47
Lecturer(ID7039) => Min Interval: 14, Max Interval: 45
Lecturer(ID7041) => Min Interval: 13, Max Interval: 43
Lecturer(ID7042) => Min Interval: 14, Max Interval: 42
Lecturer(ID7046) => Min Interval: 16, Max Interval: 30
Lecturer(ID7054) => Min Interval: 36, Max Interval: 40
Lecturer(ID7055) => Min Interval: 17, Max Interval: 42
Lecturer(ID7056) => Min Interval: 13, Max Interval: 25
Lecturer(ID7059) => Min Interval: 10, Max Interval: 17
Lecturer(ID7062) => Min Interval: 11, Max Interval: 43
Lecturer(ID7067) => Min Interval: 18, Max Interval: 25
Lecturer(ID7068) => Min Interval: 19, Max Interval: 43
Lecturer(ID7070) => Min Interval: 18, Max Interval: 42
Lecturer(ID7077) => Min Interval: 9, Max Interval: 44
Lecturer(ID7078) => Min Interval: 20, Max Interval: 28
Lecturer(ID7079) => Min Interval: 19, Max Interval: 40
Lecturer(ID7081) => Min Interval: 22, Max Interval: 42
Lecturer(ID7082) => Min Interval: 10, Max Interval: 31
Lecturer(ID7084) => Min Interval: 11, Max Interval: 44
Lecturer(ID7085) => Min Interval: 8, Max Interval: 14
Lecturer(ID7087) => Min Interval: 9, Max Interval: 37
Lecturer(ID7088) => Min Interval: 18, Max Interval: 43
Lecturer(ID7089) => Min Interval: 10, Max Interval: 23
Lecturer(ID7093) => Min Interval: 11, Max Interval: 45
Lecturer(ID7097) => Min Interval: 16, Max Interval: 23
Lecturer(ID7098) => Min Interval: 5, Max Interval: 41
Lecturer(ID7099) => Min Interval: 9, Max Interval: 10
Lecturer(ID7101) => Min Interval: 5, Max Interval: 46
Lecturer(ID7102) => Min Interval: 17, Max Interval: 42
Lecturer(ID7104) => Min Interval: 25, Max Interval: 29
Lecturer(ID7107) => Min Interval: 25, Max Interval: 45
Lecturer(ID7109) => Min Interval: 24, Max Interval: 43
Lecturer(ID7111) => Min Interval: 27, Max Interval: 34
Lecturer(ID7112) => Min Interval: 11, Max Interval: 19
Lecturer(ID7115) => Min Interval: 25, Max Interval: 30
Lecturer(ID7116) => Min Interval: 26, Max Interval: 43
Lecturer(ID7117) => Min Interval: 10, Max Interval: 35
Lecturer(ID7123) => Min Interval: 9, Max Interval: 36
Lecturer(ID7124) => Min Interval: 9, Max Interval: 9
Lecturer(ID7125) => Min Interval: 9, Max Interval: 20
Lecturer(ID7126) => Min Interval: 20, Max Interval: 39
Lecturer(ID7127) => Min Interval: 26, Max Interval: 44
Lecturer(ID7128) => Min Interval: 19, Max Interval: 24
Lecturer(ID7132) => Min Interval: 15, Max Interval: 45
Lecturer(ID7133) => Min Interval: 14, Max Interval: 40
Lecturer(ID7134) => Min Interval: 8, Max Interval: 45
Lecturer(ID7136) => Min Interval: 32, Max Interval: 38
Lecturer(ID7137) => Min Interval: 5, Max Interval: 45
Lecturer(ID7140) => Min Interval: 28, Max Interval: 39
Lecturer(ID7145) => Min Interval: 42, Max Interval: 42
Lecturer(ID7146) => Min Interval: 11, Max Interval: 44
Lecturer(ID7148) => Min Interval: 18, Max Interval: 25
Lecturer(ID7149) => Min Interval: 3, Max Interval: 35
Lecturer(ID7150) => Min Interval: 17, Max Interval: 43
Lecturer(ID7151) => Min Interval: 23, Max Interval: 42
Lecturer(ID7152) => Min Interval: 7, Max Interval: 41
Lecturer(ID7154) => Min Interval: 18, Max Interval: 36
Lecturer(ID7156) => Min Interval: 23, Max Interval: 43
Lecturer(ID7158) => Min Interval: 19, Max Interval: 43
Lecturer(ID7161) => Min Interval: 35, Max Interval: 38
Lecturer(ID7165) => Min Interval: 24, Max Interval: 41
Lecturer(ID7167) => Min Interval: 9, Max Interval: 36
Lecturer(ID7168) => Min Interval: 36, Max Interval: 44
Lecturer(ID7169) => Min Interval: 8, Max Interval: 33
Lecturer(ID7170) => Min Interval: 8, Max Interval: 38
Lecturer(ID7174) => Min Interval: 35, Max Interval: 42
Lecturer(ID7182) => Min Interval: 9, Max Interval: 40
Lecturer(ID7184) => Min Interval: 3, Max Interval: 41
Lecturer(ID7185) => Min Interval: 8, Max Interval: 44
Lecturer(ID7188) => Min Interval: 35, Max Interval: 42
Lecturer(ID7190) => Min Interval: 34, Max Interval: 35
Lecturer(ID7195) => Min Interval: 10, Max Interval: 44
Lecturer(ID7196) => Min Interval: 12, Max Interval: 42
Lecturer(ID7197) => Min Interval: 9, Max Interval: 21
Lecturer(ID7199) => Min Interval: 9, Max Interval: 31
Lecturer(ID7201) => Min Interval: 8, Max Interval: 35
Lecturer(ID7202) => Min Interval: 12, Max Interval: 29
Lecturer(ID7203) => Min Interval: 20, Max Interval: 41
Lecturer(ID7206) => Min Interval: 15, Max Interval: 32
Lecturer(ID7210) => Min Interval: 0, Max Interval: 47
Lecturer(ID7212) => Min Interval: 16, Max Interval: 45
Lecturer(ID7213) => Min Interval: 15, Max Interval: 45
Lecturer(ID7214) => Min Interval: 16, Max Interval: 28
Lecturer(ID7216) => Min Interval: 21, Max Interval: 40
Lecturer(ID7218) => Min Interval: 18, Max Interval: 44
Lecturer(ID7219) => Min Interval: 12, Max Interval: 44
Lecturer(ID7224) => Min Interval: 8, Max Interval: 19
Lecturer(ID7231) => Min Interval: 14, Max Interval: 45
Lecturer(ID7232) => Min Interval: 12, Max Interval: 40
Lecturer(ID7233) => Min Interval: 13, Max Interval: 36
Lecturer(ID7240) => Min Interval: 4, Max Interval: 36
Lecturer(ID7242) => Min Interval: 8, Max Interval: 41
Lecturer(ID7247) => Min Interval: 26, Max Interval: 41
Lecturer(ID7248) => Min Interval: 5, Max Interval: 46
Lecturer(ID7249) => Min Interval: 19, Max Interval: 42
Lecturer(ID7251) => Min Interval: 8, Max Interval: 15
Lecturer(ID7254) => Min Interval: 25, Max Interval: 43
Lecturer(ID7255) => Min Interval: 18, Max Interval: 32
Lecturer(ID7258) => Min Interval: 5, Max Interval: 47
Lecturer(ID7259) => Min Interval: 19, Max Interval: 34
Lecturer(ID7264) => Min Interval: 12, Max Interval: 27
Lecturer(ID7267) => Min Interval: 8, Max Interval: 30
Lecturer(ID7268) => Min Interval: 6, Max Interval: 22
Lecturer(ID7269) => Min Interval: 12, Max Interval: 34
Lecturer(ID7270) => Min Interval: 3, Max Interval: 43
Lecturer(ID7271) => Min Interval: 14, Max Interval: 40
Lecturer(ID7273) => Min Interval: 37, Max Interval: 39
Lecturer(ID7274) => Min Interval: 8, Max Interval: 23
Lecturer(ID7278) => Min Interval: 5, Max Interval: 39
Lecturer(ID7279) => Min Interval: 14, Max Interval: 45
Lecturer(ID7285) => Min Interval: 24, Max Interval: 38
Lecturer(ID7287) => Min Interval: 12, Max Interval: 36
Lecturer(ID7288) => Min Interval: 27, Max Interval: 45
Lecturer(ID7289) => Min Interval: 15, Max Interval: 25
Lecturer(ID7290) => Min Interval: 9, Max Interval: 47
Lecturer(ID7292) => Min Interval: 19, Max Interval: 37
Lecturer(ID7296) => Min Interval: 8, Max Interval: 30
Lecturer(ID7297) => Min Interval: 15, Max Interval: 38
Lecturer(ID7300) => Min Interval: 10, Max Interval: 10
Lecturer(ID7303) => Min Interval: 4, Max Interval: 19
Lecturer(ID7320) => Min Interval: 22, Max Interval: 26
Lecturer(ID7326) => Min Interval: 3, Max Interval: 37
Lecturer(ID7332) => Min Interval: 19, Max Interval: 42
Lecturer(ID7334) => Min Interval: 19, Max Interval: 44
Lecturer(ID7340) => Min Interval: 17, Max Interval: 42
Lecturer(ID7342) => Min Interval: 14, Max Interval: 36
Lecturer(ID7343) => Min Interval: 9, Max Interval: 40
Lecturer(ID7347) => Min Interval: 16, Max Interval: 35
Lecturer(ID7349) => Min Interval: 22, Max Interval: 29
Lecturer(ID7355) => Min Interval: 20, Max Interval: 44
Lecturer(ID7359) => Min Interval: 38, Max Interval: 45
Lecturer(ID7361) => Min Interval: 15, Max Interval: 16
Lecturer(ID7364) => Min Interval: 25, Max Interval: 29
Lecturer(ID7366) => Min Interval: 3, Max Interval: 40
Lecturer(ID7367) => Min Interval: 15, Max Interval: 37
Lecturer(ID7372) => Min Interval: 13, Max Interval: 26
Lecturer(ID7375) => Min Interval: 12, Max Interval: 45
Lecturer(ID7378) => Min Interval: 20, Max Interval: 30
Lecturer(ID7380) => Min Interval: 14, Max Interval: 43
Lecturer(ID7381) => Min Interval: 21, Max Interval: 25
Lecturer(ID7388) => Min Interval: 9, Max Interval: 45
Lecturer(ID7398) => Min Interval: 12, Max Interval: 43
Lecturer(ID7399) => Min Interval: 8, Max Interval: 39
Lecturer(ID7400) => Min Interval: 19, Max Interval: 45
Lecturer(ID7402) => Min Interval: 19, Max Interval: 33
Lecturer(ID7406) => Min Interval: 39, Max Interval: 41
Lecturer(ID7408) => Min Interval: 8, Max Interval: 35
Lecturer(ID7412) => Min Interval: 13, Max Interval: 45
Lecturer(ID7413) => Min Interval: 17, Max Interval: 29
Lecturer(ID7415) => Min Interval: 21, Max Interval: 35
Lecturer(ID7421) => Min Interval: 23, Max Interval: 36
Lecturer(ID7424) => Min Interval: 39, Max Interval: 45
Lecturer(ID7427) => Min Interval: 13, Max Interval: 14
Lecturer(ID7429) => Min Interval: 9, Max Interval: 32
Lecturer(ID7432) => Min Interval: 9, Max Interval: 39
Lecturer(ID7435) => Min Interval: 0, Max Interval: 41
Lecturer(ID7436) => Min Interval: 26, Max Interval: 33
Lecturer(ID7440) => Min Interval: 11, Max Interval: 26
Lecturer(ID7445) => Min Interval: 17, Max Interval: 43
Lecturer(ID7448) => Min Interval: 22, Max Interval: 44
Lecturer(ID7451) => Min Interval: 16, Max Interval: 45
Lecturer(ID7452) => Min Interval: 8, Max Interval: 45
Lecturer(ID7456) => Min Interval: 12, Max Interval: 42
Lecturer(ID7457) => Min Interval: 8, Max Interval: 38
Lecturer(ID7461) => Min Interval: 32, Max Interval: 33
Lecturer(ID7464) => Min Interval: 10, Max Interval: 41
Lecturer(ID7468) => Min Interval: 18, Max Interval: 22
Lecturer(ID7471) => Min Interval: 9, Max Interval: 37
Lecturer(ID7476) => Min Interval: 9, Max Interval: 41
Lecturer(ID7480) => Min Interval: 30, Max Interval: 38
Lecturer(ID7489) => Min Interval: 8, Max Interval: 20
Lecturer(ID7496) => Min Interval: 14, Max Interval: 39
Lecturer(ID7515) => Min Interval: 17, Max Interval: 39
Lecturer(ID7525) => Min Interval: 16, Max Interval: 22
Lecturer(ID7530) => Min Interval: 26, Max Interval: 35
Lecturer(ID7545) => Min Interval: 13, Max Interval: 25
Lecturer(ID7553) => Min Interval: 36, Max Interval: 40
Lecturer(ID7623) => Min Interval: 16, Max Interval: 39
Lecturer(ID7625) => Min Interval: 11, Max Interval: 27
Lecturer(ID7627) => Min Interval: 4, Max Interval: 45
Lecturer(ID7630) => Min Interval: 1, Max Interval: 42
Lecturer(ID7631) => Min Interval: 27, Max Interval: 42
Lecturer(ID7632) => Min Interval: 5, Max Interval: 43
Lecturer(ID7633) => Min Interval: 38, Max Interval: 43
Lecturer(ID7637) => Min Interval: 1, Max Interval: 25
Lecturer(ID7638) => Min Interval: 8, Max Interval: 37
Lecturer(ID7639) => Min Interval: 18, Max Interval: 30
Lecturer(ID7640) => Min Interval: 10, Max Interval: 44
Lecturer(ID7642) => Min Interval: 17, Max Interval: 17
Lecturer(ID7645) => Min Interval: 19, Max Interval: 40
Lecturer(ID7647) => Min Interval: 8, Max Interval: 34
Lecturer(ID7649) => Min Interval: 9, Max Interval: 22
Lecturer(ID7651) => Min Interval: 29, Max Interval: 37
Lecturer(ID7652) => Min Interval: 10, Max Interval: 45
Lecturer(ID7657) => Min Interval: 2, Max Interval: 41
Lecturer(ID7658) => Min Interval: 19, Max Interval: 26
Lecturer(ID7661) => Min Interval: 34, Max Interval: 35
Lecturer(ID7666) => Min Interval: 16, Max Interval: 22
Lecturer(ID7668) => Min Interval: 13, Max Interval: 41
Lecturer(ID7669) => Min Interval: 22, Max Interval: 29
Lecturer(ID7674) => Min Interval: 31, Max Interval: 41
Lecturer(ID7675) => Min Interval: 13, Max Interval: 42
Lecturer(ID7676) => Min Interval: 10, Max Interval: 45
Lecturer(ID7679) => Min Interval: 3, Max Interval: 44
Lecturer(ID7680) => Min Interval: 24, Max Interval: 45
Lecturer(ID7681) => Min Interval: 13, Max Interval: 30
Lecturer(ID7683) => Min Interval: 10, Max Interval: 38
Lecturer(ID7684) => Min Interval: 0, Max Interval: 45
Lecturer(ID7687) => Min Interval: 16, Max Interval: 43
Lecturer(ID7688) => Min Interval: 12, Max Interval: 41
Lecturer(ID7692) => Min Interval: 3, Max Interval: 45
Lecturer(ID7693) => Min Interval: 15, Max Interval: 32
Lecturer(ID7696) => Min Interval: 19, Max Interval: 35
Lecturer(ID7699) => Min Interval: 2, Max Interval: 47
Lecturer(ID7700) => Min Interval: 17, Max Interval: 41
Lecturer(ID7701) => Min Interval: 10, Max Interval: 20
Lecturer(ID7702) => Min Interval: 35, Max Interval: 37
Lecturer(ID7711) => Min Interval: 12, Max Interval: 42
Lecturer(ID7713) => Min Interval: 4, Max Interval: 33
Lecturer(ID7716) => Min Interval: 21, Max Interval: 29
Lecturer(ID7718) => Min Interval: 22, Max Interval: 31
Lecturer(ID7719) => Min Interval: 36, Max Interval: 46
Lecturer(ID7721) => Min Interval: 12, Max Interval: 36
Lecturer(ID7724) => Min Interval: 17, Max Interval: 43
Lecturer(ID7725) => Min Interval: 19, Max Interval: 30
Lecturer(ID7727) => Min Interval: 11, Max Interval: 40
Lecturer(ID7729) => Min Interval: 9, Max Interval: 43
Lecturer(ID7731) => Min Interval: 9, Max Interval: 36
Lecturer(ID7734) => Min Interval: 19, Max Interval: 47
Lecturer(ID7736) => Min Interval: 3, Max Interval: 43
Lecturer(ID7738) => Min Interval: 11, Max Interval: 49
Lecturer(ID7741) => Min Interval: 4, Max Interval: 44
Lecturer(ID7745) => Min Interval: 25, Max Interval: 36
Lecturer(ID7746) => Min Interval: 9, Max Interval: 39
Lecturer(ID7756) => Min Interval: 31, Max Interval: 31
Lecturer(ID7757) => Min Interval: 32, Max Interval: 33
Lecturer(ID7758) => Min Interval: 23, Max Interval: 28
Lecturer(ID7760) => Min Interval: 8, Max Interval: 38
Lecturer(ID7761) => Min Interval: 4, Max Interval: 39
Lecturer(ID7762) => Min Interval: 15, Max Interval: 32
Lecturer(ID7765) => Min Interval: 16, Max Interval: 35
Lecturer(ID7767) => Min Interval: 16, Max Interval: 19
Lecturer(ID7768) => Min Interval: 24, Max Interval: 42
Lecturer(ID7770) => Min Interval: 5, Max Interval: 43
Lecturer(ID7773) => Min Interval: 10, Max Interval: 45
Lecturer(ID7774) => Min Interval: 32, Max Interval: 45
Lecturer(ID7775) => Min Interval: 12, Max Interval: 15
Lecturer(ID7776) => Min Interval: 8, Max Interval: 18
Lecturer(ID7780) => Min Interval: 20, Max Interval: 42
Lecturer(ID7782) => Min Interval: 22, Max Interval: 44
Lecturer(ID7785) => Min Interval: 7, Max Interval: 45
Lecturer(ID7786) => Min Interval: 5, Max Interval: 46
Lecturer(ID7791) => Min Interval: 5, Max Interval: 34
Lecturer(ID7792) => Min Interval: 26, Max Interval: 37
Lecturer(ID7793) => Min Interval: 9, Max Interval: 40
